,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,9530.000,,,,-965.000,,,,,,-610.000,,,,,,0.000
CashPeriodIncreaseDecrease,,,,,,,,1346.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,0.000,-28928.000,-22045.000,-27309.000,-21524.000,-14223.000,,-29538.000,-25826.000,-26211.000,,-32641.000,-62535.000,-31472.000,,-35727.000,-26521.000,1862862.000
CurrentFederalTaxExpenseBenefit,,,,,,,,0.000,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,0.000,,,,,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,0.000,,,,,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,,0.000,,,,,,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,,,0.000,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,,,,0.000,,0.000,,,,,,,,,,
DepreciationAndAmortization,,0.000,,,,,,,,,,0.000,,,,,,
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,,,,,,,-15770.000,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.070,-0.080,-0.060,-0.070,-0.070,-0.040,-0.040,-0.080,-0.070,-0.070,-0.100,-0.090,-0.170,-0.090,-0.110,-0.100,-0.070,5.140
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,,,,,,,,,,,-1889938.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,1889938.000
GeneralAndAdministrativeExpense,,320.000,,,,1265.000,2639.000,7655.000,3524.000,3643.000,10500.000,10365.000,38757.000,8054.000,17902.000,9358.000,5450.000,7570.000
IncomeLossFromContinuingOperations,,,,,,-1265.000,-2639.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,-14223.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-25530.000,-28928.000,-22045.000,-27309.000,-21524.000,,,-29538.000,-25826.000,-26211.000,-33183.000,-32641.000,-23778.000,-31472.000,-80313.000,-35727.000,-26521.000,1862862.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,,,,0.000,,,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,,-10000.000,,,,,,,,,,
IncomeTaxReconciliationOtherReconcilingItems,,,,,,,,-10000.000,,,,,,,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,,,,0.000,,,,,,,,,,
IncomeTaxesPaid,,,,,,,,,,,,,,,,,,0.000
IncomeTaxesPaidNet,,0.000,,,,0.000,,0.000,,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayable,,0.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,-2200.000,,0.000,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,9755.000,,,,,,-5035.000
IncreaseDecreaseInInterestPayableNet,,25958.000,,,,12958.000,,21884.000,,,,22276.000,,,,,,19506.000
IncreaseDecreaseInPrepaidExpense,,0.000,,,,,,,,,,,,,,,,
InterestExpense,-20422.000,-25958.000,-20462.000,-20687.000,-20687.000,-12958.000,-13131.000,-21883.000,-22302.000,-22568.000,-22683.000,-22276.000,-23778.000,-23418.000,162598.000,26369.000,21071.000,-19506.000
InterestPaid,,0.000,,,,,,0.000,,,,0.000,,,,,,0.000
InterestPaidNet,,,,,,0.000,,,,,,,,,,,,
InvestmentIncomeInterest,0.000,,0.000,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,12500.000,,,,2500.000,,9000.000,,,,0.000,,,,,,12605.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,12500.000,,,,2500.000,,9000.000,,,,0.000,,,,,,12605.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,0.000,,0.000,,,,0.000,,,,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,0.000,,0.000,,,,0.000,,,,,,0.000
NetCashProvidedByUsedInOperatingActivities,,-2970.000,,,,-3465.000,,-7654.000,,,,-610.000,,,,,,-12605.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-2970.000,,,,-3465.000,,-7654.000,,,,-610.000,,,,,,-12605.000
NetIncomeLoss,-25530.000,-28928.000,-22045.000,-27309.000,-21524.000,-14223.000,-15770.000,-29538.000,-25826.000,-26211.000,-33183.000,-32641.000,-62535.000,-31472.000,-41556.000,,-26521.000,1862862.000
OperatingExpenses,5108.000,,1583.000,6352.000,,,,,,,,,,,,,,
OperatingIncomeLoss,-5108.000,-2970.000,-1583.000,-6352.000,-1107.000,,,-7655.000,-3524.000,-3643.000,-10500.000,-10365.000,-38757.000,-8054.000,-17902.000,-9358.000,-5450.000,-7570.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-25530.000,0.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,0.000,0.000,,0.000,,,,,,,,,,,,
OtherExpenses,,,,,,,,,,,,,,,,26369.000,21071.000,
OtherGeneralAndAdministrativeExpense,4108.000,,120.000,5352.000,,,,,,,,,,,,,,
OtherIncome,,,,,,,,,,,,,,,,,,1870432.000
OtherNonoperatingIncomeExpense,-20422.000,,-20462.000,-20687.000,,,,,,,,,,,,,,
ProceedsFromContributionsFromAffiliates,,,,,,,,,,,,0.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,12500.000,,,,2500.000,,9000.000,,,,,,,,,,12605.000
ProfessionalFees,1000.000,2650.000,1000.000,1000.000,,,,,,,,,,,,,,
ProfitLoss,,-28928.000,,,,-14223.000,,-29538.000,,,,-32641.000,,,,-35727.000,,
Revenues,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1870432.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,10000.000,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,362200.000,362200.000,,362200.000,362200.000,362200.000,-724400.000,362200.000,362200.000,362200.000
WeightedAverageNumberOfSharesOutstandingBasic,362200.000,,,,,,,,,,,,,,,,,
