,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-09-30,2017-03-31
AccretionExpense,138.000,952.000,973.000,1215.000,971.000,151.000,155.000,158.000,162.000,165.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,400000.000,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,95342.000,,,,3288.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,1200000.000
AssetRetirementObligationAccretionExpense,,,,,,,,,,,,173.000,,,,188.000,198.000,198.000
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,,-701.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2188.000,,2173.000,,,,459470.000,,,,-4578.000,,,,-14672.000,,180.000
DebtInstrumentDecreaseForgiveness,,-2272.000,,,,,,-2450.000,,,,,,,,,,
Depletion,,,,,,,,0.000,,,,,,,,,,
DepletionOfOilAndGasProperties,,,,0.000,,,,,,,,,,,,0.000,,0.000
DepreciationAmortizationAndAccretionNet,,952.000,,1215.000,,,,158.000,,,,173.000,176.000,181.000,,,,
DerivativeGainLossOnDerivativeNet,8145.000,1751.000,-3242.000,-505.000,3140.000,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,-0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,-0.010,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000
GainLossOnSaleOfOilAndGasProperty,,,,,,31866.000,,,,,,,,,,,58684.000,800.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,,,,,,-800.000
GeneralAndAdministrativeExpense,9993.000,17600.000,3293.000,6064.000,17499.000,4650.000,19077.000,28371.000,20882.000,7950.000,4384.000,9778.000,24419.000,7986.000,-3818.000,8159.000,16575.000,7363.000
ImpairmentOfOilAndGasProperties,,,,,,,,,,,,,,,,0.000,,
IncomeLossFromContinuingOperations,-4702.000,-15098.000,-7882.000,-8450.000,-16153.000,26797.000,-20139.000,-128494.000,-128249.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4702.000,,,-8450.000,-16153.000,26797.000,-20139.000,-128494.000,-128249.000,-116724.000,-113242.000,-15555.000,-27980.000,-13964.000,-451889.000,-26861.000,-10045.000,-21819.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-15098.000,-7882.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.000,,,,,,,,,,,,,,,,,
