,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,-10834.000,-12500.000,,2500.000,1666.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,298730.000,,,
CapitalizedComputerSoftwareImpairments1,,,,,,,,,,,,,,,,,,,,20534.000
CashAndCashEquivalentsPeriodIncreaseDecrease,588.000,,,,113.000,,,,-91.000,,,,-9017.000,,,,-1375.000,,,11136.000
ConstructionMaterialsRevenue,,,,,,,,,,,,,,,,,,,58977.000,725944.000
CostOfRevenue,,,,,,,,,,,,,,,,,,,41339.000,512343.000
Depreciation,350.000,,,,350.000,,,,0.000,,,,0.000,0.000,,,0.000,,,147.000
DepreciationAndAmortization,350.000,350.000,3083.000,8550.000,8550.000,8550.000,8280.000,8199.000,8200.000,8200.000,8200.000,8200.000,8200.000,8200.000,8200.000,7200.000,7700.000,7700.000,7700.000,
DevelopmentCosts,,,,,,,,,,,,,,,,,,,,90000.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000,-0.010,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.000,0.000,-0.010,-0.000,-0.000,0.000,-0.000,-0.000,0.000,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,0.350,,,0.350
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,,,0.350,,,,0.350,,,,0.350,,,,0.350,,,0.350
GrossProfit,,,,,,,,,,,,,,,,,,,17638.000,213601.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,,,,55750.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,709.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,322.000,,,,194.000,,,,126.000,,,,9221.000,,,,1032.000,,,-19315.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,,,,,,,,,,,,,,,,,-469.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-322.000,,,,-3064.000,,,,-2996.000,,,,-40091.000,,,,-4602.000,,,19513.000
IncomeTaxReconciliationNondeductibleExpense,,,,,,,,,,,,,14000.000,,,,,,,
IncomeTaxReconciliationNondeductibleExpenseAmortization,,,,,,,,,,,,,,,,,875.000,,,
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,,,,,,,,,14000.000,,,,,,,980.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,4573.000,,,97530.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,,,,,,,,227122.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,,16500.000,,,,,,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,,,,,,,,,,,,,,,,,90838.000
IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,,,,,,,,,,,,,,,,,,,,-5402.000
InterestExpense,,,,,,,,,,,29.000,,1500.000,-1660.000,-1878.000,-4878.000,1875.000,1875.000,1875.000,
NetCashProvidedByUsedInFinancingActivities,1159.000,,,,316.000,,,,269.000,,,,-672.000,,,,-2999.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1159.000,,,,316.000,,,,269.000,,,,-672.000,,,,-2999.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,,,,,,,,-13500.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,,,,,,,,-13500.000
NetCashProvidedByUsedInOperatingActivities,-571.000,,,,-203.000,,,,-360.000,,,,-8345.000,,,,1624.000,,,24636.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-571.000,,,,-203.000,,,,-360.000,,,,-8345.000,,,,1624.000,,,24636.000
NetIncomeLoss,-921.000,-778.000,-3884.000,-100790.000,-8753.000,-118517.000,-8350.000,-9020.000,-8560.000,-8464.000,-8643.000,-24158.000,-114545.000,-22965.000,-31823.000,9049.000,-13149.000,-18087.000,-13444.000,55041.000
NonoperatingIncomeExpense,,,,,,,,,,,,,-41500.000,12494.000,14378.000,67378.000,-4375.000,-3541.000,-1875.000,
OperatingExpenses,921.000,778.000,3898.000,100908.000,8904.000,118836.000,8928.000,9127.000,8644.000,8590.000,8750.000,23285.000,73085.000,10486.000,17465.000,6605.000,11341.000,14558.000,29207.000,157851.000
OperatingIncomeLoss,-921.000,-778.000,-3884.000,-100790.000,-8753.000,-118517.000,-8350.000,-9020.000,-8560.000,-8464.000,-8614.000,-23231.000,-73045.000,-10471.000,-17445.000,-6573.000,-8774.000,-14546.000,-11569.000,55750.000
PaymentsForLoans,1700.000,,,,,,,,,,,,7158.000,,,,2999.000,,,
PaymentsToAcquireLand,,,,,,,,,,,,,,,,,,,,11300.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,2200.000
ProceedsFromLoans,2859.000,,,,316.000,,,,269.000,,,,6486.000,,,,,,,
Revenues,,,14.000,,151.000,319.000,578.000,107.000,84.000,126.000,136.000,54.000,40.000,15.000,20.000,32.000,2567.000,12.000,58977.000,725944.000
SalesRevenueNet,,,14.000,,151.000,319.000,578.000,107.000,84.000,126.000,136.000,54.000,40.000,15.000,20.000,32.000,2567.000,12.000,58977.000,725944.000
SellingGeneralAndAdministrativeExpense,571.000,428.000,815.000,2358.000,354.000,286.000,648.000,928.000,444.000,390.000,550.000,15085.000,24885.000,2286.000,9265.000,-595.000,3641.000,6858.000,21507.000,157704.000
ShareBasedCompensation,,,,,,,,,,,,,,,,,,,,2800.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,,,,,,,,,212280.000,,,,,,,
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,,,,,,,,200000.000,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,,,,,,,42456.000,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,-110000.000,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,,,,,40000.000,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,,,,,,,,-40000.000,,,,,,,-2800.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,15350000.000,15350000.000,15350000.000,-30700000.000,15352100.000,15352100.000,15902100.000,-30979200.000,15902100.000,15902100.000,15902100.000,-31804200.000,16102100.000,16303150.000,16304250.000,-32456050.000,16304300.000,16304300.000,19234659.000,23735416.000
