,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,39971000.000,41152000.000,42644000.000,36262000.000
AccountsReceivableNet,31150000.000,29570000.000,29321000.000,31345000.000
AdditionalPaidInCapital,245848000.000,246080000.000,246218000.000,241484000.000
Assets,347151000.000,337277000.000,343107000.000,329983000.000
CashAndCashEquivalentsAtCarryingValue,38741000.000,43566000.000,48605000.000,36653000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,30762973.000,30777430.000,30752128.000,31219775.000
CommonStockValue,308000.000,308000.000,308000.000,312000.000
DeferredIncomeTaxLiabilities,22655000.000,18027000.000,25335000.000,25776000.000
DepositsWithClearingOrganizationsAndOthersSecurities,1563000.000,1300000.000,1301000.000,1301000.000
FinancialInstrumentsOwnedAtFairValue,32940000.000,29912000.000,30907000.000,31158000.000
Goodwill,84676000.000,84676000.000,84676000.000,84676000.000
IntangibleAssetsNetExcludingGoodwill,62197000.000,61079000.000,59962000.000,58971000.000
Liabilities,85015000.000,80188000.000,87093000.000,79682000.000
LiabilitiesAndStockholdersEquity,347151000.000,337277000.000,343107000.000,329983000.000
LongTermDebt,22055000.000,20584000.000,19114000.000,17644000.000
MinorityInterest,33705000.000,31865000.000,32254000.000,32804000.000
NontradeReceivables,73776000.000,,,
NotesReceivableNet,4375000.000,70207000.000,68960000.000,66938000.000
OtherInvestments,1068000.000,1031000.000,1690000.000,1672000.000
PayablesToBrokerDealersAndClearingOrganizations,,425000.000,,
PreferredStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,,
PreferredStockSharesOutstanding,0.000,0.000,,
PrepaidExpenseAndOtherAssets,4229000.000,3494000.000,4809000.000,4434000.000
PropertyPlantAndEquipmentNet,11682000.000,11294000.000,11731000.000,11795000.000
RestrictedCashAndCashEquivalents,754000.000,1148000.000,1145000.000,1040000.000
RetainedEarningsAccumulatedDeficit,-8051000.000,-11490000.000,-13092000.000,-14571000.000
SecuritiesSoldNotYetPurchasedFairValueDisclosure,334000.000,,,
SharesOutstanding,29149159.000,29163526.000,29138314.000,29597808.000
StockholdersEquity,228431000.000,225224000.000,223760000.000,217497000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,262136000.000,257089000.000,256014000.000,250301000.000
TreasuryStockShares,1613814.000,1613814.000,1613814.000,1621967.000
TreasuryStockValue,9674000.000,9674000.000,9674000.000,9728000.000
