,2014-11-30,2015-11-30,2016-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,118415.000
AmortizationOfIntangibleAssets,,1900.000,1900.000
AssetImpairmentCharges,,,792.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-4632.000,1346867.000
CashPeriodIncreaseDecrease,4109.000,,
CostOfServicesAmortization,950.000,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,1282.000
DepreciationAndAmortization,950.000,1900.000,1900.000
DevelopmentCosts,-5700.000,,
EarningsPerShareBasic,,-0.010,-0.040
EarningsPerShareDiluted,,,-0.040
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.350,0.350,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.350,0.350,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.000,0.000,
GeneralAndAdministrativeExpense,1229.000,2529.000,57825.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-225091.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.030,,
IncomeTaxExpenseBenefit,,,-513.000
IncomeTaxesPaid,0.000,,0.000
IncreaseDecreaseInAccountsPayable,,7120.000,130284.000
IncreaseDecreaseInAccountsPayableRelatedParties,4504.000,,
IncreaseDecreaseInDeferredIncomeTaxes,,,-513.000
IncreaseDecreaseInInterestPayableNet,4950.000,7257.000,-7494.000
IncreaseDecreaseInNotesPayableRelatedParties,,,80018.000
IncreaseDecreaseInPrepaidExpense,5000.000,,-1667.000
InterestExpense,4950.000,,5626.000
InterestExpenseBorrowings,,,5508.000
InterestExpenseRelatedParty,,7257.000,11698.000
InterestIncomeRelatedParty,4950.000,,
InterestPaid,0.000,,17909.000
NetCashProvidedByUsedInFinancingActivities,130000.000,28000.000,1412358.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,130000.000,28000.000,1412358.000
NetCashProvidedByUsedInInvestingActivities,-5700.000,,-45515.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5700.000,,-45515.000
NetCashProvidedByUsedInOperatingActivities,-120191.000,-32632.000,-19976.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-120191.000,-32632.000,-19976.000
NetIncomeLoss,-135595.000,-48809.000,-224578.000
OfficersCompensation,0.000,,
OperatingExpenses,130645.000,41552.000,213393.000
OtherExpenses,4950.000,-7257.000,11698.000
PaymentsForRepurchaseOfEquity,,5000.000,0.000
PaymentsToAcquireOtherProductiveAssets,,,45515.000
ProceedsFromCollectionOfOtherReceivables,,,5000.000
ProceedsFromIssuanceOfCommonStock,50000.000,,1354000.000
ProceedsFromNotesPayable,80000.000,,
ProceedsFromRelatedPartyDebt,,33000.000,214358.000
ProfessionalFees,127266.000,35623.000,152876.000
RelatedPartyTransactionAmountsOfTransaction,,1500.000,
RepaymentsOfRelatedPartyDebt,,,158000.000
ResearchAndDevelopmentExpense,0.000,,
Revenues,0.000,,0.000
SalesRevenueNet,0.000,,0.000
StockIssuedDuringPeriodSharesNewIssues,,5000000.000,
StockIssuedDuringPeriodValueIssuedForServices,0.000,,
StockIssuedDuringPeriodValueNewIssues,50000.000,5000.000,1349000.000
StockIssuedDuringPeriodValueShareBasedCompensation,0.000,,
StockRepurchasedDuringPeriodShares,,5000000.000,
StockRepurchasedDuringPeriodValue,,5000.000,
SubordinatedBorrowingInterestRate,0.060,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,5581370.000
WeightedAverageNumberOfSharesOutstandingBasic,5293151.000,5089041.000,5581370.000
