,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3814000.000,4969000.000,5175000.000,5584000.000,6630000.000,4450000.000,7265000.000,10120000.000,7205000.000,6522000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,100000.000,,,,100000.000
AccountsReceivableNetCurrent,12057000.000,13813000.000,18357000.000,20684000.000,23408000.000,32514000.000,28819000.000,27022000.000,38698000.000,62032000.000
AccruedIncomeTaxesCurrent,,345000.000,,,,787000.000,,,,975000.000
AccruedLiabilitiesCurrent,,1365000.000,,,,2480000.000,,,,3709000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,14159000.000,16754000.000,19798000.000,23242000.000,26857000.000,30669000.000,34638000.000,38693000.000,43214000.000,47180000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-52000.000,15000.000,-10000.000,42000.000,-171000.000,22000.000,32000.000,21000.000,-65000.000,-96000.000
AdditionalPaidInCapitalCommonStock,341915000.000,346671000.000,353258000.000,364725000.000,381634000.000,392511000.000,403918000.000,420953000.000,431762000.000,447314000.000
AllowanceForDoubtfulAccountsReceivableCurrent,246000.000,282000.000,375000.000,422000.000,478000.000,664000.000,628000.000,565000.000,790000.000,1117000.000
Assets,265560000.000,264711000.000,266465000.000,272115000.000,285841000.000,294444000.000,299043000.000,305627000.000,316183000.000,352269000.000
AssetsCurrent,220910000.000,218872000.000,218126000.000,217978000.000,220090000.000,229951000.000,234710000.000,234105000.000,242042000.000,276607000.000
AssetsFairValueDisclosure,136532000.000,165580000.000,,,,,,,,
AssetsFairValueDisclosureRecurring,,,165546000.000,169175000.000,169073000.000,169647000.000,169884000.000,170219000.000,170327000.000,170437000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,19558000.000,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,17487000.000,53287000.000,76465000.000,87562000.000,92793000.000,103822000.000,102629000.000,94883000.000,99964000.000,92874000.000
CapitalizedComputerSoftwareGross,,10000000.000,,,,7700000.000,,,,4900000.000
CapitalizedComputerSoftwareNet,,12600000.000,,,,12600000.000,,,,10300000.000
CashAndCashEquivalentsAtCarryingValue,167740000.000,105257000.000,70228000.000,68796000.000,71901000.000,65914000.000,81655000.000,93945000.000,80170000.000,88305000.000
CommonStockCapitalSharesReservedForFutureIssuance,,16423000.000,,,,16610000.000,,,,16310000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,47251000.000,47377000.000,47733000.000,48779000.000,49684000.000,50241000.000,50997000.000,52231000.000,52969000.000,53539000.000
CommonStockSharesOutstanding,46991000.000,47117000.000,47473000.000,48519000.000,49424000.000,49981000.000,50737000.000,51971000.000,52709000.000,53279000.000
CommonStockValue,47000.000,47000.000,48000.000,49000.000,50000.000,50000.000,51000.000,52000.000,53000.000,53000.000
DeferredIncomeTaxLiabilities,,5199000.000,,,,5440000.000,,,,4948000.000
DeferredOfferingCosts,,0.000,,,,,,,,
DeferredRentCredit,4700000.000,4900000.000,4900000.000,5100000.000,5100000.000,5100000.000,6400000.000,9400000.000,9400000.000,9200000.000
DeferredRentCreditCurrent,,301000.000,,,,413000.000,,,,948000.000
DeferredRentCreditNoncurrent,4455000.000,4638000.000,4530000.000,4775000.000,4770000.000,4658000.000,5952000.000,8789000.000,8551000.000,8272000.000
DeferredRevenueCurrent,23458000.000,29185000.000,38515000.000,42041000.000,55370000.000,72397000.000,80661000.000,79470000.000,91863000.000,125269000.000
DeferredRevenueNoncurrent,,,,3344000.000,2689000.000,2326000.000,1567000.000,908000.000,1029000.000,1135000.000
DeferredTaxAssetsGross,,48830000.000,,,,78021000.000,,,,99440000.000
DeferredTaxAssetsLiabilitiesNet,,-79000.000,,,,53000.000,,,,140000.000
DeferredTaxAssetsNet,,5120000.000,,,,5493000.000,,,,5088000.000
DeferredTaxAssetsOperatingLossCarryforwards,,38837000.000,,,,62909000.000,,,,75949000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,112700000.000,,,,114300000.000,,,,161400000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,54500000.000,,,,215600000.000,,,,313800000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,1290000.000,,,,1677000.000,,,,3183000.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,3046000.000,,,,5840000.000,,,,8079000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,3312000.000,,,,4645000.000,,,,7109000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,2345000.000,,,,2950000.000,,,,5120000.000
DeferredTaxAssetsValuationAllowance,,43710000.000,,,,72528000.000,,,,94352000.000
DeferredTaxLiabilitiesCurrent,,913000.000,,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedResearchAndDevelopmentCosts,,4088000.000,,,,4103000.000,,,,3108000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,85000.000,,,,25000.000,,,,-72000.000
DeferredTaxLiabilitiesPrepaidExpenses,,1026000.000,,,,1402000.000,,,,1912000.000
EmployeeRelatedLiabilitiesCurrent,5180000.000,6288000.000,6889000.000,7483000.000,8893000.000,11631000.000,10829000.000,11234000.000,15352000.000,15935000.000
