,2012-05-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,216738.000,,,233166.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,3017583.000,,,,,,,6059237.000,,,,8954773.000,,,,8914662.000
AmortizationOfAcquiredIntangibleAssets,,,73000.000,73000.000,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,128000.000,129000.000,129000.000,,,,129000.000,,,,,,,,
AmortizationOfIntangibleAssets,,15279.000,15342.000,15342.000,15341.000,15342.000,15343.000,15343.000,15000.000,,,,,,,,
AmortizationOfLeasedAsset,,,,,73000.000,73000.000,73000.000,,,,,,,,,,
AssetManagementCosts,,,646394.000,647380.000,783868.000,761265.000,813921.000,1108606.000,1171974.000,1167522.000,1716423.000,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,,,,,170000.000,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,1241955.000,416591.000,792939.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,515368.000,,,5132467.000,,,,19056422.000,,,,-1769088.000,,,,3480618.000
CommonStockDividendsPerShareDeclared,0.110,0.125,0.125,0.125,0.125,0.129,0.130,0.130,0.130,0.135,0.135,2.350,0.750,0.750,0.750,0.750,0.750
ComprehensiveIncomeNetOfTax,,,991514.000,176480.000,2034539.000,2735070.000,2103020.000,-182874.000,3810521.000,4203340.000,204043.000,3839502.000,3180045.000,8957532.000,9234224.000,8089406.000,7672450.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,568332.000,304557.000,374603.000,323811.000,439660.000,342303.000,345620.000,416260.000,358626.000,435325.000,299151.000,311663.000,341087.000,329081.000,383077.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,1559846.000,481037.000,2409142.000,3058881.000,2542680.000,159429.000,4156141.000,4619600.000,562669.000,4274827.000,3479196.000,9269195.000,9575311.000,8418487.000,8055527.000
ConcentrationRiskPercentage1,,0.076,0.074,0.078,0.070,0.080,0.080,,,,,,,,,,
CostOfGoodsSold,1031114.000,2003639.000,1476348.000,1411318.000,2707358.000,1384998.000,1284711.000,1914901.000,1248330.000,569958.000,382851.000,618073.000,0.000,0.000,0.000,0.000,
CostOfServices,254965.000,,,,,,,,,,,,,,,,
CostsAndExpenses,2204067.000,6353378.000,5967747.000,6285711.000,7510032.000,6153744.000,6588817.000,9407165.000,9063649.000,7243298.000,18129277.000,15289105.000,14594183.000,10257849.000,10248296.000,11170737.000,10402718.000
CurrentFederalTaxExpenseBenefit,,268205.000,546816.000,-665471.000,784377.000,0.000,446391.000,2226090.000,391946.000,94312.000,94277.000,201406.000,-627197.000,188467.000,88032.000,28978.000,-30469.000
CurrentIncomeTaxExpenseBenefit,,285891.000,581757.000,-680281.000,854075.000,0.000,486054.000,2503808.000,435756.000,104479.000,105020.000,276755.000,-677731.000,203652.000,95125.000,65847.000,-33760.000
CurrentStateAndLocalTaxExpenseBenefit,,17686.000,34941.000,-14810.000,69698.000,0.000,39663.000,277718.000,43810.000,10167.000,10743.000,75349.000,-50534.000,15185.000,7093.000,36869.000,-3291.000
DebtIssuanceCosts,,1500000.000,1500000.000,1100000.000,888000.000,,,,,,,,,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,-220000.000,,,,,,,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,690468.000,-314630.000,1650457.000,-313843.000,683089.000,-136829.000,-3867106.000,-108632.000,-134187.000,-1801423.000,-550655.000,-544669.000,196737.000,366478.000,-187461.000,-266700.000
DeferredIncomeTaxExpenseBenefit,1190162.000,735053.000,-340003.000,1785406.000,-340562.000,742879.000,-161171.000,-4310646.000,-115391.000,-153342.000,-1953973.000,-646857.000,-577395.000,206786.000,388027.000,-168731.000,-298846.000
DeferredIncomeTaxesAndTaxCredits,,,,,-340561.000,,,,-115391.000,,,,-577395.000,,,,-298846.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,44585.000,-25373.000,134949.000,-26719.000,59790.000,-24342.000,-443540.000,-6759.000,-19155.000,-152550.000,-96202.000,-32726.000,10049.000,21549.000,18730.000,-32146.000
Depreciation,246828.000,2857036.000,2857412.000,2857412.000,3131637.000,3204911.000,3237261.000,3560077.000,,,,,,842040.000,838462.000,,838313.000
DepreciationAmortizationAndAccretionNet,,,,,,,,,4048832.000,3495986.000,5836665.000,5385068.000,5296818.000,5737025.000,5744266.000,5744762.000,6005908.000
DepreciationDepletionAndAmortization,,,,,,,,,4426559.000,,,,5945501.000,,,,6474779.000
DerivativeGainLossOnDerivativeNet,,,,,-74758.000,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,7160.000,-1062.000,-170.000,,148.000,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,-69993.000,-72757.000,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,1136881.000,-397214.000,-161889.000,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,-71850.000,0.000,,,,,16880.000,,,,71363.000,,,,27073.000
DividendsPreferredStock,,,,,,,,,,,,,1037109.000,,,,1037109.000
