,2011-11-30,2012-02-29
AccountsPayable,112115.000,115040.000
AccountsPayableAndAccruedLiabilities,252344.000,361118.000
AccruedLiabilities,376492.000,475130.000
AdditionalPaidInCapital,4614605.000,4614605.000
AlternativeExcessNetCapital,89375.000,89375.000
Assets,2072029.000,2036681.000
AssetsCurrent,12985.000,2876.000
Cash,12985.000,2876.000
CashAndCashEquivalentsAtCarryingValue,12985.000,2876.000
CommonStockParOrStatedValuePerShare,819000.000,819000.000
ConvertibleDebtCurrent,5271207.000,5311313.000
ConvertibleLongTermNotesPayable,18189.000,18189.000
ConvertibleNotesPayableCurrent,131206.000,131206.000
DeferredTaxAssetsLiabilitiesNetCurrent,,6935194.000
DueToRelatedParties,67804.000,97804.000
DueToRelatedPartiesCurrent,258217.000,288217.000
Goodwill,1188458.000,1188458.000
Liabilities,6756312.000,
LiabilitiesAndStockholdersEquity,2072029.000,2036681.000
LiabilitiesCurrent,6756312.000,6935194.000
NotesAndLoansPayableCurrent,607075.000,614288.000
PropertyPlantAndEquipmentNet,870586.000,845347.000
RetainedEarningsAccumulatedDeficit,-10201663.000,-10415893.000
StockholdersEquity,-4684283.000,-4898513.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4684283.000,
TemporaryEquitySharesSubscribedButUnissuedSubscriptionsReceivable,-5600.000,-5600.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,819000000.000,
