,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,33780.000,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,1315683.000,,,,1633616.000,
BusinessAcquisitionContingentConsiderationSharesIssuable,,,,,,,8000000.000,8000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1264240.000,,,,-828010.000,,,
CommonStockDividendsPerShareDeclared,,,,,,,0.010,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,,,,-621781.000,1130827.000,,-767372.000,543205.000,-1201689.000,29780367.000
ConstructionRevenue,,,317342.000,602256.000,2141640.000,2491116.000,260651.000,578494.000,287236.000,210743.000
ContractuallySpecifiedServicingFeesAmount,,,,,,,,6000.000,,
DepreciationAndAmortization,25002.000,39149.000,43309.000,40455.000,43561.000,41857.000,41440.000,41837.000,43966.000,41724.000
DirectOperatingCosts,52682.000,109828.000,211839.000,281728.000,324635.000,320874.000,344776.000,225101.000,193274.000,218933.000
DividendsCash,,,,,,,-498958.000,,,
EarningsPerShareBasic,,-0.010,-0.010,-0.010,0.030,0.060,-0.020,-0.010,-0.020,0.120
EarningsPerShareBasicAndDiluted,0.000,,,,,,,,,
EarningsPerShareDiluted,,-0.010,-0.010,-0.010,0.020,0.060,-0.020,-0.010,-0.020,0.120
EquityMethodInvestmentDividendsOrDistributions,,,240069.000,,,,314774.000,,,
FeesAndCommissions,,,244726.000,320239.000,194134.000,463680.000,180232.000,264067.000,123103.000,189145.000
GainLossOnSaleOfPropertyPlantEquipment,,-184.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-84423.000,-509959.000,-481664.000,-400612.000,1399135.000,3358017.000,-765542.000,-438420.000,-909079.000,30835516.000
IncomeLossFromEquityMethodInvestments,,,240069.000,-112184.000,335603.000,202277.000,314774.000,339598.000,368836.000,33158893.000
IncomeTaxExpenseBenefit,,,,,,,-77000.000,0.000,0.000,-988729.000
IncomeTaxesPaidNet,,,,,,,195095.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1214384.000,,,,-220758.000,,,
IncreaseDecreaseInAccountsReceivable,,,-2780353.000,,,,68347.000,,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,96030.000,,,,,,,
IncreaseDecreaseInDeferredLiabilities,,,,,,,-13722.000,,,
IncreaseDecreaseInDeferredRentReceivables,,,-51140.000,,,,,,,
IncreaseDecreaseInDeposits,,,,,,,50000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-10406.000,,,,5234.000,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,2389396.000,,,0.000,811474.000,
InterestPaidNet,,,,,,,0.000,,,
InvestmentIncomeDividend,,,,,,,,33612.000,25255.000,
InvestmentIncomeInterest,165.000,151.000,167.000,329.000,414.000,559.000,909.000,811.000,658.000,444.000
LeaseAndRentalExpense,,,,60959.000,61181.000,,61930.000,63479.000,62634.000,66849.000
ManagementFeesRevenue,,,534403.000,576573.000,591608.000,659331.000,570424.000,570873.000,582040.000,667224.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,9973.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-9973.000,,,,-417598.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-9973.000,,,,-417598.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-25857.000,,,,522538.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-25857.000,,,,522538.000,,,
NetCashProvidedByUsedInOperatingActivities,,,1300070.000,,,,-932950.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1300070.000,,,,-932950.000,,,
NetIncomeLoss,-78414.000,-461613.000,-436904.000,-363960.000,1255817.000,2817383.000,-767013.000,-394646.000,-819024.000,5566272.000
NetIncomeLossAttributableToNoncontrollingInterest,-6009.000,-48346.000,-44760.000,-36652.000,143318.000,-469351.000,75529.000,-43774.000,-90055.000,24129457.000
OperatingExpenses,1932978.000,1977104.000,2003122.000,1977187.000,1995988.000,4776823.000,2162520.000,2315725.000,2364702.000,4328016.000
OperatingIncomeLoss,-84588.000,-509926.000,-721900.000,-288757.000,1063118.000,3155181.000,-1081225.000,-812441.000,-1303828.000,-2840798.000
OperatingLeasesRentExpenseSubleaseRentals1,,,,,,,13636.000,18973.000,18973.000,24312.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,-58769.000,-116487.000,,67945.000,63224.000,-121949.000,24137993.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,-563012.000,1014340.000,,-699427.000,479981.000,-1079740.000,5506484.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,-221169.000,-268308.000,,75170.000,981625.000,-292610.000,-66420.000
OtherRealEstateRevenue,,,184751.000,189362.000,131724.000,4317877.000,69988.000,89850.000,68495.000,420106.000
OtherSellingAndMarketingExpense,,,,,,,,18000.000,18000.000,
PaymentsOfDividendsMinorityInterest,,,9973.000,,,,55439.000,,,
PaymentsToAcquireBusinessesAndInterestInAffiliates,,,,,,,760.000,,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,25857.000,,,,15180.000,,,
ProceedsFromDivestitureOfInterestInJointVenture,,,,,,,488478.000,,,
ProceedsFromStockOptionsExercised,,,,,,,136799.000,49640.000,37332.000,170999.000
ProfitLoss,-84423.000,-509959.000,-481664.000,-400612.000,1399135.000,3162922.000,-842542.000,-438420.000,-909079.000,29846787.000
ProvisionForDoubtfulAccounts,,,,0.000,0.000,,0.000,0.000,0.000,0.000
RelatedPartiesAmountInCostOfSales,151488.000,139732.000,,,,,,,,
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,,,,,,,255577.000,120086.000,178779.000,5015949.000
RestrictedStockExpense,,,,,,,13825.000,14001.000,14001.000,125892.000
RevenueFromRelatedParties,1204511.000,758396.000,,,,,,,,
Revenues,1848390.000,1467178.000,1281222.000,1688430.000,3059106.000,7932004.000,1081295.000,1503284.000,1060874.000,1487218.000
SalesRevenueNet,1848390.000,1467178.000,1281222.000,1688430.000,3059106.000,7932004.000,1081295.000,1503284.000,1060874.000,1487218.000
SalesRevenueServicesNet,643879.000,708782.000,,,,,,,,
SellingGeneralAndAdministrativeExpense,1703806.000,1688395.000,1747974.000,1655004.000,1627792.000,4414092.000,1776304.000,2048787.000,2127462.000,4067359.000
ShareBasedCompensation,,,33780.000,33848.000,33849.000,97330.000,41944.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,,0.301,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,,,0.000,,,,0.016,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,,,0.000,,,,0.016,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,,,,0.000,,,,0.301,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,0.000,0.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,171667.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,0.000,0.000,,,350000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,0.000,,,,0.080,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationIncrementalCompensationCost,,,,0.000,,,0.000,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,0.160,0.150,0.160,-0.310
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,0.160,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,0.260,,
StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,,,,,,,13334.000,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,854997.000,328999.000,233326.000,1074177.000
StockOptionPlanExpense,,,,,,,33780.000,25747.000,27534.000,46823.000
WeightedAverageNumberOfDilutedSharesOutstanding,,49455841.000,49455841.000,49455841.000,51845237.000,-98798700.000,50152563.000,50984240.000,51175920.000,-100136486.000
WeightedAverageNumberOfSharesOutstandingBasic,,49455841.000,49455841.000,49455841.000,49455841.000,-98897256.000,50152563.000,50984240.000,51175920.000,-101318917.000
