,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30
AdjustmentForAmortization,,,,,1174.000,,
CashPeriodIncreaseDecrease,,,,,134285.000,,
ComprehensiveIncomeNetOfTax,,,,-1434595.000,-2162257.000,-889041.000,-689456.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-316137.000,-55420.000,-41017.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,-2478394.000,-944461.000,-730473.000
Depreciation,,,,,10637.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.010,-0.080,-0.120,-0.020,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,9540.000,,
GeneralAndAdministrativeExpense,8075.000,8226.000,13932.000,224522.000,1059815.000,850985.000,684906.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5421.000,-8722.000,-13932.000,-1740572.000,-2487934.000,-925821.000,-694697.000
IncomeTaxExpenseBenefit,,,,0.000,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,846000.000,
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,,,-846000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,3000.000,,756933.000,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,3414.000,,
IncreaseDecreaseInPrepaidExpense,,,,,129116.000,,
InterestExpense,1402.000,496.000,,0.000,,,
LeaseAndRentalExpense,,,,,9400.000,,
LegalFees,,,,,331805.000,,
NetCashProvidedByUsedInFinancingActivities,,,10932.000,,1869969.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,10932.000,,1869969.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,-79119.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-79119.000,,
NetCashProvidedByUsedInOperatingActivities,,,-10932.000,,-1666105.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-10932.000,,-1666105.000,,
NetIncomeLoss,-5421.000,-8722.000,-13932.000,-1434479.000,-2169889.000,-874129.000,-660835.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,-306093.000,-318045.000,-51692.000,-33862.000
OperatingIncomeLoss,-8075.000,-8226.000,-13932.000,-1740572.000,-2487934.000,-925821.000,-694697.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,9540.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-146.000,9540.000,-18640.000,-35776.000
OtherComprehensiveIncomeLossNetOfTax,,,,-1740718.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,-306123.000,,,
OtherNonoperatingIncome,4056.000,,,0.000,,,
PaymentsToAcquireMachineryAndEquipment,,,,,-4638.000,,
ProceedsFromContributionsFromAffiliates,,,,,144569.000,,
ProceedsFromIssuanceOfCommonStock,,,,,1725400.000,,
ProceedsFromRelatedPartyDebt,,,10932.000,,,,
ProfitLoss,,,,-1740572.000,-2487934.000,-925821.000,-694697.000
ResearchAndDevelopmentExpense,,,,1516050.000,1428119.000,74836.000,9791.000
Revenues,,,,0.000,,,
SaleLeasebackTransactionMonthlyRentalPayments,,,,,3000.000,,
SalesRevenueNet,,,,0.000,,,
ShareBasedCompensation,,,,,185615.000,,
StockIssuedDuringPeriodValueIssuedForCash,,,,,1725400.000,,
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,,,185615.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,18050680.000,17483363.000,40920284.000,40591037.000
