,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,3000.000,2000.000,3000.000
AllocatedShareBasedCompensationExpense,,,,,13889000.000,13929000.000,13108000.000,15500000.000,14215000.000,8174000.000,11429000.000
AmortizationOfIntangibleAssets,,,,,656000.000,656000.000,896000.000,2282000.000,2251000.000,2213000.000,2213000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,13210000.000,11611000.000,,8314000.000,4183000.000,3266000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,0.040,0.020,-0.210,,-0.280,-0.200,-0.290
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,0.040,0.020,-0.210,,-0.280,-0.200,-0.290
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,3933000.000,1732000.000,-20047000.000,,-27896000.000,-21301000.000,-30654000.000
BusinessAcquisitionsProFormaRevenue,,,,,118115000.000,120569000.000,87650000.000,,86293000.000,94501000.000,100528000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,36000.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-17729000.000,,,,32654000.000,,,,-13086000.000,,
ComprehensiveIncomeNetOfTax,,,,,3956000.000,1711000.000,-20120000.000,-23868000.000,-28156000.000,-21267000.000,-30690000.000
CostOfRevenue,27354000.000,41206000.000,45180000.000,45305000.000,47994000.000,46010000.000,39391000.000,44520000.000,36540000.000,41488000.000,49291000.000
DepreciationAndAmortization,,,,,2532000.000,2919000.000,3110000.000,3241000.000,3587000.000,3743000.000,3659000.000
DepreciationDepletionAndAmortization,1592000.000,,,,3188000.000,,,,5838000.000,,
EarningsPerShareBasic,0.090,-0.070,-0.050,-0.030,0.040,0.020,-0.210,-0.250,-0.280,-0.200,-0.290
EarningsPerShareDiluted,0.070,-0.070,-0.050,-0.010,0.040,0.020,-0.210,-0.250,-0.280,-0.200,-0.290
EffectOfExchangeRateOnCashAndCashEquivalents,-66000.000,,,,94000.000,,,,-8000.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,,0.350,0.350,0.350
