,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,595270.000,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,65395.000,,,,,,,,,
AccountsPayableCurrent,,,593270.000,593270.000,593271.000,594145.000,594145.000,593271.000,593271.000,593271.000,582361.000,582361.000,582361.000,582361.000,582361.000,582361.000
AccountsPayableCurrentAndNoncurrent,,593270.000,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,1618794.000,1699694.000,,,,
AccountsReceivableNet,0.000,,,,,,,,72420.000,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,72420.000,,0.000,0.000,,,,,
AccruedLiabilities,1944004.000,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,2103073.000,2137044.000,2264783.000,2318823.000,2354002.000,2405738.000,2479624.000,1116488.000,1087577.000,1084207.000,1079087.000,1076862.000,1073591.000,1071631.000
AccruedLiabilitiesCurrentAndNoncurrent,,2006463.000,,,,,,,,,,,,,,
AdditionalPaidInCapital,4909028.000,4935647.000,5034663.000,5115133.000,5140070.000,5129643.000,5132273.000,5134932.000,5137591.000,5138778.000,5144067.000,5146755.000,5149531.000,5152161.000,5154820.000,5157421.000
Assets,21610.000,4868.000,554.000,,152383.000,107822.000,40931.000,86042.000,76329.000,5.000,3651.000,1407.000,1948.000,860.000,128.000,625.000
AssetsCurrent,21610.000,4868.000,554.000,94547.000,,,,,,,,,,,,
BankOverdrafts,,,,,,,,,,99.000,0.000,,,,,
Cash,,,,94547.000,7543.000,107822.000,40931.000,13622.000,3909.000,5.000,,,1948.000,860.000,128.000,625.000
CashAndCashEquivalentsAtCarryingValue,20934.000,1942.000,554.000,94547.000,7543.000,107822.000,40931.000,,3909.000,,3651.000,1407.000,,,128.000,625.000
CashEquivalentsAtCarryingValue,20934.000,,,,,,,,,,,,,,,
CommonStockNoParValue,100212.000,100634.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,100211850.000,100634402.000,100634402.000,101273291.000,101273291.000,101273291.000,101273291.000,101273291.000,101273291.000,1102780377.000,102780377.000,102780377.000,102780377.000,102780377.000,102780377.000,102780377.000
CommonStockSharesOutstanding,100211850.000,100634402.000,100634402.000,101273291.000,101273291.000,101273291.000,101273291.000,101273291.000,101273291.000,1102780377.000,102780377.000,102780377.000,102780377.000,102780377.000,102780377.000,102780377.000
CommonStockValue,,,100634.000,101273.000,101273.000,101273.000,101273.000,101273.000,101273.000,102780.000,102780.000,102780.000,102780.000,102780.000,102780.000,102780.000
ConvertibleNotesPayable,,,,,,,,,,,,182580.000,,,182580.000,182580.000
ConvertibleNotesPayableCurrent,,,178264.000,151420.000,164704.000,169479.000,174149.000,178872.000,181667.000,182580.000,182580.000,182580.000,182580.000,182580.000,182580.000,182580.000
CustomerAdvancesCurrent,,,,,233975.000,,,,,,,,,,,
CustomerDepositsCurrent,20796.000,28084.000,122740.000,356680.000,,,,,,,,,,,,
DeferredRevenue,,,,,,,,147987.000,,,,,,,147987.000,147987.000
DeferredRevenueAndCreditsCurrent,,,,,217561.000,,,,,,,,,,,
DeferredRevenueCurrent,,,,,217561.000,217561.000,217547.000,,147987.000,147987.000,147987.000,147987.000,147987.000,147987.000,,147987.000
DeferredRevenueLeasesAccumulatedAmortization,,,,,,,,,-69574.000,,,,,,,
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,147987.000,147987.000,,,,
DeferredTaxAssetsGross,,,,,-6253593.000,-6229134.000,,-6260383.000,-6349422.000,2276638.000,2268460.000,,,,-2129230.000,-2191036.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,0.000,,,,,
DeferredTaxAssetsNet,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,-2416122.000,-2416122.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,2351351.000,2342155.000,,,,-8840261.000,-8988510.000,,-3664599.000,-3664599.000,-3685751.000,-3696146.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,,,,2551313.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,,,,,,,,2706371.000,2783901.000,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,,,1392203.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,86074.000,,,,,,53713.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,,147987.000,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,-2276638.000,-2268460.000,-2270314.000,2416122.000,2416122.000,2129230.000,2191036.000
DepositLiabilitiesAccruedInterest,122740.000,122740.000,,,,,,,,,,,,,,
DerivativeLiabilities,,,,,,,,,6.000,0.000,,,,,,
DerivativeLiabilitiesCurrent,,57567.000,20959.000,4732.000,490.000,6.000,6.000,6.000,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,,,,1733772.000,1739397.000
DueToRelatedPartiesCurrent,,,,,0.000,0.000,,,,1436209.000,1618794.000,1699694.000,1720444.000,1728274.000,1733772.000,1739397.000
DueToRelatedPartiesNoncurrent,,,,,0.000,,,,,,,,,,,
InterestPayableCurrent,,,35608.000,38023.000,51774.000,58695.000,,,79154.000,86074.000,101015.000,107935.000,115175.000,120519.000,127364.000,134284.000
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,50946.000,
Liabilities,,,3127531.000,3306169.000,3317583.000,3383709.000,3430244.000,3430042.000,3506709.000,3598708.000,3745314.000,3829764.000,3911134.000,3935083.000,3956905.000,3980790.000
LiabilitiesAndStockholdersEquity,,,554.000,94547.000,152383.000,107822.000,40931.000,86042.000,76329.000,5.000,3651.000,1407.000,1948.000,860.000,128.000,625.000
LiabilitiesCurrent,2905260.000,3030615.000,,,,,,,,,,,,,,
LongTermNotesPayable,,,,,182580.000,,,,,,,,,,,
MediumTermNotes,25000.000,25000.000,,,,,,,,,,,,,,
NotesPayableCurrent,,,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,48617.000,0.000,,,,,,,,,,,84250.000,97550.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,11000.000,,,,,,
OperatingLossCarryforwards,,,,,-8262274.000,-8506803.000,-8622859.000,,,,,-9077892.000,,,,
PreferredStockNoParValue,0.000,,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,,,,,,,,,,,,
PreferredStockValue,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,676.000,2926.000,0.000,0.000,,,,,,,,,,,,
ReceivablesNetCurrent,,,,,144840.000,,,,,,,,,,,
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,,,,,,,,,,,58500.000,71500.000,,
RetainedEarningsAccumulatedDeficit,-7892890.000,-8062028.000,-8262274.000,-8428028.000,-8406543.000,-8506803.000,-8622859.000,-8580205.000,-8669244.000,-8840261.000,-8988510.000,-9077892.000,-9161497.000,-9189164.000,-9214377.000,-9240366.000
SaleOfStockPricePerShare,,,,,0.010,,,,,,,,,,,
SharePrice,,,,,,,,,,,,0.002,,,0.002,0.002
SharesOutstanding,,,,,,,,,,-3598703.000,,,-3909186.000,,,
StockholdersEquity,,,-3126977.000,-3211622.000,-3165200.000,-3275887.000,-3389313.000,-3344000.000,-3430380.000,-3598703.000,-3741663.000,-3828357.000,-3909186.000,-3934223.000,-3956777.000,-3980165.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-3126977.000,-3211622.000,-3165200.000,-3275887.000,-3389313.000,-3344000.000,-3430380.000,-3598703.000,-3741663.000,-3828357.000,-3909186.000,-3934223.000,-3956777.000,-3980165.000
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,,,,,,-8580205.000,-8669244.000,,,,,,,
UnsecuredLongTermDebt,,,,,,,,,,,25000.000,25000.000,,,,
ValuationAllowanceAmount,,,,,-2351351.000,-2342155.000,-2391978.000,-2353904.000,,,,,,,,
