,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,123000.000,,,,,,,,
AllowanceForFundsUsedDuringConstructionInvestingActivities,408000.000,,,,,,,,
AmortizationOfFinancingCosts,,,,,1003000.000,,,,1004000.000
AmortizationOfFinancingCostsAndDiscounts,912000.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,13801000.000,17028000.000,17028000.000,-31625000.000,17057000.000,17058000.000,16884000.000,-34031000.000,16900000.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,-101885000.000,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,0.000,0.000,0.000,0.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,70904000.000,,,,3945000.000,,,,-14995000.000
CommonStockDividendsPerShareDeclared,0.400,0.225,0.225,0.225,0.250,0.250,0.250,0.250,0.250
ComprehensiveIncomeNetOfTax,-26873000.000,6362000.000,13972000.000,19806000.000,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-9000000.000,2481000.000,5458000.000,7725000.000,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-35873000.000,8843000.000,19430000.000,27531000.000,,,,,
Depreciation,9508000.000,9671000.000,10259000.000,10773000.000,11074000.000,11410000.000,11828000.000,12392000.000,12687000.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,,,,,,,0.250
EarningsPerShareBasic,-0.650,0.150,0.320,0.490,0.140,0.150,0.390,0.460,0.180
EarningsPerShareDiluted,-0.650,0.150,0.320,0.490,0.140,0.150,0.390,0.460,0.180
GeneralAndAdministrativeExpense,48733000.000,4728000.000,5504000.000,5641000.000,5545000.000,4980000.000,5336000.000,5991000.000,5981000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,8967000.000,19673000.000,,8963000.000,9477000.000,23900000.000,28064000.000,11261000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-35665000.000,,,,,,,,
IncomeTaxExpenseBenefit,208000.000,124000.000,243000.000,374000.000,186000.000,293000.000,299000.000,325000.000,244000.000
IncreaseDecreaseDueFromAffiliates,-6783000.000,,,,-5638000.000,,,,-5496000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,584000.000,,,,7487000.000,,,,140000.000
IncreaseDecreaseInAllowanceForEquityFundsUsedDuringConstruction,548000.000,,,,759000.000,,,,
IncreaseDecreaseInInventories,115000.000,,,,143000.000,,,,-47000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1026000.000,,,,829000.000,,,,721000.000
InterestExpense,7422000.000,6939000.000,6723000.000,7470000.000,8842000.000,9055000.000,9379000.000,9644000.000,9698000.000
InterestPaid,7081000.000,,,,4064000.000,,,,6418000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,,,,0.719,,,,0.721
ManagementFeeExpense,2500000.000,,,,,,,,
MarketableSecuritiesRealizedGainLoss,66000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,243059000.000,,,,29900000.000,,,,7418000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,243059000.000,,,,29900000.000,,,,7418000.000
NetCashProvidedByUsedInInvestingActivities,-197334000.000,,,,-58495000.000,,,,-52223000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-197334000.000,,,,-58495000.000,,,,-52223000.000
NetCashProvidedByUsedInOperatingActivities,25179000.000,,,,32540000.000,,,,29810000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,25179000.000,,,,32540000.000,,,,29810000.000
