,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,,,-28000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1683000.000,,,,2789000.000,,,,6644000.000,,,,6828000.000,,,,8789000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,3323000.000,,,,7789000.000,,,,4928000.000,,,,2692000.000,,,,1916000.000
AllocatedShareBasedCompensationExpense,,,2400000.000,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,2493000.000,,,,2188000.000,,,,2469000.000
AmortizationOfIntangibleAssets,3560000.000,3667000.000,3899000.000,5259000.000,10318000.000,9011000.000,51380000.000,59407000.000,50056000.000,50092000.000,47220000.000,55824000.000,54986000.000,54977000.000,52216000.000,51041000.000,52619000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,0.180,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,0.180,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,36775000.000,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,3199249000.000,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,100000.000,,300000.000,,300000.000,-100000.000,-100000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,4645000.000,,,,-81945000.000,,,,-59420000.000,,,,297474000.000,,,,-146751000.000
ComprehensiveIncomeNetOfTax,18271000.000,21565000.000,25266000.000,26684000.000,,,17973000.000,,51669000.000,64207000.000,72085000.000,74648000.000,63588000.000,71371000.000,82350000.000,100426000.000,86969000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,-1070000.000,,5376000.000,-7736000.000,-10190000.000,,13900000.000,14809000.000,14344000.000,,12861000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,16903000.000,,57045000.000,71943000.000,82275000.000,87915000.000,77488000.000,86180000.000,96694000.000,113802000.000,99830000.000
CostOfGoodsAndServicesSold,1034074000.000,1137836000.000,1204948000.000,1289150000.000,1606708000.000,1580199000.000,2955889000.000,3063948000.000,2971344000.000,3152841000.000,3326360000.000,4203904000.000,4599817000.000,5055995000.000,5190165000.000,5375860000.000,5600506000.000
CurrentIncomeTaxExpenseBenefit,8609000.000,11687000.000,14289000.000,17817000.000,13655000.000,17533000.000,30816000.000,45237000.000,39680000.000,33741000.000,38419000.000,35899000.000,40442000.000,,,,
DeferredIncomeTaxExpenseBenefit,459000.000,-777000.000,-1177000.000,-4399000.000,-236000.000,-468000.000,-17988000.000,-19233000.000,-16652000.000,-9134000.000,-10438000.000,-8112000.000,-12334000.000,,,,3836000.000
Depreciation,2330000.000,,,,3055000.000,,,,8103000.000,,,,13359000.000,,,,16789000.000
DepreciationNonproduction,1594000.000,1582000.000,1588000.000,1980000.000,2356000.000,2479000.000,5717000.000,6197000.000,6970000.000,7938000.000,9979000.000,13039000.000,12368000.000,13093000.000,19442000.000,14583000.000,15808000.000
