,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,724000.000,4098000.000,3595000.000,277000.000,129000.000,1360000.000,697000.000,1230000.000,1915000.000,2812000.000,2658000.000,1042000.000,1319000.000,1571000.000,1302000.000,1161000.000,821000.000,2066000.000,1437000.000
AccountsPayableCurrent,19705000.000,37588000.000,37333000.000,30307000.000,30711000.000,40600000.000,37376000.000,46431000.000,52826000.000,67550000.000,85781000.000,56699000.000,53815000.000,57982000.000,49631000.000,45394000.000,48217000.000,68692000.000,70778000.000,71951000.000
AccountsReceivableGrossCurrent,,50144000.000,56519000.000,62710000.000,62562000.000,75588000.000,76223000.000,99871000.000,110279000.000,132228000.000,128498000.000,107308000.000,86817000.000,93404000.000,64821000.000,65279000.000,60675000.000,77262000.000,93982000.000,145146000.000
AccountsReceivableNetCurrent,56766000.000,49904000.000,59564000.000,65249000.000,61784000.000,74661000.000,75207000.000,97369000.000,108452000.000,129755000.000,120881000.000,96355000.000,77777000.000,85605000.000,58706000.000,59078000.000,54293000.000,70725000.000,89006000.000,139970000.000
AccruedIncomeTaxesCurrent,2550000.000,7223000.000,20596000.000,6149000.000,,,1037000.000,2648000.000,0.000,0.000,0.000,4997000.000,,,,,,,,
AccruedInsuranceCurrent,,1288000.000,1278000.000,1316000.000,1171000.000,1453000.000,1662000.000,,,,1745000.000,,,,1830000.000,,,,1307000.000,
AccruedLiabilitiesCurrent,8771000.000,8620000.000,9481000.000,10080000.000,9178000.000,10755000.000,10823000.000,10879000.000,13020000.000,16998000.000,17911000.000,13922000.000,14431000.000,14055000.000,11708000.000,11547000.000,11538000.000,12821000.000,13034000.000,13202000.000
AccruedSalariesCurrent,,1330000.000,2939000.000,1926000.000,1505000.000,2159000.000,2411000.000,,,,3144000.000,,,,1309000.000,,,,3794000.000,
AccruedVacationCurrent,,2429000.000,2397000.000,2355000.000,1722000.000,2263000.000,2396000.000,,,,2616000.000,,,,2593000.000,,,,2471000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,66828000.000,78504000.000,86503000.000,94876000.000,103627000.000,113319000.000,122640000.000,132616000.000,144509000.000,156756000.000,169579000.000,182873000.000,197547000.000,209389000.000,223020000.000,237683000.000,253584000.000,266388000.000,285742000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,81000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-12368000.000,-11739000.000,-14175000.000,-13753000.000,-13255000.000,-13130000.000,-4017000.000,-3858000.000,-3749000.000,-3597000.000,-19818000.000,-20159000.000,-15579000.000,-19482000.000,-16171000.000,-18699000.000,-20756000.000,-20466000.000,-15876000.000,-15347000.000
AdditionalPaidInCapitalCommonStock,162100000.000,162085000.000,163579000.000,164535000.000,166195000.000,172024000.000,174799000.000,180340000.000,185155000.000,188174000.000,191086000.000,193140000.000,191042000.000,192915000.000,194670000.000,379336000.000,381349000.000,660448000.000,1129051000.000,1131253000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,10429000.000,13611000.000,10082000.000,9118000.000,7686000.000,7503000.000,7543000.000,7358000.000,7042000.000,6613000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,964000.000,1053000.000,1056000.000,1055000.000,1056000.000,2376000.000,3199000.000,3057000.000,4388000.000,10429000.000,13611000.000,10082000.000,9118000.000,7686000.000,7503000.000,7543000.000,7358000.000,7042000.000,6613000.000
AssetRetirementObligation,,9833000.000,6659000.000,6773000.000,6887000.000,8677000.000,9378000.000,9546000.000,10436000.000,10754000.000,11283000.000,11470000.000,13085000.000,13296000.000,12254000.000,12494000.000,12734000.000,13684000.000,11159000.000,11376000.000
AssetRetirementObligationsNoncurrent,,9800000.000,,6800000.000,6900000.000,8700000.000,,9500000.000,,,,,,,,,,,,
Assets,643050000.000,678459000.000,686810000.000,694061000.000,705478000.000,848505000.000,863461000.000,883177000.000,922861000.000,1067089000.000,1238153000.000,1193353000.000,1174670000.000,1156593000.000,1108619000.000,1268300000.000,1249153000.000,1620833000.000,2073220000.000,2087240000.000
AssetsCurrent,203430000.000,220249000.000,177267000.000,168752000.000,180732000.000,310895000.000,321496000.000,341220000.000,380769000.000,423494000.000,562325000.000,523749000.000,499297000.000,483749000.000,439140000.000,607718000.000,585703000.000,434323000.000,892945000.000,884129000.000
AvailableForSaleSecurities,,,,,,24986000.000,74980000.000,75068000.000,,75155000.000,75143000.000,75253000.000,70740000.000,46007000.000,21849000.000,6840000.000,0.000,0.000,0.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,20000.000,30000.000,42000.000,23000.000,3000.000,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,26000.000,14000.000,33000.000,3000.000,0.000,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,25000000.000,75024000.000,75063000.000,75106000.000,75157000.000,75207000.000,75259000.000,70724000.000,45998000.000,21829000.000,6837000.000,,,,
BankOverdrafts,4170000.000,4028000.000,5390000.000,4376000.000,5013000.000,3651000.000,4659000.000,2529000.000,3466000.000,5545000.000,4215000.000,6756000.000,3833000.000,2405000.000,6700000.000,,,,3200000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,6074000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,98317000.000,,,,,,,,,,
CapitalLeaseObligations,,0.000,0.000,744000.000,364000.000,266000.000,0.000,0.000,0.000,,0.000,0.000,,,0.000,,,,,
CapitalLeaseObligationsCurrent,,,,489000.000,364000.000,266000.000,0.000,0.000,0.000,0.000,,,,,,,,1136000.000,2237000.000,2190000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,,,,1281000.000,717000.000,425000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,,2477000.000,3037000.000,2663000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,,,2315000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,,,712000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,,,1433000.000,722000.000,722000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,,,,,60000.000,83000.000,48000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,,,,,,,,,2417000.000,2954000.000,2615000.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,332000.000,,1941000.000
CashAndCashEquivalentsAtCarryingValue,84641000.000,102625000.000,61022000.000,42919000.000,47068000.000,128687000.000,78256000.000,85700000.000,105974000.000,121708000.000,267281000.000,252555000.000,251488000.000,253765000.000,277077000.000,463395000.000,454208000.000,264060000.000,711225000.000,660903000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,,0.010,,,,0.010,,,,0.010,
CommonStockSharesAuthorized,100000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,,,500000000.000,,,,500000000.000,,,,500000000.000,
CommonStockSharesIssued,52941176.000,52941176.000,52920704.000,52987227.000,53069657.000,53384264.000,53492278.000,53733092.000,,,53902475.000,,,53386174.000,53390136.000,64007899.000,63581010.000,70615466.000,81028898.000,0.000
CommonStockSharesOutstanding,52941176.000,52921176.000,52920704.000,52987227.000,53069657.000,53384264.000,53492278.000,53733092.000,53847267.000,53847267.000,53902475.000,53374963.000,53374963.000,53386174.000,53390136.000,63481699.000,63581010.000,70615466.000,81028898.000,81069660.000
CommonStockValue,529000.000,529000.000,529000.000,529000.000,530000.000,533000.000,534000.000,536000.000,538000.000,538000.000,539000.000,540000.000,539000.000,539000.000,539000.000,639000.000,639000.000,708000.000,811000.000,812000.000
DebtInstrumentCarryingAmount,,260573000.000,255425000.000,265368000.000,261074000.000,372322000.000,371451000.000,370579000.000,369707000.000,368835000.000,,494194000.000,493365000.000,492535000.000,499275000.000,490873000.000,490041000.000,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,1696000.000,,,,1318000.000,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,190228000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,50075000.000,
DeferredRevenueCurrent,10393000.000,8081000.000,4855000.000,2938000.000,570000.000,,,,,26850000.000,26771000.000,26771000.000,26771000.000,14022000.000,15738000.000,7216000.000,4622000.000,9131000.000,13700000.000,18926000.000
DeferredRevenueNoncurrent,701000.000,899000.000,,,,,,,,69481000.000,64722000.000,59224000.000,55506000.000,64759000.000,59676000.000,66948000.000,67537000.000,66030000.000,58090000.000,66360000.000
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,,,,140153000.000,
DeferredTaxAssetsGrossNoncurrent,,,66126000.000,,,,62386000.000,,,,100944000.000,,,,107059000.000,,,,,
DeferredTaxAssetsInventory,,,1689000.000,,,,5863000.000,,,,5366000.000,,,,6425000.000,,,,4362000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,,,,,1314000.000,,,
DeferredTaxAssetsNetCurrent,24283000.000,20424000.000,10108000.000,10122000.000,10141000.000,9979000.000,17737000.000,18022000.000,18582000.000,20771000.000,22295000.000,23776000.000,21472000.000,8925000.000,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,1007000.000,,,,25042000.000,,,,39280000.000,,,,65022000.000,
DeferredTaxAssetsOther,,,6019000.000,,,,5502000.000,,,,8457000.000,,,,5373000.000,,,,5458000.000,
