,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,628000.000,1421000.000,2511000.000,1618000.000,1504000.000,1628000.000,2007000.000
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,,,,,4421000.000,5380000.000,6202000.000,257792000.000
AccruedLiabilitiesAndOtherLiabilities,,391000.000,355000.000,245000.000,387000.000,795000.000,600000.000,2398000.000,1634000.000,2603000.000,2595000.000,6393000.000,6543000.000,5762000.000,6466000.000
AccruedLiabilitiesCurrentAndNoncurrent,105000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-5033000.000,-1678000.000,3917000.000,1947000.000,6641000.000,9125000.000,2960000.000,6054000.000,-197000.000,7135000.000,11630000.000,11970000.000,-6393000.000,-4721000.000
AdditionalPaidInCapital,990.000,148078000.000,148145000.000,148183000.000,148221000.000,148258000.000,148258000.000,,,148332000.000,148370000.000,148407000.000,148432000.000,148457000.000,229320000.000
AdditionalPaidInCapitalCommonStock,,,,,,,,148258000.000,148295000.000,,,,,,
AdvancesFromFederalHomeLoanBanks,,,,,,,,,67350000.000,62250000.000,47250000.000,0.000,0.000,0.000,
Assets,14826.000,427398000.000,438210000.000,463598000.000,495663000.000,531926000.000,542737000.000,563996000.000,702185000.000,636340000.000,635192000.000,655401000.000,664806000.000,792878000.000,1317779000.000
AvailableForSaleSecurities,,286979000.000,308855000.000,337662000.000,375622000.000,416003000.000,429615000.000,433042000.000,580084000.000,508242000.000,508159000.000,522151000.000,533066000.000,671904000.000,1139056000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,9393000.000,4573000.000,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,268000.000,1613000.000,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,292012000.000,310533000.000,333745000.000,373676000.000,409362000.000,420490000.000,430082000.000,,,,,,,
Cash,14826.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,14826.000,10375000.000,12707000.000,14452000.000,13486000.000,12447000.000,13672000.000,15105000.000,12661000.000,10603000.000,10649000.000,9820000.000,12586000.000,15824000.000,75115000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,,,1335218.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,1000.000,7500000.000,7509543.000,7509543.000,7509543.000,7509543.000,7509543.000,7509543.000,7519038.000,7519038.000,7519038.000,7528503.000,7525348.000,7525348.000,12700348.000
CommonStockSharesOutstanding,1000.000,7500000.000,7509543.000,7509543.000,7509543.000,7509543.000,7509543.000,7509543.000,7519038.000,7519038.000,7519038.000,7528503.000,7525348.000,7525348.000,12700348.000
CommonStockValue,10.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,127000.000
DebtAndCapitalLeaseObligations,,261302000.000,269981000.000,293747000.000,329239000.000,362126000.000,373868000.000,395086000.000,534122000.000,472123000.000,469460000.000,478928000.000,488065000.000,617501000.000,789317000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,424000.000,203000.000,793000.000,787000.000,874000.000,0.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,146000.000,146000.000,216000.000,356000.000,203000.000,793000.000,787000.000,874000.000,,961000.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,146000.000,146000.000,216000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,252000.000,252000.000,213000.000,310000.000,312000.000,0.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,334000.000,334000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,154000.000,70000.000,,600000.000,,594000.000,839000.000,849000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DeferredTaxLiabilities,,,,,,,,,,,,,,-393000.000,
DeferredTaxLiabilitiesCurrent,,,,,,0.000,0.000,0.000,,,,,,,
DerivativeAssetFairValueGrossLiability,,,,5299000.000,,0.000,11000.000,12000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DerivativeAssets,,4613000.000,1648000.000,127000.000,481000.000,342000.000,81000.000,325000.000,191000.000,422000.000,73000.000,313000.000,173000.000,9121000.000,9540000.000
DerivativeAssetsLiabilitiesAtFairValueNet,,,-229000.000,,,,,,,,,,,,
DerivativeCollateralObligationToReturnCash,,,,,,89000.000,82000.000,82000.000,54000.000,84000.000,257000.000,645000.000,376000.000,0.000,0.000
DerivativeCollateralObligationToReturnSecurities,,,,127000.000,481000.000,342000.000,81000.000,325000.000,191000.000,422000.000,73000.000,313000.000,173000.000,9121000.000,9540000.000
DerivativeCollateralRightToReclaimCash,,,,5131000.000,6299000.000,6858000.000,10191000.000,10599000.000,13961000.000,8769000.000,11560000.000,14116000.000,14548000.000,21579000.000,7085000.000
DerivativeCollateralRightToReclaimSecurities,,,,290829000.000,324744000.000,359356000.000,370762000.000,377618000.000,436245000.000,381386000.000,396261000.000,452625000.000,458889000.000,573730000.000,766872000.000
DerivativeFairValueOfDerivativeAsset,,,,,,,,,,,,313000.000,173000.000,9121000.000,9540000.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,466741000.000,473437000.000,595309000.000,773957000.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DerivativeLiabilities,,592000.000,1877000.000,2213000.000,1804000.000,4088000.000,7085000.000,3831000.000,9479000.000,4595000.000,9447000.000,10666000.000,7228000.000,694000.000,640000.000
DerivativeLiabilityFairValueGrossAsset,,,,5299000.000,,0.000,11000.000,12000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,132309.000,,,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,3375000.000,3755000.000,3830000.000,3830000.000,3830000.000,3830000.000,3680000.000,3684000.000,3684000.000,3684000.000,3689000.000,3687000.000,4816000.000,3687000.000
DueToAffiliateCurrentAndNoncurrent,,616000.000,685000.000,809000.000,530000.000,769000.000,749000.000,867000.000,785000.000,998000.000,1049000.000,1132000.000,1410000.000,1894000.000,2337000.000
DueToRelatedPartiesCurrentAndNoncurrent,41135.000,,,,,,,,,,,,,,
EquityMethodInvestments,,110306000.000,107887000.000,102422000.000,96022000.000,91322000.000,84561000.000,,,97803000.000,92604000.000,97342000.000,92932000.000,61263000.000,76698000.000
FederalHomeLoanBankAdvancesWeightedAverageInterestRate,,,,,,,,,0.005,0.005,0.006,,,,
FederalHomeLoanBankStock,,,,,,,,,3031000.000,3261000.000,3261000.000,3261000.000,3261000.000,0.000,
InterestReceivable,,,,,,,,,1741000.000,1497000.000,1496000.000,1497000.000,1562000.000,2069000.000,2741000.000
InvestmentOwnedUnderlyingFaceAmountAtMarketValue,,,303881000.000,342249000.000,406335000.000,437544000.000,452358000.000,472361000.000,,,,,,,
Investments,,397285000.000,416742000.000,440084000.000,471644000.000,507325000.000,514176000.000,525608000.000,665637000.000,606045000.000,600763000.000,619493000.000,625998000.000,733167000.000,1215754000.000
Liabilities,146135.000,266276000.000,276653000.000,300844000.000,335790000.000,371608000.000,386132000.000,405862000.000,549704000.000,484003000.000,486235000.000,505229000.000,512313000.000,636869000.000,1060239000.000
LiabilitiesAndStockholdersEquity,14826.000,427398000.000,438210000.000,463598000.000,495663000.000,531926000.000,542737000.000,563996000.000,702185000.000,636340000.000,635192000.000,655401000.000,664806000.000,792878000.000,1317779000.000
MinorityInterest,,307000.000,345000.000,391000.000,484000.000,545000.000,590000.000,760000.000,784000.000,994000.000,991000.000,1076000.000,1278000.000,1777000.000,2230000.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,0.005,0.005,,,,,,,,,,,,
NotesPayable,,,,,,,,10700000.000,26045000.000,24313000.000,23836000.000,22853000.000,21856000.000,22886000.000,16000000.000
OtherAssets,,30113000.000,21468000.000,23514000.000,24019000.000,24601000.000,28561000.000,38388000.000,36548000.000,30295000.000,34429000.000,35908000.000,38808000.000,59711000.000,102025000.000
OtherLiabilities,,4974000.000,6672000.000,7097000.000,6551000.000,9482000.000,12264000.000,10776000.000,15582000.000,11880000.000,16775000.000,26301000.000,24248000.000,19368000.000,270922000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PurchaseObligation,,,,,,,,,,,,,,0.000,257800000.000
RealEstateInvestments,,,,,,,,92566000.000,85553000.000,,,,,,
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,,,0.000,0.000,0.000,0.000
RestrictedCashAndCashEquivalents,,3744000.000,3139000.000,5131000.000,6299000.000,6947000.000,10273000.000,11084000.000,15110000.000,9942000.000,12906000.000,15851000.000,16014000.000,22469000.000,7085000.000
RetainedEarningsAccumulatedDeficit,,17695000.000,14670000.000,10188000.000,9146000.000,4799000.000,-1443000.000,6081000.000,-2727000.000,3133000.000,-7614000.000,-11016000.000,-9262000.000,12093000.000,30584000.000
SecuritiesSoldUnderAgreementsToRepurchase,,,,,,,,,440727000.000,385560000.000,398374000.000,456075000.000,466209000.000,594615000.000,773317000.000
SecuritiesSoldUnderAgreementsToRepurchaseFairValueOfCollateral,,,,,,383500000.000,,,,,,,,,
SecuritiesSoldUnderAgreementsToRepurchaseGross,,,,,,,,,440727000.000,385560000.000,398374000.000,456075000.000,466209000.000,594615000.000,773317000.000
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,,,,,,0.000,,,,,,,,,
StockholdersEquity,-131309.000,160815000.000,161212000.000,162363000.000,159389000.000,159773000.000,156015000.000,157374000.000,151697000.000,151343000.000,147966000.000,149096000.000,151215000.000,154232000.000,255310000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-131309.000,161122000.000,161557000.000,162754000.000,159873000.000,160318000.000,156605000.000,158134000.000,152481000.000,152337000.000,148957000.000,150172000.000,152493000.000,156009000.000,257540000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
