,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,83.000,81.000,,12435.000,18159.000,21800.000,27568.000
AccruedLiabilitiesCurrent,,,,,1072.000,2589.000,
AdditionalPaidInCapital,-7500.000,-7500.000,392460.000,459953.000,482723.000,562485.000,823971.000
Assets,0.000,0.000,187621.000,75299.000,65074.000,65000.000,65000.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,147621.000,35299.000,74.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,1.500
CommonStockSharesAuthorized,425000000.000,425000000.000,425000000.000,425000000.000,425000000.000,425000000.000,
CommonStockSharesIssued,112500000.000,112500000.000,112900000.000,112967500.000,112990500.000,113043526.000,7000.000
CommonStockSharesOutstanding,,112500000.000,112900000.000,112967500.000,112990500.000,113043526.000,
CommonStockValue,11250.000,11250.000,11290.000,11297.000,11527.000,11304.000,11309.000
ConvertibleDebtCurrent,,,,,75000.000,75000.000,
DebtInstrumentConvertibleConversionPrice1,,,,1.000,,,
DepositAssets,,,40000.000,40000.000,65000.000,65000.000,65000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,3833.000,3831.000,216129.000,408386.000,523407.000,609625.000,-872848.000
Liabilities,,,,,,,102568.000
LiabilitiesAndStockholdersEquity,0.000,0.000,187621.000,75299.000,65074.000,65000.000,65000.000
LiabilitiesCurrent,83.000,81.000,,12435.000,94231.000,100836.000,
NotesPayableCurrent,,,,,,,75000.000
OtherLiabilitiesCurrent,,,,,,1447.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockValue,,,,,,,0.000
SaleOfStockPricePerShare,,,,1.000,,,
StockholdersEquity,-83.000,-81.000,187621.000,62864.000,-29157.000,-35836.000,-37568.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-37568.000
