,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,52763.000,,,,104062.000,
AccountsPayableCurrent,,,,,,63263.000,74763.000,96788.000,,107675.000
AccountsPayableRelatedPartiesCurrent,,,,,67500.000,95000.000,128359.000,150000.000,177500.000,205000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1833.000,2833.000,3833.000,4833.000,3047.000,5136.000,1806.000,2349.000,2208.000,3258.000
AdditionalPaidInCapital,48700.000,47750.000,47750.000,47750.000,69385.000,69385.000,36528.000,36528.000,36528.000,60368.000
Assets,45292.000,26217.000,16266.000,55389.000,85637.000,84009.000,89659.000,63500.000,51428.000,68471.000
AssetsCurrent,27125.000,9050.000,99.000,40222.000,46899.000,47360.000,80606.000,54990.000,48636.000,42729.000
AssetsFairValueDisclosure,,0.000,0.000,0.000,,,,,,
AssetsNet,,,,,41785.000,41785.000,,,5000.000,
Cash,27125.000,9050.000,99.000,40222.000,46899.000,47360.000,80606.000,54990.000,48636.000,42729.000
CashEquivalentsAtCarryingValue,,0.000,0.000,0.000,,0.000,0.000,0.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,37800000.000,37750000.000,37750000.000,37750000.000,38000000.000,38000000.000,37750000.000,37750000.000,37750000.000,37910000.000
CommonStockSharesOutstanding,,,,,38000000.000,38000000.000,37750000.000,37750000.000,37750000.000,37910000.000
CommonStockSharesSubscriptions,0.000,,,,,,,,,
CommonStockValue,37800.000,37750.000,37750.000,37750.000,38000.000,38000.000,37750.000,37750.000,37750.000,37910.000
DeferredTaxAssetsNet,,,,,109000.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,119100.000,
DeferredTaxAssetsOther,,,,,,,,,6150.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,7200.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,48000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,,,26625.000,
DeferredTaxAssetsValuationAllowance,,,,,109000.000,,,,159075.000,
DepositLiabilityCurrent,,,,,14500.000,14500.000,14500.000,14500.000,14500.000,14500.000
DueToRelatedPartiesCurrent,300000.000,300000.000,300000.000,300000.000,450000.000,,,,450000.000,
FairValueNetAssetLiability,,,,,0.000,0.000,0.000,0.000,0.000,0.000
InterestPayableCurrent,740.000,11157.000,22376.000,34047.000,44300.000,55889.000,66831.000,78173.000,89300.000,100550.000
Liabilities,375740.000,461157.000,481376.000,570508.000,706901.000,760798.000,862365.000,915329.000,969353.000,1017465.000
LiabilitiesAndStockholdersEquity,45292.000,26217.000,16266.000,55389.000,85637.000,84009.000,89659.000,63500.000,51428.000,68471.000
LiabilitiesCurrent,375740.000,461157.000,481376.000,570508.000,706901.000,760798.000,862365.000,915329.000,969353.000,1017465.000
LiabilitiesFairValueDisclosure,,0.000,0.000,0.000,,,,,,
LinesOfCreditCurrent,75000.000,150000.000,159000.000,236461.000,75835.000,79335.000,123860.000,119669.000,125560.000,129260.000
NotesAndLoansPayableCurrent,,,,,,450000.000,450000.000,450000.000,,450000.000
OperatingLossCarryforwards,,,,,681000.000,,,,794000.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,20000.000,20000.000,20000.000,20000.000,41785.000,,10859.000,10859.000,5000.000,29000.000
PropertyPlantAndEquipmentNet,18167.000,17167.000,16167.000,15167.000,38738.000,36649.000,9053.000,8510.000,2792.000,25742.000
RetainedEarningsAccumulatedDeficit,-416948.000,-520440.000,-550610.000,-600619.000,-728649.000,-784174.000,-846984.000,-926107.000,-992203.000,-1047272.000
StockholdersEquity,-330448.000,-434940.000,-465110.000,-515119.000,-621264.000,-676789.000,-772706.000,-851829.000,-917925.000,-948994.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-330448.000,-434940.000,-465110.000,-515119.000,-621264.000,-676789.000,-772706.000,-851829.000,-917925.000,-948994.000
