,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentForAmortization,,,,,117048.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,976505.000
AdjustmentsToAdditionalPaidInCapitalOther,79000.000,79000.000,79000.000,79000.000,79000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,60000.000,45000.000,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,147096.000,182114.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,160759.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,60000.000,174365.000,184973.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,209576.000,114757.000
AdvertisingExpense,,,,,82092.000
AllocatedShareBasedCompensationExpense,,,,0.000,
AmortizationOfDebtDiscountPremium,14589.000,0.000,,37993.000,
AmortizationOfDeferredCharges,,,,,50000.000
AmortizationOfFinancingCosts,,,,,815905.000
AmortizationOfFinancingCostsAndDiscounts,,,,,97179.000
AmortizationOfIntangibleAssets,,,,436471.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,41760619.000,,57838464.000,5082132.000
AssetImpairmentCharges,,,,,0.000
CapitalLeaseObligationsIncurred,,,,35098.000,0.000
CapitalizedComputerSoftwareAmortization,,-436480.000,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,834163.000,-899873.000,239607.000,173408.000,7707851.000
CostOfGoodsSoldDirectMaterials,1431073.000,1602869.000,2556737.000,2571359.000,2417761.000
CostOfRevenue,2032553.000,2342155.000,3468840.000,3644495.000,3845688.000
CostOfServicesAmortization,139672.000,,,,
CostOfServicesLicensesAndServices,165000.000,302806.000,912103.000,1073136.000,1427927.000
CurrentFederalTaxExpenseBenefit,,-1212400.000,-1529500.000,,
DebtConversionConvertedInstrumentSharesIssued1,,,191000.000,,
DebtConversionOriginalDebtAmount1,52246.000,241444.000,19100.000,,3570879.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,662912.000
DebtInstrumentIncreaseAccruedInterest,,17461.000,,,
DebtInstrumentIncreaseDecreaseForPeriodNet,,,,,526315.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,120000.000,,
Depreciation,,,35935.000,47393.000,53221.000
DepreciationAndAmortization,42131.000,36132.000,,,
DepreciationDepletionAndAmortization,181803.000,472612.000,472400.000,483864.000,53221.000
DividendsPreferredStock,104999.000,,,,
DividendsPreferredStockPaidinkind,,,,27020.000,0.000
EarningsPerShareBasicAndDiluted,-0.020,-0.030,-0.020,-0.020,-1.430
FairValueAdjustmentOfWarrants,,,,,19164.000
GainLossOnDispositionOfAssets,,-5535.000,,,
GainLossOnDispositionOfAssets1,,,1791.000,1516.000,-1780.000
GainLossRelatedToLitigationSettlement,100000.000,0.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,-397555.000
GainsLossesOnRestructuringOfDebt,,,,,397555.000
GainsLossesOnSalesOfAssets,9426.000,,1791.000,,
GeneralAndAdministrativeExpense,,1270496.000,1396909.000,2960262.000,2471896.000
GrossProfit,516763.000,882803.000,1256777.000,2265833.000,2287724.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,296808.000,0.000,,,
ImpairmentOfIntangibleAssetsFinitelived,,0.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2614267.000,-4182642.000,-3614856.000,-4223467.000,-6414230.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1105000.000,1166200.000,922700.000,1562800.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,-1471700.000,-2211800.000
IncomeTaxReconciliationNondeductibleExpenseOther,,21200.000,15300.000,357000.000,215600.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,59300.000,123100.000,121300.000,70900.000
IncomeTaxReconciliationOtherReconcilingItems,,26900.000,224900.000,70700.000,362500.000
IncomeTaxesPaid,4978.000,7339.000,7449.000,9649.000,10922.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-83596.000,726788.000,193852.000,-335616.000,1196271.000
IncreaseDecreaseInAccountsReceivable,42020.000,28358.000,21738.000,276789.000,85503.000
IncreaseDecreaseInDeferredCharges,4208.000,0.000,,50000.000,-50000.000
IncreaseDecreaseInDeferredRevenue,481299.000,249200.000,2094365.000,-261586.000,-549470.000
IncreaseDecreaseInInventories,,323638.000,20513.000,-111856.000,258618.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-38074.000,67737.000,57146.000,-187180.000
IncreaseDecreaseInPrepaidExpense,12061.000,,,,
InterestExpense,39509.000,25398.000,29033.000,177293.000,1203183.000
InterestPaid,3735.000,33083.000,17860.000,62683.000,201861.000
InvestmentIncomeInterest,500.000,23.000,7.000,9700.000,28541.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000,209576.000,0.000
LaborAndRelatedExpense,2289419.000,,,,
LeaseAndRentalExpense,77675.000,,,,126571.000
LicenseAndServicesRevenue,1204530.000,1561469.000,1780790.000,2662237.000,3312977.000
NetCashProvidedByUsedInFinancingActivities,2278962.000,1831276.000,878596.000,3123011.000,11080068.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2278962.000,1831276.000,878596.000,3123011.000,11080068.000
NetCashProvidedByUsedInInvestingActivities,29943.000,-31700.000,-11944.000,-48733.000,-17319.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,29943.000,-31700.000,-11944.000,-48733.000,-17319.000
NetCashProvidedByUsedInOperatingActivities,-1474742.000,-2699449.000,-627045.000,-2900870.000,-3354898.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1474742.000,-2699449.000,-627045.000,-2900870.000,-3354898.000
NetIncomeLoss,-2614267.000,-4182642.000,-3614856.000,-4223467.000,-6414230.000
NetIncomeLossAvailableToCommonStockholdersBasic,-2833250.000,-4287930.000,-3839856.000,-4328467.000,-6505422.000
NonoperatingIncomeExpense,70417.000,-30910.000,-27235.000,-167593.000,-2388102.000
OperatingExpenses,3201447.000,5034535.000,4844398.000,6321707.000,6313852.000
OperatingIncomeLoss,-2684684.000,-4151732.000,-3587621.000,-4055874.000,-4026128.000
OtherCostAndExpenseOperating,337228.000,,,,
OtherGeneralAndAdministrativeExpense,454994.000,,,,
OtherNoncashExpense,60000.000,60000.000,45000.000,1050000.000,0.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,176961.000,,15854.000,0.000
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,79000.000,,,49503.000,0.000
PaymentsOfDebtIssuanceCosts,,,,,-736138.000
PaymentsOfDividends,,,,,638055.000
PaymentsToAcquirePropertyPlantAndEquipment,30057.000,31700.000,119744.000,51233.000,21319.000
PreferredStockAccretionOfRedemptionDiscount,,,,71307.000,52500.000
PreferredStockDividendsIncomeStatementImpact,104999.000,86492.000,105000.000,33693.000,38692.000
ProceedsFromContributedCapital,,,79000.000,,
ProceedsFromConvertibleDebt,612731.000,0.000,260000.000,0.000,526315.000
ProceedsFromIssuanceOfCommonStock,165000.000,7000.000,346930.000,2084115.000,0.000
ProceedsFromIssuanceOfLongTermDebt,,,,405000.000,0.000
ProceedsFromIssuanceOfPrivatePlacement,,,,,1596753.000
ProceedsFromIssuanceOrSaleOfEquity,1602312.000,1805685.000,,2084115.000,0.000
ProceedsFromNotesPayable,,120000.000,570621.000,285000.000,600000.000
ProceedsFromOtherDebt,,,,475000.000,0.000
ProceedsFromOtherEquity,60000.000,0.000,1500.000,40500.000,9311870.000
ProceedsFromRepurchaseOfEquity,,,,,375000.000
ProceedsFromSaleOfProductiveAssets,,,107800.000,2500.000,4000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,60000.000,0.000,,,
ProceedsFromWarrantExercises,,,,44000.000,153756.000
ProvisionForDoubtfulAccounts,,11426.000,30000.000,185864.000,-114389.000
