,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-11-30,2014-02-28,2014-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,40352.000,42021.000,31611.000,48281.000,52290.000,36362.000,33485.000,56102.000
AccountsPayableCurrent,,35838.000,,,,,,,,
AccountsReceivableNetCurrent,,,,25000.000,25000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,19887.000,23026.000,32444.000,,
AdditionalPaidInCapital,2449455.000,2493455.000,2557455.000,2787574.000,3017001.000,3048205.000,2914621.000,3710954.000,3728296.000,4143671.000
Assets,592650.000,280739.000,225980.000,211345.000,187370.000,96913.000,80652.000,9560.000,4349.000,997.000
AssetsCurrent,482567.000,177723.000,130032.000,122465.000,105557.000,22168.000,12975.000,4332.000,4349.000,997.000
Cash,,174923.000,122780.000,88606.000,72596.000,18131.000,10049.000,2800.000,1870.000,598.000
CashAndCashEquivalentsAtCarryingValue,473631.000,174923.000,122780.000,88606.000,72596.000,18131.000,10049.000,2800.000,1870.000,598.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1000000000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,198839513.000,199839513.000,201839513.000,209696656.000,264935189000000.000,428333637.000,766633114.000,108591412.000,164079458.000,172263131.000
CommonStockSharesOutstanding,,199839513.000,201839513.000,209696656.000,264935189000000.000,428333637.000,766633114.000,108591412.000,164079458.000,172263131.000
CommonStockValue,198840.000,199840.000,201840.000,209697.000,264936.000,428334.000,766633.000,108591.000,164079.000,172263.000
CommonStockholdersEquity,,203358.000,,,,,,,,
ConvertibleNotesPayable,,,85000.000,222343.000,208636.000,132581.000,62942.000,115693.000,27300.000,
ConvertibleNotesPayableCurrent,,,,,47500.000,,74600.000,,111679.000,115445.000
CumulativeEarningsDeficit,,,,,3509188.000,3742820.000,,4370509.000,4574075.000,4969792.000
DebtInstrumentFaceAmount,,,,,81677.000,42500.000,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,0.080,,,0.080,,
DebtInstrumentUnamortizedDiscount,,,,,14864.000,,3158.000,0.000,10516.000,7740.000
DeferredTaxAssetsGross,,,,,,,,622268.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,491907.000,,,,
DeferredTaxAssetsNet,,,,,,-491907.000,,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,1447000.000,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,-622268.000,,
DerivativeFairValueOfDerivativeNet,,,,,,54062.000,27488.000,90699.000,175115.000,483293.000
DerivativeInstrumentsAndHedgesLiabilities,,,,,212007.000,,,,,
DerivativeLiabilities,,,,,82207.000,54062.000,27488.000,90699.000,,
DerivativeLiabilitiesCurrent,,,,,82207.000,,,,175115.000,483293.000
DueToOfficersOrStockholdersCurrent,,,,,,50828.000,,,,0.000
DueToRelatedPartiesCurrent,161493.000,41543.000,57093.000,58652.000,92152.000,128255.000,176255.000,317755.000,365755.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,21605.000,25534.000,0.000,,
IntangibleAssetsNetExcludingGoodwill,76601.000,72673.000,68744.000,64816.000,60888.000,56960.000,53031.000,,37672.000,37672.000
InterestPayableCurrentAndNoncurrent,,,,,,,5084.000,,,
Liabilities,171669.000,77381.000,,,,363179.000,,560509.000,,
LiabilitiesAndStockholdersEquity,420981.000,280739.000,225980.000,211345.000,187370.000,96913.000,80652.000,9560.000,4349.000,997.000
LiabilitiesCurrent,171669.000,77381.000,182445.000,323016.000,414606.000,363179.000,318975.000,560509.000,686034.000,654840.000
NotesPayableFairValueDisclosure,,,,,,,,,,309807.000
OperatingLossCarryforwards,,,,,,2160221.000,,,,
OtherAssetsCurrent,,2800.000,7252.000,8859.000,7961.000,4037.000,2926.000,1532.000,2479.000,399.000
PreferredStockParOrStatedValuePerShare,,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,,1000000000000000.000,100000000.000,1000000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,,,,,150000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000
PreferredStockSharesOutstanding,,,,,1500000000000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000
PreferredStockValue,,,,,15.000,15.000,15.000,15.000,15.000,15.000
PrepaidExpenseCurrent,8936.000,,,,,,,,,
PropertyPlantAndEquipmentNet,33482.000,30343.000,27204.000,24064.000,20925.000,17785.000,14646.000,5228.000,,
RetainedEarningsAccumulatedDeficit,-2227314.000,-2489937.000,-2715760.000,-3108942.000,-3509188.000,-3742820.000,-3919592.000,-4370509.000,-4574075.000,-4969792.000
SaleOfStockPricePerShare,,,,,,0.000,0.000,,0.000,
ShortTermNonBankLoansAndNotesPayable,10176.000,,,,,,,,,
StockholdersEquity,592650.000,,43535.000,-111671.000,-227236.000,-266266.000,-238323.000,-550949.000,-681685.000,-653843.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,249312.000,203358.000,,,,-266266.000,,-550949.000,,
WarrantsNotSettleableInCashFairValueDisclosure,,,,,,86100.000,,,,
