,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,2338540.000,2432991.000,3201404.000,3310445.000,3290553.000
AccumulatedAmortizationDeferredFinanceCosts,14806800.000,14924345.000,,,
AdditionalPaidInCapitalCommonStock,31245783.000,31245783.000,31918260.000,32055760.000,32055760.000
Assets,46343074.000,68093785.000,69204166.000,70095649.000,71631338.000
AssetsCurrent,10948032.000,5712409.000,1976887.000,1269966.000,976532.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,20333.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,1263.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,1263.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,13919.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,21811.000,,
CashAndCashEquivalentsAtCarryingValue,9188434.000,420565.000,823155.000,17902.000,587986.000
CashUninsuredAmount,8927434.000,154033.000,560731.000,,
ClassOfWarrantOrRightOutstanding,0.000,0.000,0.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,9084056.000,9084056.000,9108056.000,9108056.000,9108056.000
CommonStockSharesOutstanding,9084056.000,9084056.000,9108056.000,9108056.000,9108056.000
CommonStockValue,9084.000,9084.000,9108.000,9108.000,9108.000
DebtInstrumentCarryingAmount,,,,20272626.000,20471947.000
DeferredFinanceCostsNoncurrentNet,625860.000,1095925.000,,,
DeferredTaxAssetsGross,,,11748106.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,9574039.000,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,25047193.000,,
DeferredTaxAssetsOther,,,109996.000,,
DeferredTaxAssetsValuationAllowance,,,11748106.000,,
DepositsAssetsCurrent,342000.000,33573.000,,,
DepositsAssetsNoncurrent,,,46935.000,46935.000,46935.000
DueToRelatedPartiesCurrent,4876355.000,4965755.000,5196296.000,5384173.000,5474824.000
InventoryHomesUnderConstruction,5601949.000,5614391.000,5631006.000,5642128.000,5475446.000
InventoryOperativeBuilders,34769182.000,61285451.000,63844856.000,66128748.000,67459725.000
InventoryRealEstateImprovements,13118749.000,14137020.000,15356590.000,16407258.000,16454632.000
InventoryRealEstateLandAndLandDevelopmentCosts,6019751.000,30284277.000,30304277.000,30304277.000,30304277.000
Liabilities,50989273.000,73545826.000,75791067.000,78062122.000,82051680.000
LiabilitiesAndStockholdersEquity,46343074.000,68093785.000,69204166.000,70095649.000,71631338.000
LiabilitiesCurrent,33399903.000,40458270.000,55130116.000,56224447.000,57502572.000
LiabilitiesNoncurrent,,,20660951.000,21837675.000,24549108.000
LiabilityForUncertainTaxPositionsNoncurrent,0.000,0.000,0.000,0.000,
LitigationReserveCurrent,0.000,,,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,,,7622377.000,,
LongTermDebtNoncurrent,,20270666.000,7622377.000,8639832.000,10624181.000
LongTermNotesPayable,5427518.000,,,,
OtherAssetsNoncurrent,,,1335488.000,650000.000,1148146.000
OtherLiabilitiesCurrent,559408.000,652726.000,636597.000,1085603.000,2093648.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,,,,
PrepaidExpenseAndOtherAssets,,,,,70654806.000
PrepaidExpenseCurrent,1332598.000,3173271.000,1068732.000,1167064.000,303546.000
RealEstateInventoryCapitalizedInterestCosts,6630452.000,7703252.000,8902594.000,10065387.000,11466713.000
RestrictedCashAndCashEquivalentsAtCarryingValue,85000.000,2085000.000,85000.000,85000.000,85000.000
RestrictedCashAndCashEquivalentsNoncurrent,,,2000000.000,2000000.000,2000000.000
RetainedEarningsAccumulatedDeficit,-35901066.000,-36706908.000,-38514269.000,-40031341.000,-42485210.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,0.000,0.000,0.000,,
ShortTermBorrowings,,6781198.000,19924219.000,20961519.000,20742010.000
StockholdersEquity,-4646199.000,-5452041.000,-6586901.000,-7966473.000,-10420342.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4646199.000,-5452041.000,-6586901.000,-7966473.000,-10420342.000
