,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AllocatedShareBasedCompensationExpense,,0.000,0.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,10962794.000,10962794.000
CashAndCashEquivalentsPeriodIncreaseDecrease,205000.000,447000.000,752125.000,-139403.000
CostsIncurredDevelopmentCosts,,2947000.000,0.000,
CurrentIncomeTaxExpenseBenefit,0.000,,,
DepreciationAndAmortization,11000.000,4000.000,15343.000,58096.000
EarningsPerShareBasicAndDiluted,-0.080,-0.210,-0.030,-0.050
GainLossOnDispositionOfProperty,0.000,,,
GainLossOnSaleOfPropertyPlantEquipment,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,0.000,,,
IncomeTaxExpenseBenefit,,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2365000.000,-176000.000,217021.000,807137.000
IncreaseDecreaseInAccruedSalaries,,687000.000,0.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,169000.000,4600000.000,725394.000,752797.000
IncreaseDecreaseInOtherAccruedLiabilities,,0.000,0.000,0.000
IncreaseDecreaseInOtherOperatingAssets,-799000.000,-967000.000,-196745.000,-304247.000
InterestExpense,517000.000,949000.000,725395.000,752797.000
InterestPaid,517000.000,294000.000,0.000,0.000
InvestmentIncomeInterest,0.000,0.000,3.000,2.000
LeaseAndRentalExpense,,,100000.000,100000.000
NetCashProvidedByUsedInFinancingActivities,7500000.000,4033000.000,605346.000,1250566.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7500000.000,4033000.000,605346.000,1250566.000
NetCashProvidedByUsedInInvestingActivities,-3764000.000,-1670000.000,-316034.000,-35747.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3764000.000,-1670000.000,-316034.000,-35747.000
NetCashProvidedByUsedInOperatingActivities,-3531000.000,-1916000.000,-1041437.000,-1354222.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3531000.000,-1916000.000,-1041437.000,-1354222.000
NetIncomeLoss,-5277000.000,-13897000.000,-1802450.000,-3276499.000
OperatingExpenses,4760000.000,8829000.000,1077058.000,2523704.000
OperatingIncomeLoss,-4760000.000,-8829000.000,-1077058.000,-2523704.000
OtherExpenses,,,0.000,0.000
OtherNonoperatingExpense,0.000,,,
OtherOperatingIncomeExpenseNet,,-4119000.000,,
PaymentsOfDebtRestructuringCosts,0.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,10000.000,2000.000,316034.000,35747.000
ProceedsFromContributedCapital,,,,1250566.000
ProceedsFromIssuanceOfPrivatePlacement,450000.000,0.000,0.000,1250566.000
ProceedsFromRelatedPartyDebt,7050000.000,4033000.000,0.000,0.000
ProceedsFromWarrantExercises,0.000,,,
ProfitLoss,-5277000.000,,-1802450.000,-3276499.000
RealEstateTaxExpense,231000.000,313000.000,0.000,
Revenues,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000
SellingGeneralAndAdministrativeExpense,4518000.000,3626000.000,1061715.000,2465608.000
ShareBasedCompensation,0.000,0.000,0.000,
StockIssuedDuringPeriodValueNewIssues,450000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,65076161.000,65076162.000,65076162.000
