,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,2491000.000,,,,,,
AdvertisingRevenue,36882000.000,37910000.000,36338000.000,50225000.000,49630000.000,72900000.000,51276000.000,53530000.000,55468000.000
AllocatedShareBasedCompensationExpense,2543000.000,2331000.000,1958000.000,1511000.000,1471000.000,811000.000,,,
AmortizationOfFinancingCosts,,,,,,,157000.000,,
AmortizationOfIntangibleAssets,546000.000,545000.000,1219000.000,1709000.000,1695000.000,1507000.000,1518000.000,,1541000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,7311754.000,2496032.000,7084312.000,-10009145.000,6964441.000,7824091.000,7924823.000
BusinessCombinationAcquisitionRelatedCosts,,,169000.000,17000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2199000.000,,,,9596000.000,,
CostOfRevenue,10961000.000,11006000.000,14076000.000,13926000.000,15637000.000,23284000.000,19066000.000,16726000.000,15844000.000
CurrentIncomeTaxExpenseBenefit,,,,5534000.000,,,,,
DeferredIncomeTaxExpenseBenefit,,,241000.000,,,,504000.000,,
DepreciationDepletionAndAmortization,,,4662000.000,,,,5345000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,0.000,0.000,,,,,,,
DividendsPreferredStockCash,8079000.000,,,,,,,,
EarningsPerShareBasic,,,,0.050,,,,-0.270,
EarningsPerShareBasicAndDiluted,-0.290,0.000,-0.260,,-0.400,,-0.490,-0.270,-0.170
EarningsPerShareDiluted,,,,0.050,,,,-0.270,
FairValueAssumptionsRiskFreeInterestRate,,,0.017,,,,,,
FairValueAssumptionsWeightedAverageExpectedDividend,,,0.000,,,,,,
FairValueAssumptionsWeightedAverageVolatilityRate,,,0.443,,,,,,
GeneralAndAdministrativeExpense,7126000.000,7504000.000,9804000.000,10065000.000,10010000.000,9608000.000,12650000.000,12548000.000,11718000.000
GoodwillPeriodIncreaseDecrease,,,,,,,-172000.000,,
IncomeLossFromContinuingOperations,-595000.000,-150000.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-246000.000,215000.000,-8986000.000,-3840000.000,-5456000.000,7946000.000,-15485000.000,-8323000.000,-5238000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.290,0.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,0.050,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,0.050,,,,,
IncomeTaxExpenseBenefit,349000.000,365000.000,-918000.000,-5534000.000,7262000.000,494000.000,620000.000,628000.000,542000.000
IncomeTaxesPaid,,,10000.000,,,,131000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9322000.000,,,,-2133000.000,,
IncreaseDecreaseInAccountsReceivable,,,14802000.000,,,,-23547000.000,,
IncreaseDecreaseInDeferredRevenue,,,1884000.000,,,,1381000.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,32000.000,,,,12000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,17000.000,,,,-6371000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-3641000.000,,,,3120000.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,37320.000,,,,,
InterestIncomeExpenseNet,-585000.000,-500000.000,-953000.000,-1426000.000,-1429000.000,,,,
InterestIncomeExpenseNonoperatingNet,,,,,,,-1701000.000,-1569000.000,-1648000.000
InterestPaid,,,1253000.000,,,,1523000.000,,
NetCashProvidedByUsedInFinancingActivities,,,22308000.000,,,,11199000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,22308000.000,,,,11199000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-27712000.000,,,,-9887000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-27712000.000,,,,-9887000.000,,
NetCashProvidedByUsedInOperatingActivities,,,3205000.000,,,,8284000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,3205000.000,,,,8284000.000,,
NetIncomeLoss,-595000.000,-150000.000,-8068000.000,1694000.000,-12718000.000,7452000.000,-16105000.000,-8951000.000,-5780000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-8674000.000,,,,,,,,
NumberOfReportableSegments,,,1.000,,,,,,
OperatingExpenses,41108000.000,41609000.000,49207000.000,57219000.000,58341000.000,72324000.000,68962000.000,64407000.000,62985000.000
OperatingIncomeLoss,339000.000,715000.000,-8033000.000,-2414000.000,-4027000.000,9374000.000,-13784000.000,-6754000.000,-3590000.000
PaymentsForOtherDeposits,,,-40000.000,,,,-181000.000,,
PaymentsOfFinancingCosts,,,722000.000,722000.000,,,355000.000,,220000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,1639000.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,5000000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,5068000.000,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,,,,390000.000
ProceedsFromStockOptionsExercised,983000.000,745000.000,460000.000,1309000.000,112000.000,752000.000,,104000.000,
PropertyPlantAndEquipmentAdditions,,,-3005000.000,,,,,,
RepaymentsOfDebtAndCapitalLeaseObligations,,,-180000.000,,,,113000.000,,
RestrictedStockExpense,,,,,,,4527000.000,1930000.000,2120000.000
Revenues,41447000.000,42324000.000,41174000.000,54805000.000,54314000.000,81698000.000,55178000.000,57653000.000,59395000.000
SalesRevenueNet,41447000.000,42324000.000,41174000.000,54805000.000,54314000.000,81698000.000,55178000.000,57653000.000,59395000.000
SalesRevenueServicesNet,4565000.000,4414000.000,4836000.000,4580000.000,4684000.000,8798000.000,3902000.000,4123000.000,3927000.000
SellingAndMarketingExpense,13069000.000,13014000.000,12725000.000,21041000.000,18531000.000,22464000.000,21070000.000,20399000.000,20410000.000
