,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
BusinessCombinationAcquisitionRelatedCosts,4600000.000,,,,4600000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,67215.000,,,,20005.000,,
EarningsPerShareBasicAndDiluted,-0.060,-0.130,-0.030,-0.010,-0.070,-0.040,-0.060
GeneralAndAdministrativeExpense,-75578.000,87577.000,59290.000,259144.000,18544.000,41725.000,128542.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-12656.000,,,,50496.000,,
IncreaseDecreaseInPrepaidExpense,131368.000,,,,-9000.000,,
InterestIncomeOther,25129.000,5027.000,,,69423.000,,20040.000
LeaseAndRentalExpense,1500.000,,,,,,
MarketableSecuritiesUnrealizedGainLoss,,,,,,-3177.000,24761.000
NetCashProvidedByUsedInFinancingActivities,144927059.000,,,,229800.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,144927059.000,,,,229800.000,,
NetCashProvidedByUsedInInvestingActivities,-144468755.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-144468755.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-391089.000,,,,-209795.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-391089.000,,,,-209795.000,,
NetIncomeLoss,-221936.000,-595916.000,-163733.000,-110041.000,-322940.000,-196746.000,-307780.000
OperatingIncomeLoss,247065.000,-600943.000,-163733.000,-687152.000,-392363.000,-193569.000,-352581.000
PaymentsForRent,,,,,,30000.000,30000.000
PaymentsToAcquireRestrictedCertificatesOfDeposit,144468755.000,,,,,,
ProceedsFromIssuanceInitialPublicOffering,145139559.000,,,,,,
ProceedsFromRelatedPartyDebt,,,,,229800.000,,
ProfitLoss,-221936.000,,,,,,
RepaymentsOfRelatedPartyDebt,212500.000,,,,,,
SaleOfStockConsiderationReceivedOnTransaction,144856345.000,,,,,,
SaleOfStockConsiderationReceivedPerTransaction,100.000,,,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,-139650549.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3696113.000,4766531.000,4766712.000,-8500690.000,4794280.000,4840425.000,4859679.000
