,2011-03-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,211900000.000,169000000.000,202400000.000,217200000.000,201600000.000,218200000.000,235800000.000,203300000.000,225700000.000,233400000.000,263000000.000,253300000.000,249400000.000,251100000.000,264700000.000,287900000.000,264400000.000,282400000.000,299900000.000,310500000.000,288400000.000,304000000.000,303700000.000,308600000.000
AccruedIncomeTaxesCurrent,,14300000.000,,31400000.000,,700000.000,3200000.000,39800000.000,,,8400000.000,52200000.000,,,17500000.000,57800000.000,,,,42400000.000,,,,46100000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,708000000.000,738100000.000,756800000.000,773900000.000,792700000.000,813000000.000,826800000.000,853600000.000,870000000.000,879800000.000,883700000.000,901300000.000,925800000.000,942300000.000,930500000.000,951200000.000,985100000.000,981100000.000,1009800000.000,1040800000.000,1055900000.000,1100000000.000,1093200000.000,1100000000.000
AdditionalPaidInCapitalCommonStock,11000000.000,18000000.000,19600000.000,20700000.000,27000000.000,24600000.000,26600000.000,28000000.000,34900000.000,38800000.000,42800000.000,43400000.000,53800000.000,55600000.000,61800000.000,66900000.000,73900000.000,78700000.000,5200000.000,15200000.000,17600000.000,18000000.000,18200000.000,17000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,2700000.000,3000000.000,2800000.000,2800000.000,3100000.000,3400000.000,3200000.000,3400000.000,3600000.000,4000000.000,3200000.000,3300000.000,3600000.000,3700000.000,4000000.000,3800000.000,4300000.000,4500000.000,4100000.000,4600000.000,5300000.000,5800000.000,5000000.000
Assets,5889400000.000,5766800000.000,6198800000.000,6332400000.000,6461400000.000,6563000000.000,7203000000.000,7194200000.000,7453000000.000,7374800000.000,7914100000.000,7744000000.000,7871600000.000,7793700000.000,8399700000.000,8438500000.000,8839400000.000,8851400000.000,9558300000.000,9997600000.000,9788300000.000,9687000000.000,10060000000.000,10092700000.000
AssetsCurrent,2450800000.000,2296000000.000,2676200000.000,2781800000.000,2883900000.000,2958300000.000,3361100000.000,3340900000.000,3506500000.000,3358500000.000,3830000000.000,3637700000.000,3728000000.000,3606900000.000,3999200000.000,3985300000.000,4273600000.000,4251600000.000,4711400000.000,4872700000.000,4663900000.000,4421900000.000,4714800000.000,4676800000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,51700000.000,51700000.000,51700000.000,51600000.000,51600000.000,45400000.000,,,,36700000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,,200000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,,203700000.000,,,,95700000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,,,,,,113000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,65200000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,,,,,,,,,,,,140400000.000,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,,,,,76800000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherAssets,,,,,,,3200000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherLiabilities,,,,,,,800000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,,,46000000.000,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,,,,,,,,,,,,,9400000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,,,,,,,,,,,,19900000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,,,,,,,,,,,,9000000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,,,,,,,,,,,,,,13000000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,,,,7500000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,169200000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,,,,,,,,,,,272400000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,,,,,,,,,,447800000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,130400000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,43700000.000,,,,110700000.000,,,,102400000.000,,,,90500000.000,,,,108800000.000,,,,164800000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,6700000.000,,,,24800000.000,,,,24500000.000,,,,18600000.000,,,,7300000.000,,,,20000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,1000000.000,,,,3200000.000,,,,4100000.000,,,,28800000.000,,,,4700000.000,,,,6700000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,1100000.000,,,,3200000.000,,,,11600000.000,,,,4700000.000,,,,30700000.000,,,,7000000.000,
