,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,25000000.000,57000000.000,56000000.000,44000000.000,65000000.000,54000000.000,25000000.000,37000000.000,40000000.000,26000000.000,94000000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,244000000.000,838000000.000,337000000.000,243000000.000,357000000.000,403000000.000,368000000.000,341000000.000,300000000.000,413000000.000,756000000.000
AvailableForSaleSecuritiesGrossRealizedLosses,7000000.000,7000000.000,17000000.000,12000000.000,40000000.000,15000000.000,19000000.000,15000000.000,9000000.000,12000000.000,20000000.000
CapitalExpendituresIncurredButNotYetPaid,,,353000000.000,,,,472000000.000,,,,230000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-43000000.000,,,,-389000000.000,,,,225000000.000
CommonStockDividendsPerShareCashPaid,0.600,0.600,0.647,0.647,0.647,0.649,0.700,0.700,0.700,0.700,0.755
ComprehensiveIncomeNetOfTax,141000000.000,429000000.000,543000000.000,436000000.000,478000000.000,384000000.000,535000000.000,422000000.000,712000000.000,129000000.000,696000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,2000000.000,2000000.000,4000000.000,5000000.000,6000000.000,9000000.000,7000000.000,10000000.000,38000000.000,34000000.000,42000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,143000000.000,431000000.000,547000000.000,441000000.000,484000000.000,393000000.000,542000000.000,432000000.000,750000000.000,163000000.000,738000000.000
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,,,356000000.000,,,,175000000.000,,,,89000000.000
CostOfPurchasedPower,633000000.000,743000000.000,953000000.000,591000000.000,636000000.000,545000000.000,634000000.000,551000000.000,606000000.000,542000000.000,575000000.000
CostsAndExpenses,2419000000.000,2129000000.000,2407000000.000,1974000000.000,1848000000.000,1918000000.000,2039000000.000,1817000000.000,1987000000.000,2267000000.000,2259000000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,250000000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,12000000.000,,,,12000000.000,,,,12000000.000
DepreciationAndAmortization,308000000.000,354000000.000,343000000.000,339000000.000,355000000.000,358000000.000,351000000.000,361000000.000,400000000.000,447000000.000,469000000.000
DividendsCash,,,,,,,427000000.000,,,,493000000.000
EarningsPerShareBasic,0.270,0.910,,0.700,1.000,,,0.730,1.100,,1.010
EarningsPerShareBasicAndDiluted,,,0.910,,,,0.880,,,,
EarningsPerShareDiluted,0.270,0.900,,0.700,1.000,,,0.730,1.100,,1.010
EffectiveIncomeTaxRateContinuingOperations,,,0.357,,,,0.252,,,,0.290
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,,,0.350,,,,0.350
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,-0.008,,,,0.008,,,,0.008
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,-0.006,,,,-0.024,,,,-0.038
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.029,,,,0.043,,,,0.028
EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment,,,-0.008,,,,0.109,,,,0.042
ElectricDomesticRegulatedRevenue,1697000000.000,2026000000.000,2112000000.000,1779000000.000,2020000000.000,1571000000.000,1842000000.000,1718000000.000,2147000000.000,1641000000.000,1766000000.000
FairValueMeasuredOnRecurringBasisGainLossIncludedInEarnings,,,,,,,,0.000,0.000,,0.000
GainLossOnSaleOfProperties,,,,,,,,,,,-91000000.000
