,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,31698000.000,27351000.000,30898000.000,22766000.000,22572000.000
AccountsReceivableNetCurrent,53246000.000,49444000.000,50846000.000,45141000.000,48534000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,194234000.000,203130000.000,210377000.000,214749000.000,222059000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,312000.000,337000.000,622000.000,1007000.000,699000.000
AdditionalPaidInCapitalCommonStock,17635000.000,17846000.000,18058000.000,,
AllowanceForDoubtfulAccountsReceivable,2400000.000,2000000.000,1800000.000,,1000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,1345000.000,
Assets,302519000.000,282116000.000,273154000.000,279112000.000,284818000.000
AssetsCurrent,83705000.000,71370000.000,69116000.000,79505000.000,89124000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,1937000.000,231000.000,167000.000,126000.000,122000.000
CashAndCashEquivalentsAtCarryingValue,4081000.000,2943000.000,3798000.000,17934000.000,22907000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesIssued,100.000,100.000,100.000,100.000,100.000
CommonStockSharesOutstanding,100.000,100.000,100.000,100.000,100.000
DebtInstrumentCarryingAmount,,,,487156000.000,
DeferredFinanceCostsNet,,,,9366000.000,
DeferredIncomeTaxLiabilities,,,,24634000.000,
DeferredTaxAssetsGross,,,,111171000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,15000.000,101000.000,157000.000,,
DeferredTaxAssetsNet,,,,14665000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,92431000.000,
DeferredTaxAssetsOther,,,,1657000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,3171000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,2296000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,1011000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,4596000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,1187000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,355000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,1111000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,628000.000,
DeferredTaxAssetsValuationAllowance,88000000.000,90400000.000,93700000.000,96506000.000,100700000.000
DeferredTaxLiabilities,,,,9969000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,9132000.000,
DeferredTaxLiabilitiesNoncurrent,9640000.000,9769000.000,9886000.000,9969000.000,10102000.000
DeferredTaxLiabilitiesPrepaidExpenses,,,,1980000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,13522000.000,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,1888000.000,1920000.000,1952000.000,2198000.000,2195000.000
DefinedBenefitPlanAmountsRecognizedInBalanceSheet,,,,2200000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,1860000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,346000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,364000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,375000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,370000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,366000.000,
DefinedBenefitPlanFairValueOfPlanAssets,,,,4417000.000,
EmployeeRelatedLiabilitiesCurrent,23741000.000,21281000.000,19434000.000,17867000.000,22164000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,1500000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,2100000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,400000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,500000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,600000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,1000000.000,
Goodwill,32248000.000,32152000.000,32105000.000,32038000.000,32151000.000
IntangibleAssetsNetExcludingGoodwill,28022000.000,27440000.000,26895000.000,26344000.000,25879000.000
LettersOfCreditOutstandingAmount,3800000.000,300000.000,300000.000,300000.000,300000.000
Liabilities,605323000.000,589343000.000,588438000.000,628965000.000,642188000.000
LiabilitiesAndStockholdersEquity,302519000.000,282116000.000,273154000.000,279112000.000,284818000.000
LiabilitiesCurrent,151258000.000,133533000.000,132205000.000,131599000.000,144678000.000
LiabilityForClaimsAndClaimsAdjustmentExpense,,,,9471000.000,
LinesOfCreditCurrent,58388000.000,64034000.000,53087000.000,71039000.000,69764000.000
LongTermDebt,,,,479589000.000,
LongTermDebtCurrent,2287000.000,3304000.000,3294000.000,1905000.000,1726000.000
