,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,2633000.000,,,,1795000.000,,,,3317000.000,,,,2696000.000,,,,-5328000.000,,,,-7411000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,,517000.000,,,,898000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,68000.000,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,223000.000,,192000.000,203000.000,179000.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,55217.000,10364.000,,18472000.000,9005000.000,43598000.000,-44857000.000,27101000.000,22667000.000,38646.000,-49764076.000,123242.000,,44422.000,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,,,,969000.000,,,-593000.000,2439000.000,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,59827000.000,,,,36636000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,46000.000,,,,5000.000,,,,,,,,
BusinessDevelopment,47000.000,19000.000,17000.000,55000.000,39000.000,25000.000,32000.000,30000.000,45000.000,38000.000,31000.000,56000.000,45000.000,121000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5370000.000,,,,-14752000.000,,,,63664000.000,,,,-18517000.000,,,,6197000.000,,,,-39019000.000
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldAccretion,,,,,,,,,,,,6869000.000,6583000.000,,5043000.000,4155000.000,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldAdditions,,,,,,,,,,,,0.000,0.000,,,0.000,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,,,,,,,21663000.000,19087000.000,,12585000.000,72756000.000,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,,,,,,8727000.000,1960000.000,,-9182000.000,4678000.000,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,,,,,,,,,,,3197000.000,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAdditions,,,,,,,,,,,,,,,,,0.000,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,,,,,,,,,,,,6181000.000,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,,,,,,,,,,,-5075000.000,,,,,,
CommonStockDividendsPerShareDeclared,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,,0.875,0.875,0.875,,0.875,0.875,0.625,,0.625,0.625,0.625,,0.625
Communication,50000.000,51000.000,52000.000,53000.000,49000.000,48000.000,47000.000,46000.000,49000.000,49000.000,47000.000,52000.000,47000.000,55000.000,,,,,,,,,
