,2011-12-25,2012-12-23,2013-12-22,2014-12-21
AccretionExpense,11972000.000,3996000.000,1032000.000,1170000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,677000.000,1918000.000,2660000.000,-253000.000
AllocatedShareBasedCompensationExpense,,2169000.000,2895000.000,991000.000
AmortizationOfFinancingCosts,3955000.000,2615000.000,3259000.000,3385000.000
AmortizationOfIntangibleAssets,20317000.000,17479000.000,12069000.000,6478000.000
AssetImpairmentCharges,2997000.000,386000.000,3295000.000,313000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,18396000.000,6692000.000,-22603000.000,3316000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-705000.000,6000000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-50588000.000,-25711000.000,1806000.000,-70000.000
ComprehensiveIncomeNetOfTax,-225907000.000,-97953000.000,-29723000.000,-101217000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,870029000.000,932578000.000,866120000.000,900316000.000
CostsAndExpenses,1124020000.000,1069470000.000,1001933000.000,1098756000.000
CurrentFederalTaxExpenseBenefit,,,39000.000,
CurrentIncomeTaxExpenseBenefit,,-288000.000,184000.000,
CurrentStateAndLocalTaxExpenseBenefit,,-288000.000,145000.000,
DebtConversionConvertedInstrumentAmount1,,283935000.000,20000.000,
DeferredFederalIncomeTaxExpenseBenefit,,-1537000.000,-2029000.000,217000.000
DeferredIncomeTaxExpenseBenefit,162000.000,-1194000.000,-2109000.000,226000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,343000.000,-80000.000,9000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,1600000.000,1100000.000,2200000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,100000.000,100000.000,100000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,2100000.000,1400000.000,2900000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,200000.000,200000.000,200000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,600000.000,800000.000,800000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,1800000.000,1800000.000,1800000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,1.000,,1.000
Depreciation,22566000.000,21295000.000,24781000.000,24957000.000
DepreciationAndAmortization,42883000.000,38774000.000,36850000.000,31435000.000
EarningsPerShareBasic,,-4.150,-0.870,-2.330
EarningsPerShareBasicAndDiluted,-156.700,-4.150,-0.870,-2.330
EarningsPerShareDiluted,,-4.150,-0.870,-2.330
EffectiveIncomeTaxRateContinuingOperations,,0.019,0.055,-0.002
GainLossOnSaleOfPropertyPlantEquipment,935000.000,832000.000,3604000.000,1027000.000
GainLossRelatedToLitigationSettlement,5483000.000,,-1387000.000,-995000.000
GainsLossesOnRestructuringOfDebt,16017000.000,-36615000.000,5000.000,0.000
GoodwillAndIntangibleAssetImpairment,,,,0.000
GoodwillImpairmentLoss,115356000.000,,,
IncomeLossFromContinuingOperations,-53194000.000,-74403000.000,-33354000.000,-94627000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-53068000.000,-75885000.000,-35279000.000,-94401000.000
