,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,-4550000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,340000.000,,,,51790000.000,,,,2044000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1835000.000,,,,12005000.000,,,,15245000.000,,,,18203000.000
AllocatedShareBasedCompensationExpense,18800000.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,20951000.000,,5389000.000,5562000.000,5601000.000,5608000.000,7915000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5794079.000,6728789.000,,,,,4745812.000,,,,4745812.000,,,,7500000.000
CapitalLeaseObligationsIncurred,,,,,,,27600000.000,,,,27600000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,35701000.000,,8293000.000,,,,36598000.000,,,,38930000.000,,,,91442000.000
ComprehensiveIncomeNetOfTax,-117320000.000,-17905000.000,36295000.000,120267000.000,165610000.000,-209772000.000,-103216000.000,255669000.000,159811000.000,-55135000.000,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-1595000.000,-193000.000,288000.000,1757000.000,1781000.000,-1018000.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-118915000.000,-18098000.000,36583000.000,122024000.000,167391000.000,-210790000.000,-103216000.000,255669000.000,159811000.000,-55135000.000,178337000.000,174142000.000,397863000.000,-19080000.000,64437000.000
CostOfServices,362689000.000,421079000.000,445910000.000,470796000.000,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,2043000.000,,1027000.000,,,,60000.000,,,,158000.000,,,,1186000.000
DepreciationAndAmortization,48748000.000,53854000.000,61640000.000,63459000.000,63786000.000,84262000.000,99976000.000,104607000.000,109798000.000,117733000.000,101295000.000,104610000.000,111575000.000,115015000.000,119205000.000
DepreciationDepletionAndAmortization,55480000.000,,69708000.000,,,,104533000.000,,,,104686000.000,,,,121593000.000
DirectOperatingCosts,,,,,511298000.000,,623700000.000,656279000.000,717722000.000,657748000.000,664481000.000,705900000.000,784734000.000,695110000.000,719798000.000
EarningsPerShareBasic,-0.490,-0.040,0.250,0.540,0.990,-0.140,-0.100,0.700,1.110,0.180,0.320,0.640,1.510,0.320,0.270
EarningsPerShareDiluted,-0.490,-0.040,0.240,0.540,0.970,-0.130,-0.100,0.690,1.090,0.180,0.320,0.640,1.500,0.320,0.270
FoodAndBeverageCostOfSales,29962000.000,33674000.000,37683000.000,42734000.000,44819000.000,43004000.000,41851000.000,43699000.000,46419000.000,47672000.000,51003000.000,49769000.000,50902000.000,48397000.000,46178000.000
FuelCosts,72498000.000,75582000.000,79040000.000,77832000.000,79881000.000,89478000.000,87374000.000,91581000.000,88829000.000,90866000.000,81672000.000,80607000.000,86250000.000,86645000.000,88886000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,116403000.000,205780000.000,,-20779000.000,161220000.000,255315000.000,38153000.000,74333000.000,147845000.000,347619000.000,70506000.000,63959000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-7868000.000,42305000.000,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,1047000.000,-9387000.000,3124000.000,2502000.000,1494000.000,677000.000,2726000.000,3528000.000,-159000.000,1104000.000,2599000.000,5241000.000,-1726000.000,2049000.000
IncreaseDecreaseInAccountsPayable,-11427000.000,,-7198000.000,,,,-17455000.000,,,,2750000.000,,,,27423000.000
IncreaseDecreaseInAccountsReceivable,-1675000.000,,-260000.000,,,,-1474000.000,,,,1042000.000,,,,-14943000.000
IncreaseDecreaseInAccruedLiabilities,-8307000.000,,3432000.000,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,-49493000.000,,,,7572000.000,,,,-19321000.000
IncreaseDecreaseInCustomerAdvances,109346000.000,,118320000.000,,,,255556000.000,,,,148621000.000,,,,222935000.000
IncreaseDecreaseInInventories,2610000.000,,4391000.000,,,,80000.000,,,,4360000.000,,,,5184000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-488000.000,,6476000.000,,,,6044000.000,,,,5390000.000,,,,9473000.000
InterestIncomeExpenseNet,-127656000.000,-103686000.000,-31172000.000,-31860000.000,-32284000.000,-56438000.000,-50989000.000,-52446000.000,-49784000.000,,-59754000.000,-68420000.000,-60662000.000,-88023000.000,-52960000.000
LaborAndRelatedExpense,74039000.000,82809000.000,99066000.000,106352000.000,115968000.000,131261000.000,157629000.000,161930000.000,170694000.000,175857000.000,177143000.000,184476000.000,193122000.000,191401000.000,192636000.000
NetCashProvidedByUsedInFinancingActivities,38758000.000,,526469000.000,,,,-204061000.000,,,,-157972000.000,,,,-225725000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,38758000.000,,526469000.000,,,,-204061000.000,,,,-157972000.000,,,,-225725000.000
NetCashProvidedByUsedInInvestingActivities,-85152000.000,,-746310000.000,,,,-58563000.000,,,,-133194000.000,,,,-117777000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-85152000.000,,-746310000.000,,,,-58563000.000,,,,-133194000.000,,,,-117777000.000
NetCashProvidedByUsedInOperatingActivities,82095000.000,,228134000.000,,,,299222000.000,,,,330096000.000,,,,434944000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,82095000.000,,228134000.000,,,,299222000.000,,,,330096000.000,,,,434944000.000
NetIncomeLoss,-96395000.000,-8841000.000,51267000.000,111616000.000,201078000.000,-25609000.000,-21456000.000,158494000.000,251787000.000,38312000.000,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,-1105000.000,-74000.000,425000.000,1663000.000,2200000.000,-39000.000,,,,,,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,,,,,,,7500000.000,,,,23000000.000
