,2011-06-30,2011-09-30
AccountsPayableCurrent,3461000.000,4033000.000
AccountsReceivableNetCurrent,11178000.000,11341000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,737000.000,208000.000
AdditionalPaidInCapitalCommonStock,374270000.000,374420000.000
Assets,49474000.000,47499000.000
AssetsCurrent,30313000.000,28276000.000
AvailableForSaleSecuritiesCurrent,8649000.000,8468000.000
CashAndCashEquivalentsAtCarryingValue,7645000.000,5478000.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000
CommonStockSharesIssued,30143043.000,30143043.000
CommonStockValue,30000.000,30000.000
DeferredRevenueCurrent,1058000.000,980000.000
Goodwill,9429000.000,9405000.000
IntangibleAssetsNetExcludingGoodwill,3186000.000,2824000.000
InventoryNet,1740000.000,2006000.000
Liabilities,11438000.000,11172000.000
LiabilitiesAndStockholdersEquity,49474000.000,47499000.000
LiabilitiesCurrent,11250000.000,10998000.000
OtherAssetsNoncurrent,819000.000,771000.000
OtherLiabilitiesNoncurrent,188000.000,174000.000
PrepaidExpenseAndOtherAssetsCurrent,1101000.000,983000.000
PropertyPlantAndEquipmentNet,5727000.000,6223000.000
RetainedEarningsAccumulatedDeficit,-335414000.000,-336744000.000
StockholdersEquity,38036000.000,36327000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,38036000.000,36327000.000
TreasuryStockShares,163259.000,163259.000
TreasuryStockValue,1587000.000,1587000.000
