,2011-10-31,2012-04-30,2012-10-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31
AdjustmentForAmortization,,,,12166.000,12166.000,12067.000,,13415.000,13414.000,14781.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,368046.000,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,466432.000,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,43490.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,12166.000,12166.000,12067.000,-27505.000,,,,,12166.000,,14662.000,,2495.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,9400000.000,,,,,,,,4000000.000,,,,21580195.000,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,73000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,63722.000,,,,1561055.000,,,,-371158.000,,,,-38019.000,,
CashPeriodIncreaseDecrease,,-387321.000,,,,,,,,,,,,,,,,
CostOfGoodsSold,96231.000,234533.000,382741.000,318161.000,1133359.000,1382067.000,2106959.000,1668376.000,1583243.000,1766469.000,1937233.000,1784812.000,2059049.000,2247271.000,1934236.000,,,
CostOfRevenue,96231.000,234533.000,382741.000,318161.000,1133359.000,1382067.000,2106959.000,1668376.000,1583243.000,1766469.000,1937233.000,1784812.000,2059049.000,2247271.000,1934236.000,1786870.000,1394818.000,
DebtConversionConvertedInstrumentAmount1,,,,,,,,369589.000,,,,,,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,,,,,,,,,,115310.000,,
Depreciation,,,,1877.000,1876.000,3251.000,25417.000,22637.000,26181.000,26227.000,40327.000,41273.000,,,,35757.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,,,,,,75914.000,-720897.000,-2338989.000
DerivativeLossOnDerivative,,,,,,,,,,,,,,118370.000,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,,,,,,,,373258.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,473336.000
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,,,,,,,,,,,,,,,903616.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,,,,,,,,869680.000
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,,,,,,,,,,,,,,,,87760.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,,,,,,1276874.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.000,-0.010,-0.010,-0.050,-0.020,-0.030,-0.020,-0.020,-0.010,-0.010,-0.010,-0.010,-0.010,-0.020,-0.020
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,,,,,,,,,,,362506.000,,
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,-3774.000,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,,,,,-28516.000
GainsLossesOnExtinguishmentOfDebt,,,,28837.000,,,,,,,,,,,,,,
