,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,335000.000,690000.000,1349000.000,5398000.000,4407000.000,4086000.000,3714000.000,4465000.000,4748000.000,10093000.000,6208000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,19838303.000,1783209.000,1874055.000,1749374.000,2585022.000,-3518530.000,3175199.000,3463965.000,,,4837767.000
AssetImpairmentCharges,,,,,,,,0.000,0.000,,0.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,279000.000,,,,64000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-14604000.000,,,,112927000.000,,,,-23057000.000
ComprehensiveIncomeNetOfTax,,,,,,,,-34708000.000,-37870000.000,,-56757000.000
Depreciation,,,,,,,41000.000,,,,130000.000
DepreciationDepletionAndAmortization,,,22000.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-4.570,-0.500,-0.660,-0.900,-0.840,-1.000,-0.970,-1.080,-1.150,-1.550,-1.520
FederalIncomeTaxExpenseBenefitContinuingOperations,,,0.000,0.000,0.000,,0.000,,,,
GeneralAndAdministrativeExpense,1807000.000,2869000.000,3997000.000,6456000.000,6604000.000,8236000.000,7133000.000,8910000.000,8989000.000,14375000.000,12280000.000
IncreaseDecreaseInAccountsPayable,,,343000.000,,,,-799000.000,,,,-4643000.000
IncreaseDecreaseInAccruedLiabilities,,,261000.000,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,1341000.000,,,,1220000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,134000.000,,,,1189000.000,,,,1380000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,0.000,,,,,,,,0.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,0.000,0.000,0.000,,
InterestIncomeExpenseNonoperatingNet,1000.000,3000.000,21000.000,41000.000,53000.000,63000.000,175000.000,266000.000,275000.000,495000.000,707000.000
InvestmentIncomeAmortizationOfPremium,,,,,,,,,,,33000.000
NetCashProvidedByUsedInFinancingActivities,,,112000.000,,,,140703000.000,,,,553000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,112000.000,,,,140703000.000,,,,553000.000
NetCashProvidedByUsedInInvestingActivities,,,-110000.000,,,,-341000.000,,,,31600000.000
