,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNet,14743000.000,25536000.000,30209000.000,22345000.000,23650000.000,23326000.000,,18683000.000,26546000.000,13801000.000,16025000.000,9900000.000,14328000.000,15254000.000,15332000.000,14048000.000,13732000.000,13326000.000,11707000.000,13596000.000,15500000.000,20491000.000,14485000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,17114000.000,,,,18731000.000,,,20169000.000,,,,22280000.000,,,,24198000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1169000.000,680000.000,283000.000,1165000.000,984000.000,1429000.000,,1328000.000,639000.000,749000.000,669000.000,668000.000,646000.000,247000.000,747000.000,643000.000,784000.000,-412000.000,458000.000,742000.000,637000.000,-397000.000,-31000.000
AdditionalPaidInCapital,52953000.000,53091000.000,53164000.000,53267000.000,53411000.000,53536000.000,,53753000.000,53886000.000,54051000.000,54089000.000,54196000.000,61573000.000,61729000.000,61847000.000,61965000.000,62183000.000,62420000.000,62581000.000,62797000.000,62851000.000,62952000.000,62936000.000
AmortizationMethodQualifiedAffordableHousingProjectInvestments,,,,,,,,,,,,,,,,,,20233000.000,,,,24174000.000,
Assets,1049337000.000,1065611000.000,1085258000.000,1076362000.000,1072077000.000,1133798000.000,,1151158000.000,1164850000.000,1179137000.000,1215006000.000,1203574000.000,1420665000.000,1449349000.000,1447984000.000,1500331000.000,1539253000.000,1499492000.000,1500199000.000,1518370000.000,1540120000.000,1526540000.000,1512580000.000
AssetsFairValueDisclosureNonrecurring,,,,,4647000.000,4370000.000,2946000.000,1459000.000,1483000.000,924000.000,923000.000,807000.000,392000.000,1229000.000,3374000.000,3193000.000,2079000.000,1891000.000,594000.000,5168000.000,5672000.000,10922000.000,11900000.000
AvailableForSaleSecurities,182878000.000,211819000.000,222083000.000,216589000.000,189247000.000,172343000.000,203918000.000,221460000.000,222825000.000,238488000.000,248688000.000,232218000.000,237562000.000,281730000.000,254772000.000,225868000.000,234273000.000,291113000.000,296362000.000,290601000.000,300357000.000,331219000.000,324138000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,1234000.000,964000.000,1243000.000,1084000.000,1262000.000,333000.000,969000.000,1261000.000,1055000.000,520000.000,813000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,176000.000,544000.000,50000.000,58000.000,23000.000,979000.000,266000.000,104000.000,47000.000,1113000.000,823000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,187574000.000,169913000.000,201593000.000,219204000.000,221739000.000,237246000.000,247569000.000,231102000.000,236504000.000,281310000.000,253579000.000,224842000.000,233034000.000,291759000.000,295659000.000,289444000.000,299349000.000,331812000.000,324148000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,0.000,0.000,0.000,1000.000,1000.000,2000.000,4000.000,17000.000,17000.000,29000.000,30000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,176000.000,544000.000,50000.000,58000.000,23000.000,979000.000,266000.000,104000.000,47000.000,1113000.000,823000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,10806000.000,,,,134224000.000,95426000.000,111660000.000,165688000.000,43263000.000,59657000.000,7389000.000,174048000.000,47223000.000,34527000.000,22290000.000,195484000.000,180170000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,176000.000,544000.000,50000.000,57000.000,22000.000,977000.000,262000.000,87000.000,30000.000,1084000.000,793000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,10806000.000,,,,134224000.000,92336000.000,111660000.000,165688000.000,43263000.000,59576000.000,7270000.000,173912000.000,46700000.000,32558000.000,20322000.000,192171000.000,176861000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,0.000,3090000.000,0.000,0.000,0.000,81000.000,119000.000,136000.000,523000.000,1969000.000,1968000.000,3313000.000,3309000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,189247000.000,172343000.000,203918000.000,221460000.000,222825000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,190000.000,22000.000,59000.000,19000.000,569000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,,,,,,,46800000.000,46800000.000,53400000.000,54100000.000,56300000.000,57500000.000,64000000.000,59700000.000,54700000.000,55500000.000,51600000.000,50900000.000,51200000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,,59000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,,59000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,1863000.000,2452000.000,2384000.000,2275000.000,1655000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsGreaterThanOrEqualToOneYear,,,,,,,,,,,0.000,,,,,,,,,,,,
BankOwnedLifeInsurance,,,,,,,,,,,,,,,,,,5887000.000,,,,6181000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,167199000.000,,,0.000,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,153172000.000,,,0.000,0.000,,,,,,
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,,,,,,,,,,,,0.080,,,,0.080,
CashAndCashEquivalentsAtCarryingValue,143831000.000,128570000.000,79530000.000,80429000.000,97204000.000,148607000.000,141313000.000,89027000.000,93985000.000,72095000.000,85591000.000,95341000.000,125841000.000,68556000.000,42572000.000,104071000.000,144566000.000,58673000.000,79275000.000,74756000.000,45866000.000,50551000.000,80932000.000
CashAndDueFromBanks,33101000.000,34365000.000,30644000.000,23085000.000,34560000.000,34753000.000,,28648000.000,29216000.000,34686000.000,33112000.000,33116000.000,44312000.000,36036000.000,32957000.000,44017000.000,42257000.000,30989000.000,23361000.000,30095000.000,37955000.000,34485000.000,36729000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodAtAcquisitionAtFairValue,,,,,,,,,,,,,3600000.000,3000000.000,2800000.000,2600000.000,1700000.000,1600000.000,,,,,
CertificatesOfDepositAtCarryingValue,,,,,,13500000.000,0.000,13500000.000,13500000.000,13500000.000,0.000,,,,,,,,,,,,
CollateralAlreadyPostedAggregateFairValue,,,,,,,,,,,,,,,262000.000,262000.000,262000.000,216000.000,261000.000,304000.000,303000.000,301000.000,301000.000
CommitmentsFairValueDisclosure,,,,,,,,,,,,,2368000.000,,,,,222387000.000,,,,236624000.000,
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,6433438.000,6440241.000,6466763.000,6468690.000,6470518.000,6473680.000,6511649.000,6513096.000,6515414.000,6515537.000,6537652.000,6827864.000,6834101.000,6854189.000,6854189.000,6854413.000,6859351.000,6877140.000,6877140.000,6877140.000,6882482.000,6897890.000,6909865.000
CommonStockSharesOutstanding,6433438.000,6440241.000,6466763.000,6468690.000,6470518.000,6473680.000,6511649.000,6513096.000,6515414.000,6515537.000,6537652.000,6827864.000,6834101.000,6854189.000,6854189.000,6854413.000,6859351.000,6877140.000,6877140.000,6877140.000,6882482.000,6897890.000,6909865.000
CommonStockValue,6433000.000,6440000.000,6467000.000,6469000.000,6471000.000,6474000.000,,6513000.000,6515000.000,6516000.000,6538000.000,6538000.000,6834000.000,6854000.000,6854000.000,6854000.000,6859000.000,6877000.000,6877000.000,6877000.000,6882000.000,6898000.000,6910000.000
CompensatingBalanceAmount,,,,,,,,,,,,,,,,,,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.059,,,,0.059,,,0.059,,,,,,,,,
DebtWeightedAverageInterestRate,,,,,,,,,,,0.051,,,0.035,,,,0.025,,,,0.028,
DeferredCompensationArrangementWithIndividualDistributionsPaid,,,,,,,894000.000,,,,858000.000,,,1005000.000,,,,1200000.000,,,,1100000.000,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,,1500000.000,,,,1200000.000,,,1300000.000,,,,1400000.000,,,,1600000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,9991000.000,,,,8776000.000,,,10089000.000,,,,9939000.000,,,,10264000.000,
DeferredTaxAssetsNet,,,,,,,13483000.000,,,,12110000.000,,,13504000.000,,,,13755000.000,,,,14573000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,589000.000,,,,73000.000,,,,0.000,
DeferredTaxAssetsOther,,,,,,,1531000.000,,,,1629000.000,,,1637000.000,,,,1380000.000,,,,1455000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,1973000.000,,,,1665000.000,,,1691000.000,,,,2005000.000,,,,2112000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,502000.000,,,,578000.000,,,,544000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,6650000.000,,,,6543000.000,,,5900000.000,,,,7082000.000,,,,7717000.000,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,,,,,,,,,,,,,,,,195000.000,
DeferredTaxLiabilities,,,,,,,3492000.000,,,,3334000.000,,,3415000.000,,,,3816000.000,,,,4309000.000,
DeferredTaxLiabilitiesMortgageServicingRights,,,,,,,,,,,,,,,,,,415000.000,,,,415000.000,
DeferredTaxLiabilitiesOther,,,,,,,730000.000,,,,934000.000,,,1036000.000,,,,456000.000,,,,404000.000,
DemandDepositAccounts,296508000.000,307529000.000,324039000.000,302104000.000,298953000.000,352633000.000,,344012000.000,344978000.000,361334000.000,363969000.000,355043000.000,438805000.000,403523000.000,410464000.000,455358000.000,485304000.000,430191000.000,442842000.000,461970000.000,474971000.000,449206000.000,421867000.000
DepositLiabilitiesCollateralIssuedFinancialInstruments,,,,,,,,,,,0.000,,,0.000,,,,0.000,,,,0.000,
Deposits,884170000.000,893567000.000,911248000.000,901406000.000,894773000.000,944944000.000,,954913000.000,958932000.000,968229000.000,1003723000.000,997757000.000,1192367000.000,1179747000.000,1191013000.000,1238717000.000,1264919000.000,1240792000.000,1246968000.000,1255688000.000,1278366000.000,1267653000.000,1247073000.000
DepositsMoneyMarketDeposits,152004000.000,153924000.000,154987000.000,162854000.000,164942000.000,171210000.000,,179138000.000,185654000.000,182227000.000,202606000.000,202678000.000,237235000.000,226574000.000,227345000.000,232877000.000,236488000.000,236675000.000,240675000.000,241334000.000,242102000.000,244295000.000,244881000.000
DepositsSavingsDeposits,74142000.000,76847000.000,79610000.000,82570000.000,83100000.000,85035000.000,,92227000.000,93714000.000,93717000.000,94518000.000,99034000.000,119002000.000,122588000.000,127708000.000,129938000.000,221205000.000,227969000.000,230834000.000,231246000.000,236821000.000,241088000.000,252218000.000
DerivativeAssetNotionalAmount,,,,,,,,,10400000.000,10200000.000,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,137000.000,123000.000,,,,,,,,1514000.000,,,,1137000.000,
DerivativeFairValueOfDerivativeAsset,,,,,,,,,,,186000.000,97000.000,1215000.000,919000.000,2170000.000,1573000.000,2027000.000,1639000.000,2164000.000,2946000.000,2060000.000,1208000.000,1618000.000
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,186000.000,97000.000,46000.000,158000.000,,,,216000.000,,,430000.000,149000.000,423000.000
DerivativeLiabilities,,,,,,,,,137000.000,123000.000,,,,,,,,,,,,,
DerivativeLiabilityNotionalAmount,,,,,,,,,10400000.000,10200000.000,,,,,,,,,,,,,
DividendsPayableAmount,20000.000,31000.000,40000.000,10000.000,,,,,,,,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,19000.000,30000.000,39000.000,10000.000,20000.000,31000.000,42000.000,10000.000,23000.000,49000.000,11000.000,22000.000,34000.000,46000.000,10000.000,24000.000,39000.000,48000.000,12000.000
EquityMethodInvestments,,,,,,,,,,,,,,,,,,4573000.000,,,,4560000.000,
EscrowDeposit,,,,,,,648000.000,,,,714000.000,,,1300000.000,,,,1400000.000,,,,2700000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,,,,,,,,,,,,,,3168000.000,4092000.000,5182000.000,4960000.000,5294000.000,6859000.000
FederalHomeLoanBankAdvancesLongTerm,,,,,,,,,,,2200000.000,,,2200000.000,,,,2100000.000,,,,4300000.000,
FederalHomeLoanBankStock,2003000.000,2003000.000,2003000.000,2003000.000,2003000.000,1985000.000,,1950000.000,1932000.000,1914000.000,1896000.000,1818000.000,3440000.000,3404000.000,3367000.000,1817000.000,1816000.000,1816000.000,1875000.000,1966000.000,1965000.000,1965000.000,1993000.000
FinancingReceivableAllowanceForCreditLosses,,,,,16490000.000,16490000.000,16408000.000,16641000.000,16528000.000,16528000.000,16282000.000,16032000.000,16243000.000,16723000.000,16947000.000,17418000.000,17848000.000,18153000.000,18183000.000,18385000.000,19479000.000,19697000.000,19893000.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,15569000.000,15748000.000,15749000.000,15982000.000,16241000.000,16344000.000,16271000.000,15750000.000,16235000.000,16648000.000,16531000.000,17153000.000,17335000.000,17809000.000,18064000.000,18158000.000,18944000.000,19083000.000,18899000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,921000.000,742000.000,659000.000,659000.000,287000.000,184000.000,11000.000,282000.000,8000.000,75000.000,416000.000,265000.000,513000.000,344000.000,119000.000,227000.000,535000.000,614000.000,994000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,645911000.000,661845000.000,694551000.000,713459000.000,710371000.000,747469000.000,765286000.000,760845000.000,930716000.000,917758000.000,952199000.000,952963000.000,943042000.000,950759000.000,932630000.000,927293000.000,956719000.000,940793000.000,927907000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,14196000.000,13148000.000,13093000.000,11611000.000,11201000.000,10694000.000,8751000.000,6031000.000,10591000.000,11297000.000,12827000.000,26345000.000,34986000.000,34640000.000,42138000.000,44373000.000,44765000.000,38656000.000,37318000.000
FinancingReceivableModificationsPostModificationRecordedInvestment1,,,,,8222000.000,7916000.000,8946000.000,,,,,,,,,,,,,,,,
FinancingReceivableModificationsPreModificationRecordedInvestment1,,,,,8914000.000,8914000.000,10570000.000,,,,,,,,,,,,,,,,
FinancingReceivableModificationsRecordedInvestment,,,,,12129000.000,11558000.000,12120000.000,9900000.000,9100000.000,8865000.000,7912000.000,4800000.000,8303000.000,7688000.000,9033000.000,8955000.000,5104000.000,13740000.000,13300000.000,12500000.000,,16219000.000,
FinancingReceivableModificationsSubsequentDefaultNumberOfContracts,,,,,7.000,,,,,,,,,,,,,,,,,,
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment,,,,,2703000.000,2521000.000,3077000.000,,,,,,,,,,,,,,,,
FinancingReceivableRecordedInvestment30To59DaysPastDue,,,,,3202000.000,165000.000,935000.000,1909000.000,1761000.000,31000.000,1057000.000,1302000.000,911000.000,736000.000,1461000.000,268000.000,,,,,,,
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,,,9000.000,,466000.000,344000.000,,0.000,0.000,190000.000,545000.000,620000.000,61000.000,,,,,,,
