,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,,,,,,,,,,600000000.000,669400000.000,715600000.000,,,,,,
AccountsPayableCurrent,471000.000,625000.000,431000.000,239000.000,166000.000,657000.000,1694000.000,2985000.000,1138000.000,979000.000,1319000.000,1198000.000,1542000.000,1859000.000,1695000.000,2835000.000,1139000.000,2170000.000,1806000.000,2512000.000,1514000.000,1732000.000,1249000.000,568000.000,1138000.000
AccountsReceivableNetCurrent,185714000.000,177189000.000,166948000.000,180566000.000,172181000.000,136074000.000,124309000.000,153557000.000,166915000.000,160101000.000,179920000.000,169490000.000,191905000.000,213432000.000,191806000.000,178717000.000,184827000.000,214487000.000,208239000.000,208239000.000,260168000.000,247497000.000,235803000.000,221504000.000,262289000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,3755000.000
AccruedLiabilitiesCurrent,46513000.000,54353000.000,47073000.000,45504000.000,48439000.000,49044000.000,41579000.000,42486000.000,42581000.000,38456000.000,46380000.000,41212000.000,40252000.000,60720000.000,64298000.000,47894000.000,65026000.000,47825000.000,68256000.000,61433000.000,61886000.000,74819000.000,75836000.000,82531000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,48125000.000,54999000.000,57027000.000,60088000.000,65682000.000,63973000.000,67722000.000,59078000.000,62388000.000,66824000.000,73856000.000,75371000.000,77854000.000,92279000.000,93011000.000,92808000.000,99230000.000,105731000.000,111367000.000,114680000.000,118753000.000,125325000.000,133237000.000,136841000.000,146219000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,289000.000,89000.000,-4355000.000,-5094000.000,-2954000.000,-4176000.000,-2357000.000,-2796000.000,-5723000.000,-6775000.000,-2701000.000,-650000.000,-21000.000,-1543000.000,-12276000.000,-24971000.000,-31570000.000,-24860000.000,-31315000.000,-35745000.000,-35738000.000,-48157000.000,-50902000.000,-60735000.000,-57856000.000
AdditionalPaidInCapital,963091000.000,976667000.000,984253000.000,995665000.000,1011036000.000,1020046000.000,1028798000.000,1000014000.000,1016899000.000,1024510000.000,1036732000.000,1073893000.000,1057386000.000,1097549000.000,1017305000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,1022221000.000,1038635000.000,1161410000.000,1166894000.000,1173183000.000,1195740000.000,1205589000.000,1215661000.000,1225565000.000,1237106000.000
AllowanceForDoubtfulAccountsReceivable,,,,857000.000,,,,964000.000,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,975000.000,886000.000,1073000.000,857000.000,767000.000,603000.000,582000.000,964000.000,1016000.000,885000.000,978000.000,1280000.000,698000.000,790000.000,789000.000,857000.000,822000.000,938000.000,1014000.000,1117000.000,1247000.000,1369000.000,1212000.000,1035000.000,1108000.000
Assets,2910484000.000,3009587000.000,3064214000.000,3092996000.000,3113047000.000,2994890000.000,3053191000.000,3019639000.000,3031860000.000,3105098000.000,3081589000.000,3134537000.000,3093818000.000,3133235000.000,2880279000.000,2894175000.000,2896527000.000,2875628000.000,3366791000.000,3146987000.000,2831634000.000,2790986000.000,3307084000.000,3082578000.000,3005138000.000
