,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionExpense,5267000.000,5770000.000,4990000.000,5523000.000,4580000.000,5492000.000,4276000.000,3946000.000,3670000.000,4139000.000,2889000.000,4249000.000,4560000.000,4502000.000,3868000.000,3316000.000,3150000.000,3526000.000,3629000.000,3844000.000,3169000.000,2848000.000,2184000.000,2047000.000,2514000.000,2593000.000
AllocatedShareBasedCompensationExpense,,-3400000.000,500000.000,,1700000.000,1000000.000,3400000.000,1400000.000,600000.000,1500000.000,200000.000,,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,559000.000,504000.000,,256000.000,251000.000,1331000.000,-692000.000,525000.000,539000.000,540000.000,539000.000,498000.000,420000.000,415000.000,407000.000,-105000.000,-104000.000,-104000.000,-96000.000,-91000.000,-91000.000,-90000.000,-73000.000,-43000.000,-28000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,,,,,,172000.000
AmortizationOfFinancingCostsAndDiscounts,450000.000,494000.000,516000.000,2581000.000,541000.000,808000.000,585000.000,1497000.000,522000.000,484000.000,509000.000,1033000.000,,,,,,,,,,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,1848000.000,,119000.000,86000.000,0.000,772788000.000,0.000,,,,,,,,4446000.000,0.000,0.000,0.000,0.000,0.000
AssetRetirementObligationAccretionExpense,,654000.000,670000.000,,724000.000,742000.000,714000.000,,743000.000,758000.000,777000.000,,1317000.000,1435000.000,,,1412000.000,1990000.000,2038000.000,2298000.000,1960000.000,2009000.000,2059000.000,2108000.000,2338000.000,2397000.000
AssetRetirementObligationLiabilitiesSettled,,-5000.000,15000.000,,4000.000,1000.000,13000.000,,2000.000,377000.000,124000.000,,311000.000,100000.000,,,859000.000,448000.000,2363000.000,1149000.000,309000.000,308000.000,183000.000,716000.000,478000.000,510000.000
AssetRetirementObligationRevisionOfEstimate,,,,,0.000,335000.000,0.000,,0.000,0.000,19542000.000,,0.000,,0.000,,18292000.000,0.000,0.000,-6353000.000,251000.000,-130000.000,-239000.000,8806000.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1691000.000,42403000.000,101052000.000,-32870000.000,-23129000.000,47514000.000,-56482000.000,-17475000.000,205871000.000,-81780000.000,-38097000.000,-4744000.000,66242000.000,-3799000.000,-23208000.000,24936000.000,-91274000.000,26281000.000,-160000.000,-4994000.000,-27325000.000,84202000.000,-35074000.000,-60335000.000,47851000.000,40005000.000
ComprehensiveIncomeNetOfTax,12464000.000,37224000.000,28271000.000,10565000.000,4399000.000,17297000.000,-9190000.000,33425000.000,8739000.000,-25339000.000,-44958000.000,-586190000.000,-35233000.000,-43305000.000,3270000.000,-1078518000.000,-33274000.000,-17054000.000,-14667000.000,-303102000.000,-18765000.000,16306000.000,67979000.000,-8934000.000,18073000.000,-10871000.000
CostOfGoodsSold,92474000.000,77102000.000,141253000.000,109127000.000,92554000.000,131823000.000,124967000.000,107413000.000,88784000.000,142924000.000,131728000.000,100227000.000,106896000.000,118687000.000,125910000.000,126452000.000,115062000.000,119097000.000,120237000.000,125258000.000,101555000.000,100465000.000,105408000.000,102113000.000,132712000.000,125621000.000
CostsOfMetalsSold,2762000.000,4077000.000,4772000.000,7517000.000,6567000.000,6305000.000,6957000.000,6441000.000,6841000.000,6774000.000,3305000.000,5440000.000,4217000.000,,,,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,,,,,,,,405000.000,508000.000,690000.000,654000.000,631000.000,631000.000,388000.000,283000.000,166000.000,
DeferredIncomeTaxExpenseBenefit,5870000.000,4223000.000,3084000.000,38615000.000,7677000.000,9690000.000,-4944000.000,3740000.000,7425000.000,12123000.000,-1869000.000,-194857000.000,-11781000.000,-3844000.000,-23437000.000,-431835000.000,-2184000.000,-5053000.000,-1233000.000,-32368000.000,-2105000.000,-15170000.000,-49463000.000,-4612000.000,1375000.000,-4844000.000
DeferredOtherTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,,,15000000.000,,,
DefinedBenefitPlanContributionsByEmployer,,400000.000,400000.000,,500000.000,500000.000,600000.000,500000.000,600000.000,400000.000,,,,,,,,,,,,,,,,
DefinedContributionPlanCostRecognized,,,,,,,,,,,,,1400000.000,1600000.000,1400000.000,-1800000.000,1600000.000,1600000.000,-700000.000,400000.000,1000000.000,900000.000,2300000.000,1200000.000,2100000.000,1800000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,,,,,,,,,,,,,,,,0.040,0.040,0.040,-0.080,0.040,,,,0.040,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,,,,,,,,,,,,,,1.000,1.000,1.000,-2.000,1.000,,,,1.000,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,,,,,,,,,,,,,,0.750,0.750,0.750,-1.500,0.750,,,,0.750,
DepreciationDepletionAndAmortization,50041000.000,57641000.000,58652000.000,58166000.000,52592000.000,61024000.000,52844000.000,52397000.000,50436000.000,57653000.000,60874000.000,63916000.000,40459000.000,41422000.000,41985000.000,38570000.000,33090000.000,38974000.000,35497000.000,36190000.000,27964000.000,37505000.000,27763000.000,29929000.000,40104000.000,32946000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,400000.000,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,-13088000.000,,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.140,0.430,0.350,0.130,0.040,0.260,-0.180,0.420,0.140,-0.350,-0.460,-5.980,-0.360,-0.420,0.030,-10.530,-0.320,-0.120,-0.110,-2.280,-0.140,0.090,0.430,-0.030,0.100,-0.060
EarningsPerShareDiluted,0.140,0.430,0.350,0.120,0.040,0.260,-0.180,0.420,0.140,-0.350,-0.460,-5.980,-0.360,-0.420,0.030,-10.530,-0.320,-0.120,-0.110,-2.280,-0.140,0.090,0.420,-0.030,0.100,-0.060
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,,,,,,,86000.000,-302000.000,121000.000,-583000.000,555000.000,329000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,,,,1.900,,,,,,,,,,,,,,,,,,,,,
ExplorationExpenseMining,,,,,,,,,,,,,,5153000.000,6587000.000,,4266000.000,3579000.000,2112000.000,1690000.000,1731000.000,2233000.000,3706000.000,5260000.000,5252000.000,7813000.000
FairValueAssumptionsRiskFreeInterestRate,,,,,,0.053,0.049,,0.042,0.070,0.063,-0.118,0.061,0.061,0.078,-0.082,0.076,0.103,0.195,-0.175,0.124,,,,,
ForeignCurrencyTransactionGainLossRealized,,,,,,,,,,,,,,,,,,,,,-164000.000,-5656000.000,-1466000.000,-3434000.000,1349000.000,1000000.000
ForeignCurrencyTransactionGainLossUnrealized,-109000.000,848000.000,-137000.000,-982000.000,-299000.000,-70000.000,1577000.000,173000.000,465000.000,-148000.000,511000.000,52000.000,209000.000,,,,,,,,,,,,,
ForeignIncomeTaxExpenseBenefitContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,5600000.000,3000000.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,-51950000.000,,-22560000.000,14011000.000,-35663000.000,20786000.000,16669000.000,66290000.000,-17664000.000,15633000.000,-10808000.000,-6438000.000,11076000.000,,-1677000.000,994000.000,4116000.000,1247000.000,-5880000.000,-295000.000,-894000.000,-633000.000,1372000.000,-439000.000
GainLossOnDerivativeInstrumentsNetPretax,-5302000.000,-12432000.000,-53351000.000,19035000.000,-23113000.000,16039000.000,-37648000.000,21235000.000,17796000.000,66754000.000,-20646000.000,18864000.000,-11436000.000,-8282000.000,16105000.000,7231000.000,-4884000.000,2754000.000,5786000.000,1546000.000,-8695000.000,-3579000.000,-961000.000,1654000.000,-1200000.000,336000.000
GainLossOnDispositionOfAssets,,1223000.000,-4000.000,,,264000.000,108000.000,,-868000.000,-264000.000,-7000.000,10940000.000,-271000.000,48000.000,89000.000,169000.000,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,,1673000.000,2812000.000,4498000.000,2351000.000,21138000.000,0.000
GainLossOnSaleOfOtherAssets,,,,,,,,,,,,,,,,,,,,,,,,,-2066000.000,513000.000
GainLossRelatedToLitigationSettlement,,,,,,,,,,-32046000.000,0.000,,,0.000,0.000,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-467000.000,-389000.000,-784000.000,-3886000.000,0.000,0.000,0.000,-1036000.000,,,,,-3035000.000,0.000,0.000,3035000.000,0.000,0.000,0.000,0.000,,,-10040000.000,,,-9342000.000
GeneralAndAdministrativeExpense,12231000.000,1827000.000,8236000.000,9085000.000,7596000.000,8594000.000,10266000.000,6521000.000,10227000.000,15026000.000,16240000.000,13850000.000,13896000.000,9398000.000,8515000.000,9036000.000,8834000.000,8451000.000,6694000.000,8855000.000,8276000.000,7400000.000,7113000.000,6587000.000,10133000.000,7042000.000
GrossProfit,57109000.000,96347000.000,143670000.000,79618000.000,59418000.000,61559000.000,52782000.000,46119000.000,32577000.000,3948000.000,8223000.000,4704000.000,,,,,,,,,,,,,,
ImpairmentOfInvestments,,,,,,,,,,,900000.000,,2588000.000,934000.000,1092000.000,1979000.000,1514000.000,31000.000,483000.000,318000.000,0.000,20000.000,0.000,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,4813000.000,1293000.000,,119000.000,86000.000,0.000,772788000.000,0.000,,,,,,,,4446000.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperations,12464000.000,38611000.000,31060000.000,11364000.000,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,25403000.000,60013000.000,58666000.000,63754000.000,19411000.000,46835000.000,1654000.000,49389000.000,22790000.000,-11906000.000,-48246000.000,-771317000.000,-41880000.000,-40500000.000,-13117000.000,-1519631000.000,-33219000.000,-16937000.000,-22479000.000,-320811000.000,-18290000.000,13729000.000,15102000.000,-9428000.000,29709000.000,-13053000.000
