,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,446511000.000,602280000.000,553108000.000,663091000.000,510398000.000,654596000.000,561161000.000,665608000.000,507247000.000,658626000.000,598263000.000,738196000.000,562439000.000,701005000.000,688442000.000,826945000.000,614511000.000,777800000.000,783722000.000,941973000.000,677864000.000,778977000.000,790217000.000,1031587000.000,755537000.000,930291000.000
AccruedIncomeTaxesCurrent,0.000,,23915000.000,,29484000.000,28091000.000,0.000,0.000,68746000.000,18469000.000,12777000.000,0.000,19825000.000,34914000.000,12784000.000,0.000,47698000.000,25176000.000,19131000.000,0.000,39835000.000,13201000.000,11249000.000,0.000,53234000.000,43117000.000
AccruedLiabilitiesCurrent,279284000.000,243814000.000,284457000.000,266162000.000,264073000.000,230230000.000,275158000.000,296232000.000,269900000.000,246652000.000,295010000.000,316421000.000,265040000.000,273761000.000,305937000.000,307708000.000,283828000.000,275561000.000,336597000.000,345052000.000,289001000.000,328177000.000,359607000.000,375553000.000,384210000.000,356478000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,112600000.000,,,,124425000.000,,,,138513000.000,,,,151791000.000,,,,162640000.000,,,,179069000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,744527000.000,,,,846870000.000,,,,975096000.000,,,,1136225000.000,,,,1317429000.000,,,,1487504000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,6741000.000,8777000.000,151000.000,125000.000,118000.000,3739000.000,106000.000,114000.000,112000.000,106000.000,81000.000,78000.000,24000.000,31000.000,40000.000,15000.000,-73000.000,-42000.000,-109000.000,-125000.000,-179000.000,-87000.000,-125000.000,-147000.000,-132000.000,-159000.000
AdditionalPaidInCapitalCommonStock,625184000.000,654226000.000,666981000.000,677716000.000,699766000.000,721702000.000,797620000.000,855881000.000,874236000.000,894237000.000,913580000.000,937742000.000,958943000.000,972338000.000,979696000.000,987892000.000,1015404000.000,1029208000.000,1045084000.000,1053748000.000,1063705000.000,1088980000.000,1097205000.000,1114622000.000,1130830000.000,1148022000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,2400000.000,,,,2700000.000,,,,3100000.000,,,,2700000.000,,,,2700000.000,,,,3200000.000,
Assets,2597536000.000,2774210000.000,2863383000.000,2974632000.000,2996452000.000,3055146000.000,2862940000.000,3069581000.000,2887807000.000,2937875000.000,3019471000.000,3347895000.000,3071487000.000,3269437000.000,3255483000.000,3655532000.000,3436198000.000,3535028000.000,3675858000.000,4058427000.000,3559336000.000,3878367000.000,3987666000.000,4382206000.000,4058296000.000,4332724000.000
AssetsCurrent,1564330000.000,1721395000.000,1787325000.000,1902842000.000,1868393000.000,1856500000.000,1641307000.000,1799290000.000,1595889000.000,1602922000.000,1652675000.000,1904925000.000,1620071000.000,1820902000.000,1757160000.000,2075865000.000,1850384000.000,1929109000.000,1996359000.000,2331573000.000,1812690000.000,2070678000.000,2084769000.000,2444105000.000,1995678000.000,2254616000.000
BankOverdrafts,,,,,81600000.000,,,,91700000.000,,,,135200000.000,,,,105900000.000,,,,135100000.000,,,,152500000.000,
CapitalLeaseObligationsCurrent,,,,,7343000.000,,,,8419000.000,,,,798000.000,,,,429000.000,,,,474000.000,,,,521000.000,
CapitalLeaseObligationsNoncurrent,,,,,20310000.000,,,,7205000.000,,,,6020000.000,,,,5565000.000,,,,5091000.000,,,,4570000.000,
CapitalLeasedAssetsGross,,,,,29300000.000,,,,31900000.000,,,,30300000.000,,,,7300000.000,,,,6900000.000,,,,6900000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,22800000.000,,,,21900000.000,,,,16300000.000,,,,800000.000,,,,400000.000,,,,300000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,33434000.000,,,,20385000.000,,,,10691000.000,,,,9207000.000,,,,8183000.000,,,,7159000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,8264000.000,,,,9284000.000,,,,1483000.000,,,,1024000.000,,,,1024000.000,,,,1024000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,1025000.000,,,,1024000.000,,,,1044000.000,,,,1103000.000,,,,1103000.000,,,,943000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,1025000.000,,,,1024000.000,,,,1024000.000,,,,1044000.000,,,,1103000.000,,,,1103000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,7898000.000,,,,1024000.000,,,,1024000.000,,,,1024000.000,,,,1044000.000,,,,1103000.000,
