,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-31,2013-06-29,2013-09-28,2013-12-28,2014-04-05,2014-07-05,2014-10-04,2015-01-03
AccountsPayableCurrent,543682000.000,515189000.000,469867000.000,507981000.000,555192000.000,491334000.000,502221000.000,,518998000.000,514042000.000,563691000.000,694059000.000,739706000.000,770598000.000,742682000.000
AccountsReceivableNetCurrent,277424000.000,296905000.000,268943000.000,279528000.000,298417000.000,299235000.000,301303000.000,,305218000.000,323877000.000,305247000.000,440129000.000,457560000.000,485068000.000,387549000.000
AccruedLiabilitiesCurrent,37695000.000,60514000.000,45693000.000,44926000.000,28746000.000,52906000.000,44916000.000,,44179000.000,64671000.000,47723000.000,78844000.000,71793000.000,99736000.000,100674000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,47058000.000,,,,71312000.000,,,,106894000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,100000.000,,,,200000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,153000.000,-9000.000,63000.000,173000.000,118000.000,176000.000,-143000.000,,-7266000.000,-4198000.000,-9100000.000,-14329000.000,-8522000.000,-25258000.000,-37915000.000
AdditionalPaidInCapitalCommonStock,689223000.000,690485000.000,691951000.000,692508000.000,693105000.000,694712000.000,756338000.000,,757790000.000,758385000.000,758972000.000,809539000.000,810959000.000,811750000.000,813364000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,696000.000,,,,950000.000,,,,2169000.000,,,,2603000.000
Assets,2400895000.000,2412681000.000,2302563000.000,2321071000.000,2462654000.000,2398098000.000,2504002000.000,,2565086000.000,2578153000.000,2559326000.000,3535919000.000,3763132000.000,3775112000.000,3598971000.000
AssetsCurrent,1029473000.000,1053623000.000,962851000.000,990352000.000,1112205000.000,1057166000.000,1093599000.000,,1125154000.000,1147336000.000,1150422000.000,1575451000.000,1678869000.000,1706442000.000,1549892000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,4000000.000,,,,,
AssetsHeldForSaleCurrent,5820000.000,5977000.000,6301000.000,6680000.000,5724000.000,7234000.000,7151000.000,,6528000.000,3369000.000,910000.000,3726000.000,5529000.000,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,4000000.000,1500000.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,799000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,1.000,,,,0.500
BusinessAcquisitionPurchasePriceAllocationDeferredTaxAssetsNoncurrent,,,,,,,5700000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,31000000.000,31000000.000,28000000.000,,25900000.000,26400000.000,26000000.000,115900000.000,125700000.000,167400000.000,165000000.000
