,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,19923.000,48831.000,98184.000,101180.000,1661189.000,1432136.000,1582145.000,1638216.000
AccountsPayableRelatedPartiesCurrent,,,,,,2217.000,2217.000,12217.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,4176278.000,3102629.000,3159423.000,2948241.000
AccruedLiabilitiesCurrent,,,,,,,3500.000,,,6000.000,4264322.000,4513318.000,4567076.000,4815482.000
AccruedMarketingCostsCurrent,,,,,,,,,,,223000.000,286620.000,366000.000,385400.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,257700.000,67200.000,25407.000,73816.000
AccruedRoyaltiesCurrent,,,,,,,,,,,1598256.000,1740520.000,1887426.000,2018797.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,559.000,1118.000,,,,,,2120784.000,2251339.000,2372584.000,2490796.000
AdditionalPaidInCapital,,15210.000,39000.000,39000.000,39000.000,,,,,,109321550.000,110711248.000,110918412.000,111120122.000
AdditionalPaidInCapitalCommonStock,,,,,,41500.000,41500.000,41500.000,41500.000,39495.000,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,63000.000,
Assets,17958.000,38426.000,38363.000,55174.000,42884.000,36553.000,36461.000,36019.000,35577.000,35134.000,19075668.000,16523659.000,13377790.000,12145253.000
AssetsCurrent,308.000,196.000,133.000,17503.000,772.000,,,,,,17856602.000,15430674.000,12353950.000,11207326.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,19952.000,21814.000,16865.000,11841.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,6737.000,0.000,0.000,0.000
CapitalLeasedAssetsGross,,,,,,,,,,,,,67382.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,27761.000,22505.000,17249.000,11993.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,17249.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,0.000,0.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,0.000,0.000,0.000,0.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,17249.000,17249.000,0.000,0.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,1072.000,691.000,384.000,152.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,,26689.000,21814.000,16865.000,11841.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,10512.000,5256.000,,11993.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,,60302.000,
Cash,308.000,196.000,133.000,17503.000,772.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,8653227.000,6073680.000,2203639.000,1058383.000
CashUninsuredAmount,,,,,,,,,,,8118489.000,6101499.000,2185781.000,733793.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,79940.000,84428.000,83319.000,83319.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,1580672.000,1566677.000,1565568.000,1565568.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,300000000.000,300000000.000,300000000.000,300000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,4000000.000,4390000.000,5000000.000,5000000.000,5000000.000,2500000.000,2500000.000,2500000.000,2500000.000,4504503.000,9182434.000,9380653.000,9334857.000,9334857.000
CommonStockSharesOutstanding,4000000.000,4390000.000,5000000.000,5000000.000,5000000.000,2500000.000,2500000.000,2500000.000,2500000.000,4504503.000,9182434.000,9380653.000,9334857.000,9334857.000
CommonStockValue,4000.000,4390.000,5000.000,5000.000,5000.000,2500.000,2500.000,2500.000,2500.000,4505.000,9182.000,9381.000,9335.000,9335.000
DebtCurrent,,,,,,,,,,,9962979.000,9939261.000,9916626.000,9498670.000
DebtInstrumentCarryingAmount,,,,,,,,,,,10307642.000,10217038.000,10125691.000,11875119.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,344663.000,277777.000,209065.000,2376449.000
DeferredRentCreditCurrent,,,,,,,,,,,26655.000,30705.000,34756.000,38806.000
DeferredRentCreditNoncurrent,,,,,,,,,,,96712.000,87010.000,77309.000,67607.000
DeferredRevenueCurrent,,,,,,,,,,,251038.000,228955.000,182160.000,138480.000
DeferredTaxAssetsGross,,,2090.000,,,,11281.000,,,,,,40770000.000,
DeferredTaxAssetsNet,,,,,,,,,,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,33179.000,,,,,,36131000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,,,,,,,,1816000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,,,1506000.000,
DeferredTaxAssetsValuationAllowance,,,-2090.000,,,,11281.000,,,,,,40770000.000,
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,6000209.000
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,,7342.000,
