,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,1471.000
AdditionalPaidInCapital,1000.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,10000000.000
CommonStockSharesOutstanding,10000000.000
CommonStockValue,1000.000
LiabilitiesCurrent,1471.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,5000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
RetainedEarningsAccumulatedDeficit,-3471.000
StockholdersEquity,-1471.000
