,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,4697373.000,4166043.000,5106000.000,3320000.000,3789000.000,5122000.000,5551000.000,5036000.000
AccountsReceivableNet,1818624.000,1926320.000,2122000.000,1909000.000,1783000.000,1750000.000,3008000.000,2252000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,5227337.000,7731513.000,6057000.000,2933000.000,5988000.000,8315000.000,6534000.000,4640000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,916000.000,948000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-701491.000,-813409.000,-697000.000,-726000.000,-737000.000,-1713000.000,9052000.000,9998000.000
AdditionalPaidInCapitalCommonStock,240775201.000,240596354.000,240625000.000,240625000.000,240625000.000,240921000.000,241450000.000,242058000.000
AdvanceRent,1100986.000,1266899.000,1824000.000,1305000.000,1231000.000,1211000.000,1275000.000,1875000.000
Assets,903080176.000,970184486.000,976273000.000,959265000.000,917432000.000,886218000.000,1035397000.000,1053425000.000
BridgeLoan,,29000000.000,29000000.000,28889000.000,1972000.000,,29874000.000,29969000.000
CashAndCashEquivalentsAtCarryingValue,24156124.000,18957993.000,16226000.000,17366000.000,28550000.000,34086000.000,22705000.000,27741000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,21293825.000,21293825.000,21293825.000,21293825.000,21293825.000,21293825.000,21293825.000,21293825.000
CommonStockSharesOutstanding,,,21293825.000,21293825.000,21288825.000,21212611.000,21043669.000,21043669.000
CommonStockValue,212938.000,212938.000,213000.000,213000.000,213000.000,213000.000,213000.000,213000.000
ConstructionInProgressGross,9754658.000,5473414.000,5346000.000,3124000.000,2562000.000,2690000.000,2828000.000,2895000.000
DeferredFinanceCostsNet,5611170.000,6103250.000,6213000.000,5800000.000,4000000.000,3400000.000,,
DerivativeAssetFairValueGrossLiability,,,,,,,,193000.000
DerivativeAverageCapInterestRate,0.060,0.060,0.060,0.060,0.061,0.061,0.061,0.061
DerivativeFairValueOfDerivativeAsset,,,,,,,,13425000.000
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,204035.000,75413.000,67000.000,25000.000,5000.000,345000.000,12418000.000,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,876000.000,,
DividendsPayableCurrentAndNoncurrent,4386528.000,,,,,,,
DueToAffiliateCurrentAndNoncurrent,474286.000,759286.000,,,,,,
EarnestMoneyDeposits,,285000.000,,,,1400000.000,0.000,0.000
EscrowDeposit,11668807.000,14892686.000,21312000.000,16504000.000,17433000.000,19263000.000,18256000.000,13668000.000
IntangibleAssetsCurrent,,,,25300000.000,,,,
InterestPayableCurrentAndNoncurrent,1263089.000,1394193.000,1462000.000,1571000.000,1031000.000,971000.000,1067000.000,1117000.000
InterestRateFairValueHedgeAssetAtFairValue,,,,,,,12413000.000,13424000.000
