,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,223947.000,263164.000,436748.000,177960.000,187109.000,156676.000,238863.000,105846.000,184771.000,155606.000,146247.000,157764.000,173137.000,164906.000,161237.000,165821.000,180560.000,197355.000,181179.000,175369.000,171295.000,203194.000,175405.000,189301.000
AccountsPayableInterestBearingInterestRate,,,,,,,0.080,0.080,0.080,,,0.080,0.080,0.080,,,,,,,,,,
AccountsReceivableNetCurrent,206761.000,309542.000,200074.000,186650.000,217770.000,142573.000,91134.000,117786.000,106934.000,34489.000,76125.000,45251.000,74646.000,60473.000,30124.000,68007.000,50353.000,55533.000,40176.000,13754.000,23940.000,60733.000,14890.000,4094.000
AccruedLiabilitiesCurrent,,,1592045.000,,,,,,,,515249.000,,,,711616.000,762615.000,732114.000,778415.000,825714.000,873504.000,922313.000,986435.000,1034861.000,1080713.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,338250.000,346652.000,355052.000,329999.000,329999.000,372628.000,308379.000,317191.000,326003.000,326003.000,343627.000,347334.000,351041.000,354748.000,358455.000,360553.000,362679.000,365233.000,363393.000,363591.000,363825.000,364059.000,364293.000,364617.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,,,,,,,,,,5007.000,,,,,
AdditionalPaidInCapitalCommonStock,23443522.000,24168125.000,24118226.000,24355117.000,24355117.000,24433717.000,24433521.000,24603035.000,24882734.000,25140842.000,25284768.000,25284768.000,25284768.000,25387253.000,25431900.000,25767775.000,26677654.000,26677654.000,26686141.000,26686141.000,26707572.000,27779700.000,27981469.000,27987785.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,9863.000,,,,9863.000,,,,32009.000,,,,32000.000,,,,51000.000,
Assets,738267.000,853833.000,1074559.000,761833.000,735245.000,709194.000,638681.000,694834.000,757545.000,642018.000,522975.000,535531.000,561160.000,561634.000,375360.000,534048.000,445825.000,428536.000,430940.000,434278.000,437528.000,433647.000,336854.000,374909.000
AssetsCurrent,515055.000,637523.000,866649.000,559679.000,537638.000,515659.000,433304.000,496706.000,568229.000,461514.000,351283.000,367546.000,396882.000,401063.000,218496.000,379282.000,292754.000,278019.000,241279.000,246524.000,251104.000,249094.000,162669.000,201030.000
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,,,,,37304.000,27098.000,25461.000,23824.000,22187.000,20550.000
Cash,65997.000,68842.000,373729.000,45634.000,10673.000,51589.000,24324.000,21442.000,70210.000,56366.000,8797.000,18753.000,40859.000,82196.000,7878.000,81176.000,16557.000,17553.000,10025.000,6263.000,22298.000,10228.000,6372.000,5021.000
CashFDICInsuredAmount,,,,,,,,,,,16000.000,,,,16000.000,90000.000,,,,9000.000,,,,
CashUninsuredAmount,,,,,,,53000.000,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,400000.000,205500.000,85000.000,,,,,,,,,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,22326033.000,22519683.000,22419683.000,23028017.000,23028017.000,23224517.000,23224517.000,23710231.000,24511628.000,24868770.000,24983055.000,24983055.000,24983055.000,25498055.000,25598055.000,27223055.000,30571866.000,30571866.000,30581866.000,30581866.000,30653542.000,30653542.000,30653543.000,30653543.000
CommonStockSharesOutstanding,22326033.000,21982616.000,22419683.000,23028017.000,23028017.000,23224517.000,23224517.000,23710231.000,24511628.000,24868770.000,24983055.000,24983055.000,24983055.000,25498055.000,25598055.000,27223055.000,30571866.000,30571866.000,30581866.000,30581866.000,30653542.000,30653542.000,30653543.000,30653543.000
