,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,259982.000,181377.000,228312.000,278406.000,82599.000,29516.000,23799.000,41738.000,448143.000,490456.000,230195.000,366401.000,138836.000,198555.000,226072.000,176722.000,114970.000
AccountsReceivableNetCurrent,,,,,,,,,23101.000,24842.000,20545.000,21395.000,12413.000,18092.000,29582.000,14070.000,28551.000
AccruedSalariesCurrent,,,,,0.000,1194.000,331527.000,1241194.000,1960537.000,2631537.000,3223187.000,3454837.000,4801337.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,6852.000,,,,25128.000,,,,56158.000,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,-26749.000,-67480.000,-62267.000,-87522.000,-80306.000,-75551.000,,-95569.000,-91042.000
AdditionalPaidInCapital,3119224.000,3262447.000,3561803.000,190300.000,2453713.000,3176751.000,3526561.000,3562961.000,3853068.000,4577908.000,5601369.000,9764593.000,10159545.000,11389943.000,,14027970.000,31235145.000
AdvancesToAffiliate,,,,,,,,,182998.000,206576.000,210132.000,219316.000,209153.000,231452.000,222506.000,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,0.000,0.000
Assets,517404.000,386168.000,348434.000,70521.000,81755.000,106242.000,63602.000,193789.000,491055.000,718196.000,403378.000,2519096.000,1150387.000,954060.000,620447.000,422576.000,260845.000
AssetsCurrent,513683.000,383191.000,321201.000,68321.000,77719.000,87913.000,40877.000,10382.000,115847.000,438720.000,244441.000,1441298.000,804138.000,740384.000,413104.000,219368.000,58907.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,128000.000,
BuildingsAndImprovementsGross,,,,,,,,,,,,651008.000,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,162814.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,475651.000,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,743599.000,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,,,18060.000,
CapitalizedComputerSoftwareNet,,,,,,,,,,,,11076.000,,,,,
Cash,1739.000,538.000,4573.000,63321.000,59069.000,65962.000,21915.000,5089.000,66823.000,386469.000,198345.000,1259359.000,603350.000,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,403110.000,191131.000,172653.000,1522.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,,20000.000,30000.000
CommonStockSharesAuthorized,1800000000.000,1800000000.000,1800000000.000,1800000000.000,1800000000.000,1800000000.000,450000.000,200000000.000,200000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,9251692.000,10547545.000,18022357.000,1207385066.000,1371336466.000,792318500.000,218203.000,223455.000,597455.000,1612617.000,3297322.000,15246734.000,15669399.000,21705607.000,27369357.000,51072.000,1670382.000
CommonStockSharesOutstanding,,,,,,,,,,,,,,21705607.000,27369357.000,51072.000,1670382.000
CommonStockValue,925.000,1055.000,1802.000,120739.000,137134.000,79232.000,22.000,22.000,60.000,162.000,330.000,1526.000,1569.000,2171.000,,5.000,167.000
ConvertibleNotesPayable,,,,218824.000,57136.000,184000.000,215591.000,399236.000,391591.000,345591.000,329621.000,564591.000,403141.000,,,,
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,,,,,,,,,4.000,300.000,,
CumulativeEarningsDeficit,,,,,,,,,-2139167.000,-2647918.000,-3294128.000,-2289808.000,-4032882.000,,,,
CustomerAdvancesAndDeposits,,,,,,,,,,,111742.000,111742.000,,,,,
DebtInstrumentFairValue,,,,,,,,,,,,,,,,196235.000,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,,2351872.000,0.000
DeferredCompensationLiabilityCurrent,,,,,,,,,,,,,,5901337.000,,8132337.000,3815.000
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,,,,,,,,,,,,,8132337.000,3815.000
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,,,,354846.000,,,,,,,,,
DeferredRevenue,,,,,,,,10000.000,7500.000,5000.000,2500.000,,,22312.000,14091.000,5968.000,
DeferredRevenueCurrent,,,,,,,,,,,,,,,,,283.000
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,2528290.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,-354846.000,,,,,,,,-2528290.000,
Deposits,,,,,,,,,,,,,,,,10000.000,10000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-3481379.000,-3713060.000,-4045760.000,-1356842.000,2648827.000,3365451.000,4033898.000,5068767.000,,,,,,,,,
DueFromAffiliateCurrent,,,,,,,,,,,,,,,0.000,,
DueFromRelatedParties,,,,,,,,,,,,,,,,,5000.000
DueToRelatedPartiesCurrent,,,,587742.000,,,,8743.000,182998.000,206576.000,210132.000,219316.000,209153.000,231452.000,222506.000,256340.000,249717.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,356738.000,263138.000,135787.000,,,,,,
ForeignCurrencyExchangeRateTranslation1,,,,,,,,,,,,,,,,1.570,
FurnitureAndFixturesGross,,,,,,,,,,,,77781.000,,,,92452.000,
InventoryNet,,,,,,,,,12173.000,15172.000,12814.000,10217.000,10555.000,13483.000,13261.000,13286.000,10607.000
InventoryValuationReserves,,,,,,,,,,,,,,,,0.000,2284.000
InvestmentOwnedAtCost,,,,,,,,,,,,10000.000,10000.000,1874.000,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,,,,,100000.000,150000.000,150000.000,,0.000
InvestmentsInAndAdvancesToAffiliatesBalancePrincipalAmount,,,,,,,,,,,,,0.000,0.000,,,
Land,,,,,,,,,,,,233770.000,,,,,
LeaseholdImprovementsGross,,,,,,,,,,,,10854.000,,,,10854.000,
Liabilities,,,,,,,,,,,,,,6385501.000,7688259.000,8856990.000,403627.000
