,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableAndAccruedLiabilitiesCurrent,,89644.000,116650.000,,,220222.000,239672.000,20724.000,34107.000,54453.000,57925.000,91898.000,88765.000
AccruedLiabilitiesCurrent,70958.000,,,172371.000,184572.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,12209563.000,12263381.000,12263382.000,12263382.000,12263382.000,12269899.000,12269899.000,12881894.000,12881894.000,12953895.000,12953895.000,13077137.000,13119805.000
Assets,5214.000,34442.000,,1098.000,664.000,11835.000,,27719.000,,72575.000,10930.000,108888.000,24719.000
AssetsCurrent,,,,,,,,,,,,94645.000,10476.000
CapitalUnitsAuthorized,,,,,,125000000.000,,,,125000000.000,,,
Cash,,,,,,,,,,,,,-24.000
CashAndCashEquivalentsAtCarryingValue,5214.000,34442.000,6156.000,1098.000,664.000,,,,,62075.000,430.000,84145.000,-24.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,2697.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,2830.000,2830.000,2830.000,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,2420509.000,21624509.000,21624509.000,21624509.000,21624509.000,21742322.000,21742322.000,2041368.000,2041368.000,10041469.000,10041469.000,24284469.000,24374000.000
CommonStockSharesOutstanding,2420509.000,21624509.000,21624509.000,21624509.000,21624509.000,21624509.000,21742322.000,2041368.000,2041368.000,10041469.000,10041469.000,24284469.000,24374000.000
CommonStockSharesSubscriptions,,,,,,50.000,50.000,1.000,1.000,1.000,1.000,91.000,
CommonStockValue,2421.000,21625.000,21624.000,21624.000,21624.000,21742.000,21742.000,2041.000,2041.000,10041.000,10041.000,24284.000,24374.000
ConvertibleNotesPayableCurrent,,,,,,,,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000
DebtInstrumentFaceAmount,,,,,,,,,,,,22000.000,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,0.080,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,5370000.000,,,,5370000.000,,,
DueFromRelatedPartiesCurrent,,,,,,,,27719.000,,,,,
DueToOfficersOrStockholdersCurrent,41000.000,45500.000,45500.000,46912.000,51286.000,,,,,,,,
DueToRelatedPartiesCurrent,,,,46912.000,51286.000,60000.000,95000.000,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,14243.000,14243.000
InterestPayableCurrent,,,,,,,,,,,,147.000,
InterestPayableCurrentAndNoncurrent,,,,,,,,,583.000,,,,
Liabilities,111958.000,171304.000,199874.000,259283.000,275858.000,430295.000,484745.000,120724.000,134107.000,274453.000,277925.000,342898.000,339765.000
LiabilitiesAndStockholdersEquity,5214.000,34442.000,6156.000,1098.000,664.000,11835.000,,27719.000,,72575.000,10930.000,108388.000,24719.000
LoansPayableCurrent,,,,,,65073.000,65073.000,,,,,,
NotesAndLoansReceivableNetCurrent,,,,,,,,,,10500.000,10500.000,10500.000,10500.000
NotesPayable,,,,40000.000,40000.000,,,,,,,,
NotesPayableCurrent,,36160.000,37724.000,,,85000.000,85000.000,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,25000.000,25000.000,120000.000,120000.000,151000.000,151000.000
OtherAssetsCurrent,,,,,,11835.000,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,,,,0.001,,,,0.001,,,
PreferredStockSharesAuthorized,25000000.000,25000000.000,,,,25000000.000,,,,25000000.000,,,
PreferredStockSharesIssued,0.000,0.000,,,,,,,,,,,
PreferredStockValue,0.000,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-12318728.000,-12421868.000,-12478724.000,-12543191.000,-12560200.000,-12710151.000,-12776436.000,-12976941.000,-13018043.000,-13162985.000,-13228102.000,-13332692.000,-13459225.000
ShortTermDebtPercentageBearingFixedInterestRate,,,,,,0.080,0.080,,,,,,
StockholdersEquity,-106744.000,-136862.000,-193718.000,-258185.000,-275194.000,-418460.000,-484745.000,-93005.000,-134107.000,-201878.000,-266995.000,-234010.000,-315046.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-106744.000,-136862.000,-193718.000,-258185.000,-275194.000,-418460.000,,-93005.000,,-201878.000,-266995.000,-234510.000,-315046.000
