,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,429500000.000,426100000.000,438600000.000,439300000.000,412400000.000,447900000.000,452200000.000,453700000.000,462700000.000,477800000.000,484400000.000,459300000.000,466200000.000,431400000.000,459600000.000
AccountsReceivableNetCurrent,588500000.000,556200000.000,589200000.000,627800000.000,596900000.000,622600000.000,606000000.000,605000000.000,585600000.000,635400000.000,635100000.000,616400000.000,583500000.000,589900000.000,607400000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,20900000.000,,,,20200000.000,,,,,,
AccruedIncomeTaxesCurrent,,,,,10300000.000,,,,8100000.000,,,,,,
AccruedLiabilitiesCurrent,212000000.000,252600000.000,228000000.000,229100000.000,202100000.000,194200000.000,214000000.000,190100000.000,212100000.000,195300000.000,224700000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,160200000.000,,,,189200000.000,,,,170800000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,-20800000.000,-20500000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-27300000.000,-74300000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-9900000.000,-80200000.000,-27800000.000,-76700000.000,-49400000.000,-94700000.000,-84200000.000,-24200000.000,2500000.000,-3700000.000,-6000000.000,-133900000.000,-229900000.000,-395100000.000,-359400000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,22500000.000,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,1360400000.000,1359500000.000,1346800000.000,1357300000.000,1356700000.000,1355700000.000,1354800000.000,1354200000.000,1353400000.000,1342400000.000,1334600000.000,1329400000.000,1717600000.000,1713000000.000,1725500000.000
AdvancesToAffiliate,,,,,,,,,,,,0.000,0.000,0.000,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,10700000.000,10500000.000,11300000.000,13300000.000,14400000.000,14900000.000,14900000.000,15400000.000,14800000.000,15000000.000,14400000.000,13200000.000,12200000.000,12100000.000,12600000.000
Assets,5271400000.000,5189700000.000,5297500000.000,5881200000.000,5402000000.000,5160200000.000,5157800000.000,5211300000.000,5209000000.000,5224900000.000,5255900000.000,5059000000.000,4988800000.000,4773600000.000,4892700000.000
AssetsCurrent,1301200000.000,1301700000.000,1365000000.000,1937000000.000,1411300000.000,1227000000.000,1232400000.000,1229700000.000,1215800000.000,1244700000.000,1286400000.000,1242000000.000,1202600000.000,1153800000.000,1224300000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,262100000.000,117000000.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,41200000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,128800000.000,60000000.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,92100000.000,44000000.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,,,,,13000000.000,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,,,,,,,,,19000000.000,,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueLow,,,,,,,,,,,,,3000000.000,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,11600000.000,,
CapitalLeaseObligations,,,,,,,,,,18400000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,23900000.000,,,,21500000.000,,,,18100000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,5700000.000,,,,6300000.000,,,,5100000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,2200000.000,,,,2000000.000,,,,600000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,3900000.000,,,,3000000.000,,,,3000000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,3800000.000,,,,4300000.000,,,,3900000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,5100000.000,,,,4900000.000,,,,5500000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,3200000.000,,,,1000000.000,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,4200000.000,,,,2900000.000,,,,2200000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,19700000.000,,,,18600000.000,,,,15900000.000,,
CashAndCashEquivalentsAtCarryingValue,109300000.000,164600000.000,143000000.000,123200000.000,139800000.000,143600000.000,148300000.000,152500000.000,135600000.000,130200000.000,151600000.000,120800000.000,118000000.000,98500000.000,129900000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
