,2011-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-64604.000,4483.000,-3304.000,-7285.000,2617.000
DebtInstrumentInterestRateDuringPeriod,,0.150,,,
EarningsPerShareBasicAndDiluted,-0.000,0.000,0.000,-0.000,0.000
GeneralAndAdministrativeExpense,32027.000,50799.000,29348.000,36290.000,39439.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,561.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-200.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,200.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,7423.000,-3995.000,-3956.000,-995.000,2056.000
IncreaseDecreaseInNotesReceivableCurrent,-22914.000,,,,
NetCashProvidedByUsedInFinancingActivities,-50000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-50000.000,,,,
NetCashProvidedByUsedInOperatingActivities,-14604.000,4483.000,-3304.000,-7285.000,2617.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-14604.000,4483.000,-3304.000,-7285.000,2617.000
NetIncomeLoss,887.000,8478.000,652.000,-6290.000,561.000
OperatingExpenses,32027.000,50799.000,29348.000,36290.000,39439.000
OtherNonoperatingIncome,32914.000,59277.000,30000.000,30000.000,40000.000
ProceedsFromIssuanceOfCommonStock,-1.000,,,,
ProceedsFromOtherEquity,-49999.000,,,,
StockRepurchasedAndRetiredDuringPeriodShares,,100000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6534492.000,6534492.000,6534492.000,6534492.000,6534492.000
