,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableTrade,562331.000,476699.000,,,,,,,,,,,,,,,,,,
AccountsPayableTradeCurrent,,,,846609.000,833987.000,782576.000,800702.000,297972.000,331913.000,319489.000,18211.000,47258.000,47084.000,70036.000,69993.000,27294.000,33973.000,3000.000,,20380.000
AccountsReceivableNetCurrent,596131.000,526413.000,,481501.000,423319.000,343066.000,392533.000,11013.000,,,,,,,,,,,,
AccruedLiabilities,414928.000,216870.000,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,311664.000,360796.000,423139.000,452429.000,140109.000,202682.000,296550.000,9664.000,9664.000,9664.000,112058.000,109475.000,191792.000,240633.000,353788.000,463789.000,394003.000
AccruedPayrollTaxesCurrent,,,,,72058.000,,,,,,,,,,,,,,,
AccruedRentCurrent,,,,,5465.000,,,,0.000,,,,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,65567.000,,,,,,,,,,,
AccruedVacationCurrent,,,,,93290.000,,,,0.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-3717184.000,,,,2432.000,,,,,47915.000,,,69018.000,76142.000,,
AdditionalPaidInCapital,4788356.000,9277185.000,,9297436.000,9297446.000,9297446.000,9320461.000,9641916.000,9667866.000,9771185.000,11463080.000,11507419.000,11507420.000,11507455.000,11507455.000,11600504.000,11600504.000,12001259.000,12584559.000,12821677.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,50000.000,,,,,,,,,,,,,,,
Assets,2663214.000,620786.000,,522499.000,478136.000,405946.000,427907.000,71698.000,21288.000,2127.000,1310461.000,1283743.000,1250791.000,1315344.000,1275824.000,1273836.000,1347778.000,1698731.000,1656994.000,1643699.000
AssetsCurrent,599225.000,551072.000,,494230.000,452822.000,382367.000,407726.000,70223.000,20020.000,909.000,82259.000,55767.000,19750.000,49358.000,16895.000,21965.000,81320.000,65123.000,36413.000,31700.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,0.000,,,,,,,,,,,
AssetsHeldForSaleCapitalLeasedAssetsNet,,,,18086.000,,14285.000,10545.000,,,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,,18086.000,15241.000,14285.000,10545.000,,,,,,,,,,,,,
AssetsHeldForSaleLongLived,,,,,,,,,0.000,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,18086.000,-15241.000,14285.000,10545.000,,0.000,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,8538.000,8538.000,,,,,,,,,,,
BridgeLoan,,,,,,,,267500.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,,,,,,1149707.000,,,,1117181.000,,
CapitalizedComputerSoftwareNet,1987189.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,11065.000,,6417.000,24692.000,32995.000,11243.000,57616.000,19622.000,909.000,78616.000,28806.000,9467.000,42747.000,12937.000,3487.000,68409.000,44148.000,24268.000,10793.000
CashEquivalentsAtCarryingValue,3094.000,11065.000,975.000,6417.000,24692.000,32995.000,11243.000,57616.000,,,,,,,,,,,,
CashUninsuredAmount,,,,,0.000,,,,0.000,,,,,,,,,0.000,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,,,0.325,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,287500.000,162500.000,,,0.000,0.000,0.000,,,
CommonStockParOrStatedValuePerShare,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,45000000.000,,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,6832100.000,,13808580.000,13871080.000,13871080.000,13871080.000,13871080.000,14911080.000,15011080.000,15011080.000,41561631.000,41698479.000,41698479.000,41698479.000,44798479.000,28284924.000,28284924.000,28284924.000,29392087.000,28284924.000
CommonStockSharesOutstanding,6832100.000,,13808580.000,13871080.000,13871080.000,13871080.000,13871080.000,14911080.000,15011080.000,15011080.000,41561631.000,41698479.000,41698479.000,41698479.000,44798479.000,2084925.000,28284924.000,28284924.000,29392087.000,28284924.000
CommonStockValue,6832.000,13809.000,,13872.000,13871.000,13871.000,13871.000,,,,,,41698.000,41665.000,44765.000,29185.000,29185.000,228680.000,29392.000,29924.000
CommonStockValueOutstanding,,,,,,,,14911.000,15011.000,15011.000,41562.000,41699.000,,,,,,,,
ConvertibleDebtCurrent,,,,15000.000,15000.000,15000.000,15000.000,,,,,,,,,,,,,
ConvertibleNotesPayable,,,,,15000.000,,,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,810000.000,10000.000,,,,,,,,,,,,,,,,,,
ConvertiblePreferredStockSharesIssuedUponConversion,,,,13011.000,,13609.000,13902.000,,,,,,,,,,,,,
CustomerDepositsNoncurrent,,,,,,,,,,,3600.000,5700.000,4900.000,4900.000,4900.000,4900.000,4900.000,4900.000,4900.000,5100.000
DebtCurrent,,,,,-1024900.000,,,,524900.000,,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,0.120,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,0.000,,,,,,,,,,,,,,,31881.000
DeferredFinanceCostsNet,,500.000,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,1329.000,,,,,,,,,,,,,,,,,,,
DeferredRevenueNoncurrent,,,,,,,,,,,6900.000,9900.000,15300.000,21400.000,10900.000,12400.000,13900.000,15400.000,22900.000,30400.000
DeferredTaxAssetsGross,,,,,,,,,,,2572000.000,2592000.000,2960000.000,,,,,,,
DeferredTaxAssetsGrossCurrent,,,,,3151000.000,,,,2868000.000,,,,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,1000.000,,,,,,,,,,,
DeferredTaxAssetsNet,,,,3060000.000,,3113000.000,3142000.000,2820000.000,,3007000.000,,,,0.000,,,,0.000,,
DeferredTaxAssetsNetCurrent,,,,,,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,3098000.000,,,,2868000.000,,,,,3171000.000,,,,61363.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,36000.000,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,19000.000,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,-2000.000,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,3144000.000,,,,,,,,,3171000.000,,,,61363.000,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,-3151000.000,,,,2868000.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,7000.000,,,,1000.000,,,,,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,,,,,-7000.000,,,,,,,,,,,,,,,
DepositAssets,,,,,,,,818.000,818.000,818.000,818.000,818.000,8618.000,8618.000,8618.000,8618.000,8618.000,5381.000,6879.000,2323.000
Deposits,28649.000,28649.000,,,,,,,,,,,,,,,,,,
DepositsAssetsCurrent,,,,935.000,935.000,1045.000,1045.000,,,,,,,,,,,,,
DerivativeLiabilities,,,,,,,,,,,,,,,,,129930.000,792445.000,764727.000,877178.000
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,,,-10817.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,,,,,,,,,10817.000,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,,,,,,,1161.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,,,,,,,,,1161.000,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,,,,18194.000,18194.000,,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,9514.000,,,,,,,,,,,
InterestPayableCurrent,,,,,127077.000,,,,113153.000,,,,,,,,,,,
Land,,,,,,,,,,,,,,155576.000,,,,482205.000,,
Liabilities,2895694.000,1375268.000,,2473256.000,2473278.000,2442303.000,2513020.000,962981.000,1059495.000,1159864.000,1056711.000,1083571.000,1097956.000,1206751.000,1183889.000,1220627.000,1398101.000,2405774.000,2486084.000,2545514.000
LiabilitiesAndStockholdersEquity,2663214.000,620786.000,,522499.000,478136.000,405946.000,427907.000,71698.000,21288.000,2127.000,1310461.000,1283743.000,1250791.000,1315344.000,1275824.000,1273836.000,1347778.000,1698731.000,1656994.000,1643699.000
LiabilitiesCurrent,2895694.000,1375268.000,,2473256.000,,,,,,,67259.000,87432.000,102653.000,213397.000,202958.000,226916.000,412933.000,1182420.000,1517959.000,1592741.000
LiabilitiesFairValueDisclosureRecurring,,,,,,,,,,,,,,,,,,461162.000,,
LoansAndLeasesReceivableConsumer,,,,,,,,,,,2280.000,17502.000,908.000,1161.000,1032.000,1162.000,165.000,79.000,691.000,-4241.000
LongTermDebt,,,,,,,,,,,,,,998356.000,,,,1203054.000,,
LongTermDebtCurrent,,,,,,,,,,,39384.000,30510.000,30905.000,31303.000,23490.000,7830.000,8397.000,33187.000,289443.000,301180.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,,104788.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,,,,828678.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,,,,33588.000,,,,1169867.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,,,,,,,,,31302.000,,,,33187.000,,
LongTermDebtNoncurrent,,,,,,,,,,,978952.000,980539.000,975103.000,967054.000,965131.000,976411.000,966368.000,1203054.000,940325.000,917273.000
LongTermNotesPayable,,,,,,,,,0.000,,,,,,,,,,,
LongtermDebtPercentageBearingFixedInterestAmount,,,,4516.000,,,,,,,,,,,,,,,,
NotesPayable,,,,,1024900.000,,,,,,,,,,,,,,,
NotesPayableCurrent,50000.000,50000.000,,450000.000,450000.000,450000.000,450000.000,50000.000,75000.000,75000.000,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,559900.000,,,,,468825.000,,,,,,,,,,
NotesPayableRelatedPartiesCurrent,328333.000,367733.000,,559483.000,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,265671.000,,,,,108600.000,,,,311400.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,147337.000,,,,,,,,,36900.000,,,,115200.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,2880.000,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,,,121450.000,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,126387.000,,,,,,,,,42000.000,,,,62900.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,149159.000,,,,,,,,,29700.000,,,,133300.000,,
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,,,144221.000,,,,,,,,,,,
OperatingLossCarryforwards,,,,7850000.000,,7983000.000,8060000.000,7230000.000,,7712000.000,7565000.000,7627000.000,7600000.000,,,,,,,
OtherAccruedLiabilitiesCurrent,,,,,62906.000,,,,23962.000,,,,,,,,,,,
OtherNotesPayable,,,,400000.000,,,,,,,,,,,,,,,,
OtherShortTermBorrowings,,,,,,559900.000,559900.000,474900.000,449900.000,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,10000000.000,5000000.000,5000000.000,10000000.000,5000000.000
PreferredStockSharesIssued,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
PrepaidExpense,,13094.000,,,,,,,,,,,,,,,,,,
PrepaidExpenseCurrent,,,,6312.000,4811.000,6306.000,3950.000,1594.000,398.000,,1363.000,9459.000,8975.000,5450.000,2926.000,17316.000,12746.000,20896.000,11454.000,25148.000
PropertyPlantAndEquipmentGross,,,,,3741563.000,,,,2882.000,,,,,1305283.000,,,,1599386.000,,
PropertyPlantAndEquipmentNet,46822.000,41065.000,,9248.000,9138.000,8249.000,8591.000,657.000,450.000,400.000,1227384.000,1227158.000,1220101.000,1257368.000,1250311.000,1243253.000,1257840.000,1523244.000,1562579.000,1577795.000
RetainedEarningsAccumulatedDeficit,-5027668.000,-10045476.000,,-11262065.000,-11306459.000,-11347674.000,-11419445.000,-10548110.000,-10721084.000,-10943933.000,-11250892.000,-11348946.000,-11396283.000,-11440527.000,-11460285.000,-11576480.000,-11680012.000,-12936983.000,-13443041.000,-13753416.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,,,0.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,0.390,,,,0.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,,959088.000,959088.000,950588.000,943088.000,,942088.000,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,3000000.000,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,2598334.000,,,,1795000.000,,,,,,,,,500000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.860,,,,0.790,,,,,,,,,0.400,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,,,0.000,,,,,,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,2598334.000,,,2260000.000,1795000.000,,,,,,0.000,0.000,0.000,500000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.860,,,0.830,0.790,,,,,,,,,0.400,,
SharePrice,,,,0.380,,0.380,0.360,,,,,,,,,,0.422,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,,,,,,,,,0.000,,,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,,,0.000,,,,,,,,,0.000,,
ShortTermBorrowings,,,,,,,,,,,,,15000.000,,,,,,,
StockholdersEquity,-232480.000,-754482.000,,-1950757.000,-1995142.000,-2036357.000,-2085113.000,-891283.000,-1038207.000,-1157737.000,253750.000,200172.000,152835.000,108593.000,91935.000,53209.000,-50323.000,-707044.000,-829090.000,-901815.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-232480.000,-754482.000,,-1950757.000,-1995142.000,-2036357.000,-2085113.000,-891283.000,-1038207.000,-1157737.000,253750.000,200172.000,152835.000,108593.000,91935.000,53209.000,-50323.000,-707043.000,-829090.000,-901815.000
