,2014-03-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,994996.000,741819.000,890101.000,3425278.000,2523053.000,7585449.000
AccountsReceivableNetCurrent,1189344.000,1516645.000,7724429.000,306600.000,403037.000,99830.000
AdditionalPaidInCapital,51472491.000,54590321.000,62651321.000,83594871.000,86219100.000,85811121.000
AllowanceForDoubtfulAccountsReceivable,1200000.000,1200000.000,1200000.000,8450000.000,8450000.000,8510912.000
Assets,2891159.000,4117936.000,10197193.000,1725650.000,1717206.000,552130.000
AssetsCurrent,2727049.000,3595863.000,9647125.000,554863.000,592886.000,238622.000
AssetsFairValueDisclosure,19018.000,522610.000,,16578.000,21975.000,
Cash,19018.000,522610.000,177974.000,16578.000,21975.000,16850.000
CashAndCashEquivalentsAtCarryingValue,19018.000,522610.000,177974.000,16578.000,21975.000,16850.000
CashAndCashEquivalentsFairValueDisclosure,19018.000,522610.000,177974.000,16578.000,21975.000,
CashFDICInsuredAmount,,250000.000,250000.000,250000.000,250000.000,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,1.000,1.000,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,2600000.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,350000000.000,950000000.000,10950000000.000
CommonStockSharesIssued,70687172.000,76137172.000,92007172.000,271689241.000,479262001.000,728040377.000
CommonStockSharesOutstanding,70687172.000,76137172.000,92007172.000,271689241.000,479262001.000,728040377.000
CommonStockValue,7069.000,7614.000,9201.000,27169.000,47926.000,72804.000
DebtInstrumentUnamortizedDiscount,0.000,123530.000,,18118.000,36364.000,103400.000
DeferredCompensationEquity,1307277.000,1004776.000,2304753.000,8413410.000,5844350.000,4093866.000
DeferredIncomeTaxLiabilities,2098400.000,2098400.000,2098000.000,,,
DeferredTaxAssetsNet,0.000,0.000,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,5856404.000,5856404.000,11410000.000,,,
DeferredTaxAssetsValuationAllowance,3758004.000,3758004.000,9312000.000,,,
DerivativeLiabilities,5946601.000,3238651.000,3045185.000,40234.000,4023.000,
DerivativeLiabilitiesCurrent,5946601.000,3238651.000,3045185.000,40234.000,4023.000,1609.000
DividendsPayableCurrent,26452.000,26452.000,26453.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,4163375.000,3800587.000,
FiniteLivedIntangibleAssetsNet,75396.000,68542.000,61687.000,41125.000,34271.000,27416.000
IntangibleAssetsNetExcludingGoodwill,75396.000,68542.000,61687.000,41125.000,34271.000,
InventoryNet,1420963.000,1448601.000,898601.000,100000.000,100000.000,67400.000
Liabilities,12536876.000,11676551.000,14840133.000,22533092.000,17571576.000,35262557.000
LiabilitiesAndStockholdersEquity,2891159.000,4117936.000,10197193.000,1725650.000,1717206.000,552130.000
LiabilitiesCurrent,12199376.000,10872372.000,14502633.000,22053647.000,17092131.000,35078099.000
LiabilitiesFairValueDisclosure,7893228.000,4498330.000,,4163375.000,3800587.000,
LongTermNotesPayable,0.000,466679.000,,142000.000,142000.000,184458.000
NotesPayableCurrent,1946627.000,793000.000,1515444.000,3981141.000,3654564.000,3393457.000
NotesPayableFairValueDisclosure,1946627.000,1259679.000,1515444.000,4123141.000,3796564.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,218000.000,873000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,806000.000,214000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,853000.000,461000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,873000.000,806000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,873000.000,852000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,1102000.000,428000.000,,
OtherAssetsNoncurrent,75396.000,443306.000,437282.000,419149.000,412295.000,27416.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
PreferredStockValue,,,,,,0.000
PrepaidExpenseCurrent,97724.000,108007.000,846121.000,131685.000,67874.000,54542.000
PropertyPlantAndEquipmentNet,88714.000,78767.000,112786.000,751638.000,712025.000,286092.000
RetainedEarningsAccumulatedDeficit,-59818063.000,-61151837.000,-64998782.000,-96016172.000,-96277146.000,-116500586.000
SecurityDeposit,,374764.000,375595.000,378024.000,378024.000,0.000
SharePrice,,0.480,0.430,0.010,0.001,
StockholdersEquity,-9645717.000,-7558615.000,-4642940.000,-20807442.000,-15854370.000,-34710427.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-9645717.000,-7558615.000,-4642940.000,-20807442.000,-15854370.000,-34710427.000
WarrantsAndRightsOutstanding,200000.000,,,,,
