,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,5788000.000,5925000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,50871000.000,,22802000.000,25623000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,153000.000,83000.000
AdvertisingExpense,2200000.000,2200000.000,1900000.000,2600000.000
AllocatedShareBasedCompensationExpense,52504000.000,33861000.000,26479000.000,29809000.000
AmortizationOfDebtDiscountPremium,-377000.000,,,
AmortizationOfIntangibleAssets,192000.000,614000.000,1674000.000,1181000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,7760000.000,6922000.000,,
AssetImpairmentCharges,0.000,0.000,0.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,25000.000,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,-4000000.000,
CapitalExpendituresIncurredButNotYetPaid,,,2862000.000,1003000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,9950000.000,-22139000.000,4807000.000,-14881000.000
ComprehensiveIncomeNetOfTax,-66541000.000,-90079000.000,78993000.000,-21970000.000
ConversionOfStockAmountConverted1,270725000.000,,,
CostOfGoodsSold,150315000.000,77158000.000,202430000.000,106583000.000
CostOfRevenue,211504000.000,134951000.000,263816000.000,172809000.000
CostOfServices,61189000.000,57793000.000,61386000.000,66226000.000
CurrentForeignTaxExpenseBenefit,452000.000,613000.000,192000.000,309000.000
CurrentIncomeTaxExpenseBenefit,337000.000,1804000.000,4680000.000,1377000.000
CurrentStateAndLocalTaxExpenseBenefit,-115000.000,1191000.000,4488000.000,1068000.000
DebtConversionConvertedInstrumentAmount1,79441000.000,,,
DebtInstrumentIncreaseAccruedInterest,558000.000,,,
DeferredFederalIncomeTaxExpenseBenefit,-47000.000,,-1091000.000,
DeferredForeignIncomeTaxExpenseBenefit,-189000.000,-382000.000,-481000.000,998000.000
DeferredIncomeTaxExpenseBenefit,-113000.000,-382000.000,-1609000.000,998000.000
DeferredIncomeTaxesAndTaxCredits,,-225000.000,-1492000.000,614000.000
DeferredRevenueAdditions,343455000.000,276228000.000,281779000.000,294604000.000
DeferredRevenueRevenueRecognized,326858000.000,191288000.000,-489559000.000,
DeferredRevenueRevenueRecognized1,,,,311008000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,123000.000,,-37000.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,0.000,0.000,0.000
DepreciationAndAmortization,,5900000.000,6100000.000,7400000.000
DepreciationDepletionAndAmortization,6646000.000,6467000.000,7822000.000,8623000.000
EarningsPerShareBasic,,,1.600,-0.420
EarningsPerShareBasicAndDiluted,-4.540,-1.840,,
EarningsPerShareDiluted,,,1.550,-0.420
EffectOfExchangeRateOnCashAndCashEquivalents,,-121000.000,-188000.000,-111000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,0.350,0.350
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,2900000.000,1100000.000,600000.000,800000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,153000.000,83000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,83000.000
ExtinguishmentOfDebtGainLossIncomeTax,8287000.000,,,
ExtinguishmentOfDebtGainLossNetOfTax,-22900000.000,,,
GeneralAndAdministrativeExpense,45160000.000,41260000.000,46372000.000,45801000.000
GoodwillAcquiredDuringPeriod,,4685000.000,4792000.000,
GoodwillImpairmentLoss,,0.000,0.000,0.000
GoodwillPurchaseAccountingAdjustments,,85000.000,-295000.000,
GoodwillTranslationAdjustments,,-488000.000,-454000.000,
GrossProfit,115354000.000,56337000.000,225743000.000,138199000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,3492000.000,,
ImpairmentOfIntangibleAssetsFinitelived,,,,2204000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-28774000.000,-57125000.000,116530000.000,22884000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-66583000.000,-87748000.000,83057000.000,-19254000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-37809000.000,-30623000.000,-33473000.000,-42138000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-66583000.000,-87748000.000,,
