,2011-04-29,2012-04-27,2013-04-26,2014-04-25,2015-04-24,2016-04-29,2017-04-28
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,2082000.000,1133000.000
AccretionExpense,,,,-1918000.000,-1859000.000,,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,-499000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,2967000.000,6127000.000,17197000.000
AdvertisingExpense,,51266000.000,45384000.000,36673000.000,38080000.000,36566000.000,9006000.000
AllocatedShareBasedCompensationExpense,,5603000.000,,,,,7269000.000
AmortizationOfFinancingCostsAndDiscounts,,,,364000.000,1099000.000,2188000.000,4201000.000
AmortizationOfIntangibleAssets,,,596000.000,157000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,567698.000,141000.000,,,,215889.000
AssetImpairmentCharges,,,,,8861000.000,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,-0.100,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,-0.100,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,-2895000.000,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,1616832000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,40195000.000,-21784000.000,-26936000.000,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,0.000,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,2499000.000,0.000,0.000,
CommonStockDividendsPerShareCashPaid,0.780,0.950,1.075,1.205,1.240,1.300,1.360
CostOfRevenue,509849000.000,509816000.000,486855000.000,449070000.000,457039000.000,425585000.000,170820000.000
CurrentFederalTaxExpenseBenefit,,28742000.000,-45380000.000,7734000.000,8021000.000,27952000.000,-3647000.000
CurrentIncomeTaxExpenseBenefit,,33056000.000,-44913000.000,6498000.000,7275000.000,29583000.000,-3820000.000
CurrentStateAndLocalTaxExpenseBenefit,25510000.000,4314000.000,467000.000,-1236000.000,-746000.000,1631000.000,-173000.000
DeferredCompensationArrangementWithIndividualEmployerContribution,,618000.000,542000.000,580000.000,,,
DeferredFederalIncomeTaxExpenseBenefit,,-5388000.000,-326000.000,-6769000.000,-15243000.000,-28440000.000,8364000.000
DeferredIncomeTaxExpenseBenefit,-10446000.000,-5916000.000,-7567000.000,-6355000.000,-14791000.000,-28384000.000,7694000.000
DeferredIncomeTaxesAndTaxCredits,,,,-6355000.000,-14791000.000,-28384000.000,23921000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-528000.000,-7241000.000,414000.000,452000.000,56000.000,-670000.000
DefinedContributionPlanAdministrativeExpenses,,,,1942000.000,,,
Depreciation,,81301000.000,78869000.000,79299000.000,79917000.000,79450000.000,23875000.000
DepreciationAndAmortization,83148000.000,82112000.000,79482000.000,,,,24031000.000
DepreciationDepletionAndAmortization,83148000.000,82112000.000,79482000.000,79456000.000,80074000.000,79607000.000,60090000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,-57743000.000,,,,
Dividends,,,,,29426000.000,28261000.000,27475000.000
DividendsCommonStockCash,,,,,29056000.000,27861000.000,26915000.000
DividendsShareBasedCompensationCash,,,,,370000.000,400000.000,560000.000
EarningsPerShareBasic,1.790,2.450,-0.100,1.270,0.700,1.140,6.370
EarningsPerShareDiluted,1.780,2.450,-0.100,1.260,0.700,1.130,6.280
EffectiveIncomeTaxRateContinuingOperations,,,,0.005,-0.832,0.047,0.185
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,,-0.087,-0.292,0.134,0.135
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseCharitableContributions,,,,,-0.045,-0.019,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepreciation,,,,,,,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance,,,,-0.026,-0.069,0.024,-0.025
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,-0.037,0.001,-0.011,-0.014
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.034,0.005,0.051,0.009
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,-0.170,-0.724,0.211,
EffectiveIncomeTaxRateReconciliationTaxSettlementsStateAndLocal,,,,-0.040,0.000,0.000,
EmployeeBenefitsAndShareBasedCompensation,,,8770000.000,7105000.000,2967000.000,6127000.000,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,13347000.000,7027000.000,13432000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,0.840,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,791000.000,2390000.000,1756000.000,228000.000,1661000.000,2762000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,1671000.000,2641000.000,2700000.000,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,700000.000,2390000.000,1756000.000,228000.000,1661000.000,-499000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,-404000.000,,,,,,
FiniteLivedIntangibleAssetsAcquired,,,3544000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,820000.000,,,,,
FiniteLivedIntangibleAssetsUsefulLife,,15.000,,,,,
GainLossOnSaleOfOtherInvestments,2364000.000,34000.000,1277000.000,2249000.000,742000.000,-1640000.000,1691000.000
GainLossOnSaleOfPropertyPlantEquipment,17238000.000,5331000.000,38753000.000,-4842000.000,-5646000.000,-4532000.000,168859000.000
GoodwillImpairmentLoss,,,,,,0.000,0.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,2761000.000,,
ImpairmentOfLongLivedAssetsHeldForUse,,,68409000.000,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,12380000.000,2658000.000,8384000.000,15256000.000
IncomeLossFromContinuingOperations,,,,30968000.000,16553000.000,24222000.000,17036000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,79673000.000,99990000.000,-55342000.000,31111000.000,9037000.000,25421000.000,20910000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,1.170,0.700,1.140,0.860
IncomeLossFromContinuingOperationsPerDilutedShare,,,,1.160,0.700,1.130,0.850
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,2717000.000,0.000,0.000,109431000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,0.100,0.000,0.000,5.510
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,0.100,0.000,0.000,5.430
IncomeTaxExpenseBenefit,,27140000.000,-52480000.000,143000.000,-7516000.000,1199000.000,3874000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,34997000.000,-19370000.000,,,,
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,0.000,,,,,
