,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AmortizationOfDebtDiscountPremium,,,,,,197000.000,514000.000,,622000.000,623000.000,664000.000,1499000.000,632000.000,675000.000,740000.000,700000.000,589000.000,226000.000
AssetRetirementObligationAccretionExpense,112000.000,111000.000,114000.000,113000.000,144000.000,141000.000,139000.000,140000.000,165000.000,164000.000,165000.000,165000.000,273000.000,272000.000,273000.000,273000.000,253000.000,254000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,24447000.000,12052000.000,0.000,3629000.000,,,,,,
CapitalLeaseObligationsIncurred,11267000.000,1069000.000,3595000.000,19892000.000,,28626000.000,26402000.000,,62427000.000,42196000.000,26867000.000,-19759000.000,0.000,0.000,0.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-16749000.000,-15817000.000,-7541000.000,-22720000.000,-34879000.000,336904000.000,-74225000.000,-155755000.000,-103934000.000,3832000.000,-92489000.000,-72986000.000,-32283000.000,-35575000.000,-7813000.000,1776000.000,34071000.000,-33063000.000
CashFlowHedgeGainLossReclassifiedToOtherExpenseNet,,,,,,,,,-132000.000,,,,,,,,,
CashFlowHedgeGainLossReclassifiedToOtherIncomeNet,,,,,,,,,5330000.000,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,2451000.000,11606000.000,,10447000.000,3595000.000,7469000.000,-13016000.000,2311000.000,3009000.000,-60333000.000,-465586000.000,,-257849000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,,,,19836000.000,,,,,,,,,,,
CostOfGoodsSold,,13929000.000,19312000.000,,17139000.000,16539000.000,33291000.000,42523000.000,25648000.000,40977000.000,61382000.000,81149000.000,69990000.000,73001000.000,142069000.000,57887000.000,87462000.000,89599000.000
CostOfRevenue,12487000.000,12371000.000,,,,,,,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,,,,,,,0.000
DebtorReorganizationItemsDebtorInPossessionFacilityFinancingCosts,,,,,,,,,,,,,,,,,35000000.000,15000000.000
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,,,,,,,,,,,,,,,7517000.000,9457000.000
DebtorReorganizationItemsRevaluationOfAssetsAndLiabilities,,,,,,,,,,,,,,,,,92674000.000,10291000.000
DeferredIncomeTaxExpenseBenefit,,,3702000.000,,2414000.000,-3150000.000,16716000.000,2676000.000,,952000.000,-3097000.000,,1039000.000,2340000.000,-23747000.000,25284000.000,0.000,0.000
DepreciationDepletionAndAmortization,1558000.000,1558000.000,2185000.000,1683000.000,2000000.000,2101000.000,3758000.000,6735000.000,3846000.000,5741000.000,9607000.000,11898000.000,13631000.000,17634000.000,16308000.000,13431000.000,11109000.000,10168000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,331000.000,,,,8400000.000,,-14200000.000,12800000.000,-17800000.000,-12080000.000,0.000,0.000
EarningsPerShareBasic,,0.040,0.160,,0.130,0.070,0.150,0.180,0.100,0.040,0.050,-0.180,0.000,0.040,-0.600,-4.340,-0.860,-2.030
EarningsPerShareDiluted,,0.040,0.160,,0.130,0.070,0.150,0.170,0.100,0.040,0.050,-0.180,0.000,0.040,-0.600,-4.340,-0.860,-2.030
EffectiveIncomeTaxRateContinuingOperations,,,,,0.250,,0.250,,0.200,,,,0.347,0.339,0.303,,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,,0.350,0.350,0.350,-0.700,0.350,,,,0.350,
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,,0.350,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,2063000.000,-6882000.000,,,,0.000,,,,,,,
ExplorationExpenseMining,,,,,1018000.000,1205000.000,2966000.000,2178000.000,987000.000,1203000.000,940000.000,456000.000,728000.000,665000.000,619000.000,576000.000,619000.000,530000.000
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,,,-4644000.000,0.000
FiniteLivedIntangibleAssetsAmortizationExpense,,,,,92000.000,,,,,,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,34000.000,6000.000,-52000.000,16000.000,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,-8400000.000,,14200000.000,-12800000.000,17800000.000,12080000.000,28160000.000,0.000
GainLossOnDispositionOfAssets,6000.000,,22000.000,,,,,,,,,,,,,,,
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,,,,,,,,,,,,,28160000.000,0.000
