,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,134257000.000,151499000.000,167919000.000,168109000.000,131984000.000,129988000.000,129982000.000,142362000.000,116678000.000,122755000.000,120665000.000,145993000.000,119128000.000,140105000.000,129172000.000,145896000.000,131667000.000,138589000.000,136565000.000,142075000.000,120536000.000,131888000.000,129650000.000,146593000.000,137827000.000,143607000.000
AccountsReceivableNetCurrent,365578000.000,382089000.000,398402000.000,425147000.000,389118000.000,397238000.000,406570000.000,437390000.000,410650000.000,418031000.000,402708000.000,466703000.000,425161000.000,427495000.000,410900000.000,435648000.000,382385000.000,402404000.000,390540000.000,411420000.000,387296000.000,407972000.000,414607000.000,454988000.000,439413000.000,448098000.000
AccruedLiabilitiesCurrent,100532000.000,107207000.000,108442000.000,100320000.000,98631000.000,98419000.000,103712000.000,107834000.000,109463000.000,107806000.000,113217000.000,116831000.000,117913000.000,117763000.000,119641000.000,120530000.000,123341000.000,122057000.000,126684000.000,127645000.000,126139000.000,120278000.000,126599000.000,133167000.000,128671000.000,124879000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,340745000.000,,,,380005000.000,,,,418712000.000,,,,423310000.000,,,,436995000.000,,,,459470000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-5719000.000,,,,-5438000.000,-5259000.000,-4084000.000,-3708000.000,-2433000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,148035000.000,-142083000.000,-141276000.000,-142750000.000,110518000.000,,,,206045000.000,,,,212271000.000,,,,237444000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,27117000.000,64255000.000,24597000.000,-86938000.000,-66147000.000,-90882000.000,-74107000.000,-97461000.000,-114576000.000,-108741000.000,-80535000.000,-35036000.000,-33183000.000,-35573000.000,-76029000.000,-212949000.000,-219205000.000,-197425000.000,-238038000.000,-266649000.000,-259817000.000,-282775000.000,-266403000.000,-354998000.000,-331120000.000,-298386000.000
AdditionalPaidInCapitalCommonStock,602961000.000,608543000.000,613391000.000,616202000.000,619803000.000,622454000.000,625928000.000,638705000.000,641510000.000,644557000.000,647693000.000,653250000.000,660946000.000,669322000.000,673493000.000,670418000.000,674355000.000,678677000.000,682184000.000,697570000.000,707031000.000,715971000.000,725597000.000,730556000.000,734378000.000,738349000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,14120000.000,,,,14856000.000,,,,15961000.000,,,,14435000.000,,,,14234000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,12364000.000,12525000.000,12520000.000,12317000.000,12445000.000,12243000.000,12738000.000,,12766000.000,12774000.000,13948000.000,,14822000.000,15925000.000,17028000.000,,15190000.000,17028000.000,15704000.000,,14991000.000,13918000.000,15127000.000,,14800000.000,15306000.000
Assets,2298846000.000,2341279000.000,2295437000.000,2203474000.000,2113443000.000,2055626000.000,2061405000.000,2117400000.000,2070606000.000,2133437000.000,2144016000.000,2152819000.000,2135137000.000,2143420000.000,2107455000.000,2009110000.000,1975665000.000,2096949000.000,2053546000.000,2018485000.000,2035273000.000,2061747000.000,2220980000.000,2166777000.000,2203764000.000,2247950000.000
AssetsCurrent,1117197000.000,1098169000.000,1053146000.000,1018863000.000,905582000.000,860976000.000,838363000.000,864920000.000,828938000.000,875376000.000,848875000.000,913987000.000,890105000.000,886388000.000,872912000.000,849430000.000,814850000.000,912664000.000,868315000.000,862815000.000,866699000.000,900260000.000,946102000.000,896784000.000,912865000.000,913753000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,,,,,,,,,,,1100000.000,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,,,,,,,500000.000,,,,
CashAndCashEquivalentsAtCarryingValue,388102000.000,328763000.000,262473000.000,235601000.000,156192000.000,134766000.000,105374000.000,101702000.000,93209000.000,120217000.000,92222000.000,111874000.000,115804000.000,111012000.000,126311000.000,85263000.000,75359000.000,149309000.000,123299000.000,98887000.000,110595000.000,114646000.000,146133000.000,158674000.000,164893000.000,146334000.000
CashEquivalentsAtCarryingValue,,163000000.000,11300000.000,13600000.000,15500000.000,16900000.000,18678000.000,13600000.000,9319000.000,14466000.000,14300000.000,16900000.000,10787000.000,12805000.000,,14200000.000,12200000.000,7700000.000,17300000.000,18800000.000,17100000.000,19700000.000,19592000.000,21500000.000,28700000.000,33000000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000
CommonStockSharesIssued,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786000.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000,44786011.000
CommonStockSharesOutstanding,32143475.000,31884134.000,31584112.000,31590101.000,31448402.000,31026152.000,30643832.000,30410000.000,30185911.000,29945248.000,,29487075.000,29220329.000,28887558.000,28547411.000,28243007.000,27967560.000,27699352.000,27356838.000,27090118.000,26759102.000,26489610.000,26235560.000,26020234.000,25821995.000,25668054.000
CommonStockValue,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000,448000.000
ConcentrationRiskPercentage,,,,0.020,,,,,,,,,,,,,,,,,,,,,,
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,,,,,,,,,,,,,,,,,,,,,,,,,,1539000.000
DebtCurrent,,,,,,,,,,,,,,,,,,,,,,20945000.000,21779000.000,18974000.000,,21608000.000
DebtInstrumentFaceAmount,,,,,100000000.000,100000000.000,,50000000.000,50000000.000,,,,,250000000.000,250000000.000,,,250000000.000,250000000.000,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.063,0.063,,,,,,,,,,,,,,,,,,,,
