,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,19178000.000,23849000.000,23206000.000,21794000.000,18118000.000,14211000.000,22887000.000,17557000.000,15963000.000,16858000.000,16565000.000,14627000.000,19854000.000,33645000.000,27309000.000,28787000.000,18007000.000,15700000.000,13216000.000,12856000.000,17211000.000
AccountsReceivableNetCurrent,33538000.000,34616000.000,50616000.000,39162000.000,50544000.000,60022000.000,76307000.000,34847000.000,41990000.000,41222000.000,57549000.000,36421000.000,43796000.000,52849000.000,74358000.000,45369000.000,54589000.000,65471000.000,84909000.000,46834000.000,53128000.000
AccruedAdvertisingCurrent,,,,,,,2273000.000,,,,3951000.000,,,,2762000.000,,,,3153000.000,,
AccruedIncomeTaxesCurrent,,,,,,,6062000.000,,,,1218000.000,,,,2492000.000,,,,1231000.000,,
AccruedLiabilitiesCurrent,10978000.000,11713000.000,25100000.000,14054000.000,17886000.000,18774000.000,21047000.000,13365000.000,12859000.000,13629000.000,22838000.000,15737000.000,20237000.000,23111000.000,29161000.000,11924000.000,12323000.000,18713000.000,21931000.000,16644000.000,16341000.000
AccruedRoyaltiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,1903000.000,,
AccruedSalesCommissionCurrent,,,,,,,1044000.000,,,,785000.000,,,,665000.000,,,,486000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,4283000.000,5534000.000,6912000.000,8581000.000,9990000.000,12090000.000,13333000.000,15203000.000,17176000.000,19204000.000,21269000.000,23036000.000,25328000.000,27679000.000,17216000.000,19481000.000,21750000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-15000.000,118000.000,-232000.000,501000.000,398000.000,-22000.000,426000.000,308000.000,-377000.000,-171000.000,-145000.000,-84000.000,338000.000,-625000.000,-485000.000,-1089000.000,-960000.000,-818000.000,-866000.000,-652000.000
AdditionalPaidInCapital,11159000.000,117392000.000,119042000.000,,122968000.000,126454000.000,128676000.000,129632000.000,130856000.000,129736000.000,131428000.000,133552000.000,134265000.000,135290000.000,136132000.000,135571000.000,136668000.000,137583000.000,137535000.000,138679000.000,139638000.000
AdditionalPaidInCapitalCommonStock,,,,121041000.000,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,465000.000,1754000.000,2561000.000,2898000.000,1919000.000,1495000.000,1881000.000,2026000.000,2517000.000,2390000.000,1935000.000,1890000.000,1674000.000,1561000.000,3253000.000,3001000.000,3877000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,,,,,3300000.000,,
Assets,108477000.000,143940000.000,168611000.000,147329000.000,161825000.000,168176000.000,188275000.000,169430000.000,167239000.000,168757000.000,181117000.000,172826000.000,184982000.000,205372000.000,212166000.000,192970000.000,184167000.000,191328000.000,197690000.000,188419000.000,191714000.000
AssetsCurrent,85780000.000,109161000.000,130370000.000,109093000.000,122123000.000,126597000.000,145766000.000,130385000.000,129311000.000,131690000.000,146026000.000,136529000.000,149583000.000,168922000.000,173074000.000,154826000.000,146342000.000,153635000.000,160356000.000,151584000.000,155300000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,15000000.000,15040000.000,15051000.000,7526000.000,3552000.000,543000.000,16552000.000,16589000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,,,,,,,15000000.000,15010000.000,15021000.000,7503000.000,3541000.000,541000.000,16550000.000,16602000.000
CashAndCashEquivalentsAtCarryingValue,2810000.000,14922000.000,23302000.000,10913000.000,6971000.000,1898000.000,19345000.000,33514000.000,29708000.000,34697000.000,38835000.000,48165000.000,44065000.000,24718000.000,21623000.000,19367000.000,11701000.000,10354000.000,23030000.000,29208000.000,24617000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,39718000.000,36633000.000,34388000.000,19204000.000,13895000.000,23573000.000,45758000.000,41219000.000
CommonStockParOrStatedValuePerShare,0.000,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,
CommonStockSharesAuthorized,200000000.000,,200000000.000,,,,200000000.000,,,,200000000.000,,,,200000000.000,,,,200000000.000,,
CommonStockSharesIssued,19072200.000,,32082293.000,,,,32525766.000,,,,32604650.000,,,,33065000.000,,,,33065000.000,,
CommonStockSharesOutstanding,14250754.000,,27255891.000,,,,27699364.000,,,,27778248.000,,,,28239000.000,,,,28544000.000,,
CommonStockValue,1000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000
ContractualObligation,,,,,,,14644.000,,,,15008000.000,,,,3365000.000,,,,2099000.000,,
ContractualObligationDueInFourthYear,,,,,,,,,,,1154000.000,,,,0.000,,,,,,
ContractualObligationDueInNextTwelveMonths,,,,,,,6225.000,,,,4618000.000,,,,1753000.000,,,,1833000.000,,
ContractualObligationDueInSecondYear,,,,,,,6719.000,,,,4618000.000,,,,1415000.000,,,,266000.000,,
ContractualObligationDueInThirdYear,,,,,,,1700.000,,,,4618000.000,,,,197000.000,,,,,,
DebtInstrumentUnamortizedDiscount,1127000.000,,0.000,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,5239000.000,462000.000,402000.000,341000.000,281000.000,221000.000,161000.000,100000.000,40000.000,211000.000,224000.000,212000.000,41000.000,43000.000,41000.000,38000.000,36000.000,34000.000,31000.000,29000.000,26000.000
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,,,,,3052000.000,,,,3999000.000,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,,,,,,,3459000.000,,,,923000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,724000.000,,,,4695000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,,,,,2868000.000,,,,3823000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,-2219000.000,,,,986000.000,,,3494000.000,2041000.000,997000.000,1387000.000,1390000.000,,578000.000,558000.000
DeferredTaxAssetsNetCurrent,2853000.000,2716000.000,3978000.000,3097000.000,3229000.000,3164000.000,2943000.000,6863000.000,3273000.000,3399000.000,3709000.000,3118000.000,3507000.000,4268000.000,,2577000.000,2586000.000,4163000.000,,3418000.000,4492000.000
DeferredTaxAssetsNetNoncurrent,702000.000,0.000,,,,,,,,,,2563000.000,2499000.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,304000.000,,,,514000.000,,,,893000.000,,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,46000.000,,,,,,
DeferredTaxAssetsRegulatoryAssetsAndLiabilities,,,,,,,774000.000,,,,773000.000,,,,489000.000,,,,554000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,,,,,,,,,,,,390000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,310000.000,,,,0.000,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,3578000.000,,,,4123000.000,,,,4580000.000,,,,2596000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,,,,,,,,,867000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,313000.000,,,,329000.000,,,,33000.000,,,,-98000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,-141000.000,,,,-70000.000,,,,-53000.000,,,,71000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,,,,,,,1247000.000,,,,2004000.000,,,,1668000.000,,,,1826000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,,,,,,,440000.000,,,,564000.000,,,,269000.000,,,,277000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,165000.000,,,,176000.000,,,,604000.000,,,,695000.000,,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,240000.000,,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,,,331000.000,490000.000,648000.000,184000.000,712000.000,610000.000,524000.000,190000.000,371000.000,8000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,2884000.000,,,,2353000.000,,,,1935000.000,,,,1943000.000,,
DeferredTaxLiabilitiesNoncurrent,,2107000.000,3609000.000,1878000.000,1689000.000,1128000.000,2219000.000,2061000.000,1553000.000,2133000.000,0.000,1659000.000,1575000.000,1542000.000,1418000.000,1342000.000,1266000.000,1288000.000,1148000.000,1072000.000,996000.000
DeferredTaxLiabilitiesOther,,,,,,,-5000.000,,,,-20000.000,,,,-52000.000,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,3057000.000,,,,1142000.000,,,,656000.000,,,,1178000.000,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,,,,,,,-462000.000,252000.000,453000.000,-256000.000,596000.000
DueToRelatedPartiesNoncurrent,64348000.000,0.000,,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,2416000.000,,,,2390000.000,,,,7474000.000,,,,4253000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,18140000.000,13585000.000,11426000.000,8098000.000,8189948.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,1835000.000,,,,3359000.000,,,,5093000.000,,,,6474000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,1524000.000,,,,1476000.000,,,,1381000.000,,,,1381000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,1381000.000,,,,1381000.000,,,,921000.000,,,,0.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,1381000.000,,,,1381000.000,,,,1381000.000,,,,921000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,1381000.000,,,,1381000.000,,,,1381000.000,,,,1381000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,1476000.000,,,,1381000.000,,,,1381000.000,,,,1381000.000,,
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,,,,,608.000,363000.000,-49000.000,,,,-49000.000,,,,,,,,,,
FurnitureAndFixturesGross,,,,,4856000.000,6790000.000,7518000.000,7039000.000,6787000.000,7912000.000,8246000.000,8824000.000,8887000.000,10527000.000,13112000.000,12795000.000,16369000.000,17148000.000,9341000.000,,
