,2011-08-31,2011-11-30,2012-05-31,2012-08-31,2012-11-30,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31
AccountsPayableAndAccruedLiabilities,585240.000,,46851.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,630356.000,,18590.000,27073.000,,177528.000,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,195379.000,,156621.000,139293.000,128578.000
AccountsReceivableNet,,,,,,62787.000,,,222400.000,271000.000
AccruedSalaries,393821.000,467996.000,,,,,,,,
AcquisitionCostsCumulative,,,,,,1067690.000,528000.000,,,
AdditionalPaidInCapital,26535284.000,27324277.000,8103043.000,9091652.000,9210229.000,9863181.000,9840746.000,9234071.000,7646245.000,5868181.000
AdvancesToAffiliate,,,,,,250.000,,,,
Assets,421535.000,543507.000,402056.000,99455.000,113678.000,1652963.000,1715160.000,1152054.000,1430446.000,1218124.000
AssetsCurrent,50716.000,165089.000,21675.000,2245.000,5885.000,83442.000,174812.000,308631.000,303706.000,435465.000
AssetsNoncurrent,370819.000,378418.000,380380.000,97210.000,107793.000,1569521.000,1540348.000,843423.000,1126740.000,782659.000
BankOverdrafts,,,,,143.000,,,,,346.000
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,-2120.000,-2120.000,,,0.000,,,
Cash,38320.000,152693.000,20675.000,1245.000,0.000,5744.000,4.000,29463.000,29541.000,100459.000
CashAndCashEquivalentsAtCarryingValue,38320.000,152693.000,,,,,,,29541.000,
CashEquivalentsAtCarryingValue,,,20675.000,1245.000,-143.000,5744.000,4.000,29463.000,,100459.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,2500000000.000,2500000000.000,5000000000.000,10000000000.000
CommonStockSharesIssued,,16117.000,,,,137829373.000,509999997.000,1523009438.000,3666043518.000,6056244893.000
CommonStockSharesOutstanding,,,,,,137829373.000,509999997.000,1523009438.000,3666043518.000,6056244893.000
CommonStockValue,140080.000,173325.000,396639.000,30094.000,33117.000,137829.000,510000.000,1523009.000,3666043.000,6056245.000
ContractsReceivable,,,,,,,100000.000,,,
ConvertibleNotesPayableCurrent,,,,,,,108405.000,,,
CostMethodInvestments,,,,,,,,,248000.000,24000.000
CustomerDepositsCurrent,,,,,,86378.000,,,,
DeferredCompensationEquity,-1680000.000,-1680000.000,-1680000.000,,,,,,,
DeferredFinanceCostsNet,4700.000,4425.000,3875.000,4811.000,4885.000,12233.000,6853.000,,0.000,2055.000
Deposits,,,96500.000,,,,,,,
DerivativeLiabilities,,,,30815.000,173197.000,40365.000,165090.000,1271430.000,1549702.000,3129569.000
