,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,14600000.000,,4628000.000,4693000.000
AccountsPayableCurrent,637337.000,0.000,60654.000,672195.000,2829206.000,2811520.000,2089906.000,2849000.000,2265000.000,,
AccountsReceivableNetCurrent,,433.000,780.000,673.000,673.000,,7500.000,6000.000,4000.000,,
AccruedBonusesCurrent,,,,,338250.000,559703.000,,,,,
AccruedLiabilitiesCurrent,2355840.000,3112955.000,1325121.000,843551.000,2539600.000,5378532.000,10036055.000,11758000.000,3125000.000,,
AccruedProfessionalFeesCurrent,,,,,,82000.000,,112000.000,120000.000,664000.000,678000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,22000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2804.000,5993.000,13668.000,30729.000,78478.000,132000.000,184000.000,230000.000,283000.000
AdditionalPaidInCapitalCommonStock,1905551.000,3103824.000,82853631.000,91957720.000,86718841.000,1275018.000,34264748.000,35641000.000,40599000.000,44119000.000,39025000.000
Assets,13904792.000,13603955.000,21498369.000,25784704.000,22071149.000,41604875.000,55304511.000,51062000.000,55759000.000,56860000.000,14288000.000
AssetsCurrent,2834587.000,2258228.000,9322894.000,12153756.000,1700216.000,11965750.000,10788444.000,2220000.000,4899000.000,3213000.000,373000.000
AssetsNoncurrent,11070205.000,11345727.000,12175475.000,13630948.000,20370933.000,29639125.000,44516067.000,48842000.000,50860000.000,53647000.000,13915000.000
Cash,,,,,,,,1000000.000,3800000.000,,
CashAndCashEquivalentsAtCarryingValue,2005023.000,1646555.000,9207361.000,11300208.000,1283007.000,8987493.000,9634687.000,1024000.000,1372000.000,2514000.000,51000.000
CashEquivalentsAtCarryingValue,,,,,,,,0.000,0.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,21648864.000,22598864.000,37789174.000,39489173.000,39489173.000,55714468.000,72520718.000,72595718.000,115119415.000,4174039.000,4191658.000
CommonStockSharesOutstanding,21648864.000,22598864.000,37789174.000,39489173.000,39489173.000,55714468.000,72520718.000,72595718.000,115119415.000,4174039.000,4191658.000
CommonStockValue,21649.000,22599.000,37789.000,39489.000,39489.000,55714.000,72521.000,73000.000,115000.000,4000.000,4000.000
ConstructionPayableCurrent,,,,,1722830.000,2347798.000,1600000.000,2100000.000,1500000.000,,
ConvertibleNotesPayableCurrent,452771.000,1026076.000,,,,,,,,,
DebtCurrent,,,,,,,,128300000.000,,,
