,2011-12-31,2012-12-29
AdditionsToNoncurrentAssets,,7307000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4048000.000,4876000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,723000.000
AdvertisingExpense,,11337000.000
AmortizationOfFinancingCosts,178000.000,181000.000
AmortizationOfIntangibleAssets,1090000.000,1101000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,83000.000
BusinessExitCosts,,893000.000
ComprehensiveIncomeNetOfTax,29109000.000,33113000.000
CostOfGoodsSold,414900000.000,414796000.000
CurrentFederalTaxExpenseBenefit,,13260000.000
CurrentForeignTaxExpenseBenefit,,305000.000
CurrentIncomeTaxExpenseBenefit,,16041000.000
CurrentStateAndLocalTaxExpenseBenefit,,2476000.000
DeferredFederalIncomeTaxExpenseBenefit,,1004000.000
DeferredForeignIncomeTaxExpenseBenefit,,322000.000
DeferredIncomeTaxExpenseBenefit,1317000.000,1702000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,376000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,-1037000.000
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,,632000.000
DefinedContributionPlanCostRecognized,,499000.000
DepreciationDepletionAndAmortization,4706000.000,5351000.000
EarningsPerShareBasic,1.450,1.450
EarningsPerShareDiluted,1.420,1.430
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,1055000.000,-603000.000
EffectiveIncomeTaxRateContinuingOperations,,0.347
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.010
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.052
EffectiveIncomeTaxRateReconciliationTaxContingencies,,-0.045
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1075000.000,896000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,1075000.000,896000.000
ForeignCurrencyTransactionGainLossBeforeTax,,837000.000
GainLossRelatedToLitigationSettlement,-6750000.000,
GoodwillAndIntangibleAssetImpairment,,0.000
GrossProfit,191427000.000,185481000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,48697000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,2505000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,51506000.000,51202000.000
IncomeTaxExpenseBenefit,18314000.000,17743000.000
IncomeTaxesPaidNet,19331000.000,19828000.000
IncreaseDecreaseInAccountsPayable,7779000.000,14595000.000
IncreaseDecreaseInAccountsReceivable,13754000.000,17633000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-2927000.000,-4198000.000
IncreaseDecreaseInAccruedLiabilities,-2004000.000,-3852000.000
IncreaseDecreaseInInventories,24753000.000,5210000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,3525000.000,-2053000.000
InterestIncomeExpenseNonoperatingNet,-969000.000,-1086000.000
InterestPaidNet,973000.000,914000.000
LeaseAndRentalExpense,,10248000.000
NetCashProvidedByUsedInContinuingOperations,-5180000.000,15706000.000
NetCashProvidedByUsedInFinancingActivities,-2012000.000,-8102000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-2012000.000,-8102000.000
NetCashProvidedByUsedInInvestingActivities,-8585000.000,-7307000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-8585000.000,-7307000.000
NetCashProvidedByUsedInOperatingActivities,4362000.000,31718000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4362000.000,31718000.000
NetIncomeLossAvailableToCommonStockholdersBasic,33192000.000,33459000.000
OperatingIncomeLoss,52475000.000,52288000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,,1083000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,430000.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,-653000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-4083000.000,-346000.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,-307000.000
OtherNoncashExpense,43000.000,245000.000
PaymentsForRepurchaseOfCommonStock,1961000.000,6534000.000
PaymentsOfFinancingCosts,,250000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,1288000.000,1755000.000
PaymentsToAcquireProductiveAssets,8585000.000,7307000.000
ProceedsFromStockOptionsExercised,1545000.000,672000.000
ProvisionForDoubtfulAccounts,47000.000,-56000.000
RepaymentsOfLongTermCapitalLeaseObligations,283000.000,306000.000
RepaymentsOfLongTermDebt,1100000.000,825000.000
Revenues,606327000.000,600277000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,14090000.000
RoyaltyRevenue,,2449000.000
SalesRevenueNet,606327000.000,600277000.000
SellingGeneralAndAdministrativeExpense,132202000.000,133193000.000
SeveranceCosts,,1489000.000
ShareBasedCompensation,4048000.000,4876000.000
ShippingHandlingAndTransportationCosts,,22648000.000
StockIssued1,5001000.000,5269000.000
StockIssuedDuringPeriodValueShareBasedCompensation,1330000.000,-359000.000
StockRepurchaseProgramAuthorizedAmount,,50000000.000
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount,,9153000.000
TreasuryStockAcquiredAverageCostPerShare,,17.930
TreasuryStockValueAcquiredCostMethod,1961000.000,6534000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,1323000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,647000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,376470.000
WeightedAverageNumberOfDilutedSharesOutstanding,23332405.000,23388482.000
WeightedAverageNumberOfSharesOutstandingBasic,22855196.000,23012012.000
