,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,21113.000,870034.000,1870005.000,3386648.000,5148155.000,10855100.000,16210919.000,18988582.000,17569993.000,23142331.000,27668279.000,27841963.000,22186118.000
AccumulatedAmortizationDeferredFinanceCosts,,2369.000,11520.000,39245.000,82823.000,142045.000,259532.000,458988.000,,,,,
AdditionalPaidInCapitalCommonStock,4431961.000,20257966.000,52430352.000,117443760.000,207068792.000,281595727.000,355334812.000,456614453.000,626210028.000,625940851.000,625976679.000,625996383.000,633134984.000
Assets,4716721.000,48953550.000,111131383.000,306470497.000,464862830.000,694881083.000,989221435.000,1264158932.000,1412805911.000,1399797973.000,1490459368.000,1497101228.000,1485366647.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,,36938872.000,70212505.000,233519613.000,138024594.000,354013203.000,571007254.000,841481195.000,27504988.000,92234848.000,221054673.000,221054672.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,261444.000,261444.000,261444.000,261444.000,,,2721540.000,2721540.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,4218001.000,14537515.000,34558732.000,14496837.000,48208635.000,70147924.000,95792141.000,4219943.000,14525434.000,33762198.000,33762199.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,171441.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,42064250.000,87064250.000,274564250.000,156815000.000,412715000.000,657945000.000,960595000.000,32400000.000,110000000.000,264222500.000,264222500.000,
CashAndCashEquivalentsAtCarryingValue,4622221.000,5858143.000,20258072.000,28595826.000,31214539.000,2560685.000,49952282.000,31386377.000,155862935.000,47259084.000,18542727.000,26768318.000,28306794.000
CommitmentsAndContingencies,,0.000,,,,,,,,,,,
DebtLongtermAndShorttermCombinedAmount,,29470000.000,60970000.000,196930600.000,272611100.000,432011100.000,667410019.000,856232763.000,856169829.000,856106210.000,959991898.000,979926886.000,989861165.000
DeferredFinanceCostsGross,,246240.000,498240.000,1318441.000,1807651.000,2724521.000,4862064.000,5925726.000,,,,,
DeferredFinanceCostsNet,,243871.000,486720.000,1279196.000,1724828.000,2582476.000,4602532.000,5466738.000,,,,,
DepositsAssets,,14983.000,118531.000,250380.000,362611.000,640312.000,689906.000,763314.000,985882.000,1094273.000,1075396.000,1141623.000,1081211.000
DividendsPayableCurrentAndNoncurrent,,83626.000,271654.000,608904.000,1108253.000,1543531.000,1965054.000,2563769.000,3390869.000,3614467.000,3640148.000,3788605.000,3823805.000
DueToAffiliateCurrentAndNoncurrent,625547.000,401560.000,593502.000,1499869.000,1419903.000,5136712.000,1642295.000,4407877.000,4836367.000,2546634.000,3702914.000,3711731.000,2428507.000
EscrowDeposit,,100100.000,2385215.000,500000.000,2000000.000,2400100.000,5100100.000,0.000,1100100.000,600000.000,,,
