,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,0.000,1000000.000,900000.000,1000000.000,900000.000,2000000.000,3100000.000,2100000.000,1100000.000,3700000.000
AmortizationOfAboveAndBelowMarketLeases,,300000.000,,,,,,,,,
AmortizationOfFinancingCosts,,,1100000.000,,,,1100000.000,,,,600000.000
AmortizationOfIntangibleAssets,,2100000.000,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,63217.000,60000.000,60000.000,-83217.000,150000.000,200000.000,0.000,-290000.000,470000.000
AssetImpairmentCharges,,,,,,,400000.000,,,,700000.000
BasicEarningsPerShareProForma,0.360,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,1300000.000,-1700000.000,300000.000,2000000.000,1800000.000,2000000.000,1000000.000,100000.000,900000.000
BusinessCombinationIntegrationRelatedCosts,,54800000.000,10000000.000,10300000.000,8300000.000,6300000.000,6200000.000,6100000.000,7300000.000,6300000.000,6400000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5900000.000,,,,-6700000.000,,,,-17200000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,0.000,,,,,,,,
ComprehensiveIncomeNetOfTax,2900000.000,-18500000.000,-8800000.000,4400000.000,10400000.000,7800000.000,6900000.000,6400000.000,4000000.000,-300000.000,600000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,1761900000.000,1768300000.000,1825800000.000,1804300000.000,1654500000.000,1687900000.000,1743800000.000,1740200000.000,1629300000.000
DeferredIncomeTaxExpenseBenefit,,,-300000.000,,,,2600000.000,,,,-2100000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,2500000.000,,,,,,,,,
DefinedBenefitPlanInterestCost,,1800000.000,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,-300000.000,,,,,,,,,
DefinedBenefitPlanServiceCost,,400000.000,,,,,,,,,
DepreciationDepletionAndAmortization,4300000.000,14200000.000,13500000.000,15300000.000,13700000.000,14400000.000,13500000.000,13600000.000,13400000.000,14200000.000,13100000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,0.000,0.000,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,0.000,0.000,0.000,0.000,0.000,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,0.000,0.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,0.000,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,0.350,,
EarningsPerShareBasicAndDiluted,,-0.880,-0.140,0.270,0.910,0.630,0.210,0.490,,,-0.140
EarningsPerShareDiluted,,,,,,,,,0.340,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1400000.000,,,,600000.000,,,,400000.000
EffectiveIncomeTaxRateContinuingOperations,,0.426,-0.048,0.602,0.380,-0.529,0.560,0.440,0.588,-1.103,0.389
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,300000.000,0.000,,,,,,,,,
GainLossOnDispositionOfAssets,,,200000.000,,,,-200000.000,,,,-500000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,,700000.000
