,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,8708.000,11312.000,9866.000,10712.000,20440.000,15033.000,11204.000,12303.000
AdditionalPaidInCapital,1760158.000,1760158.000,1760158.000,1760158.000,1760158.000,1760158.000,1760158.000,1760158.000
CashEquivalentsAtCarryingValue,,,,0.000,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000
CommonStockSharesOutstanding,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000,12481724.000
CommonStockValue,,,12482.000,12482.000,12482.000,12482.000,12482.000,12482.000
CommonStockValueOutstanding,12482.000,12482.000,,,,,,
ConvertibleDebtCurrent,16122.000,,,,,,,
ConvertibleNotesPayableCurrent,,,,16122.000,16122.000,16122.000,16122.000,16122.000
DeferredTaxAssetsGross,,,,,371215.000,,,
DeferredTaxAssetsNet,,,,,0.000,,,
DeferredTaxAssetsValuationAllowance,,,,,371215.000,,,
DueToOfficersOrStockholdersCurrent,16905.000,26431.000,30985.000,34047.000,40452.000,60111.000,64864.000,73257.000
InterestPayableCurrent,4809.000,5207.000,5609.000,6016.000,6422.000,6824.000,7227.000,7633.000
Liabilities,46544.000,59072.000,62582.000,66897.000,83436.000,98090.000,99417.000,109315.000
LiabilitiesCurrent,46544.000,42950.000,46460.000,,,,,
LiabilitiesNoncurrent,,16122.000,16122.000,,,,,
LongTermNotesPayable,,16122.000,16122.000,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,,,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,,0.000,,,
RetainedEarningsAccumulatedDeficit,-1819184.000,-1831712.000,-1835221.000,-1839537.000,-1856076.000,-1870730.000,-1872057.000,-1881955.000
StockholdersEquity,-46544.000,-59072.000,-62581.000,-66897.000,-83436.000,-98090.000,-99417.000,-109315.000
