,2011-09-30,2011-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,1049349.000,703276.000
AccountsReceivableNetCurrent,0.000,16500.000
AccruedSalariesCurrent,,433333.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-15815.000,-162022.000
AdditionalPaidInCapitalCommonStock,168970.000,168985.000
Assets,260386.000,247432.000
AssetsCurrent,162217.000,166363.000
CashAndCashEquivalentsAtCarryingValue,19742.000,11054.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,520000000.000,520000000.000
CommonStockSharesIssued,81962500.000,81962500.000
CommonStockSharesOutstanding,81962500.000,81962500.000
CommonStockValue,8197.000,8197.000
ConvertibleNotesPayableCurrent,,56051.000
DepositsAssetsCurrent,136942.000,133666.000
DerivativeLiabilitiesCurrent,94039.000,143795.000
DueToRelatedPartiesCurrent,553486.000,581090.000
EmployeeRelatedLiabilitiesCurrent,260743.000,193477.000
Liabilities,5563452.000,5701652.000
LiabilitiesAndStockholdersEquity,260386.000,247432.000
LiabilitiesCurrent,2297117.000,2335522.000
NotesPayableCurrent,339500.000,224500.000
NotesPayableRelatedPartiesNoncurrent,3266335.000,3366130.000
OtherAssetsCurrent,5533.000,5143.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,80000000.000,80000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PropertyPlantAndEquipmentGross,98169.000,81069.000
RetainedEarningsAccumulatedDeficit,-5464418.000,-5469380.000
SharesOutstanding,,0.000
StockholdersEquity,-5303066.000,-5454220.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5303066.000,-5454220.000
