,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,461500000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,58804000.000,64175000.000,64416000.000,76080000.000,88014000.000,94107000.000,102251000.000
AdvertisingExpense,249800000.000,271600000.000,298600000.000,333500000.000,371300000.000,382900000.000,402600000.000
AllocatedShareBasedCompensationExpense,,,,,,94100000.000,102300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,,4900000.000,4700000.000,8800000.000,4100000.000,8100000.000
CapitalLeaseObligationsIncurred,,,,,60733000.000,30767000.000,94291000.000
CapitalLeasesIncomeStatementAmortizationExpense,2200000.000,2200000.000,1700000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,127144000.000,-234639000.000,304845000.000,337789000.000,344029000.000,-398302000.000,834376000.000
CommonStockDividendsPerShareDeclared,0.600,0.380,0.460,0.580,0.700,0.840,1.040
ComprehensiveIncomeNetOfTax,,,,,1860275000.000,2164571000.000,2271480000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1385510000.000,1395270000.000,1885870000.000,2151256000.000,,,
CurrentFederalTaxExpenseBenefit,510629000.000,554847000.000,842149000.000,815811000.000,896672000.000,992094000.000,1068778000.000
CurrentForeignTaxExpenseBenefit,105489000.000,99463000.000,153083000.000,136626000.000,155398000.000,149408000.000,148367000.000
CurrentStateAndLocalTaxExpenseBenefit,113573000.000,126237000.000,162200000.000,177009000.000,180616000.000,208357000.000,213505000.000
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,50000.000,62500.000,62500.000,70000.000,70000.000,75000.000,80000.000
DeferredCompensationArrangementWithIndividualSharesIssued,157619.000,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,91568000.000,131527000.000,22394000.000,73206000.000,87057000.000,34620000.000,-3107000.000
DeferredForeignIncomeTaxExpenseBenefit,-1572000.000,-2952000.000,-10745000.000,-26487000.000,782000.000,6142000.000,7849000.000
DeferredIncomeTaxExpenseBenefit,50641000.000,144762000.000,13265000.000,52233000.000,102070000.000,31204000.000,-5503000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,1731000.000,6202000.000,1583000.000,5928000.000,14231000.000,-9979000.000,-10583000.000
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,3800000.000,,,,,,
DefinedBenefitPlanBenefitObligationPeriodIncreaseDecrease,,,33800000.000,33800000.000,,,
DefinedBenefitPlanContributionsByEmployer,103400000.000,78400000.000,77800000.000,32700000.000,151300000.000,55700000.000,54600000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,-31173000.000
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,0.500,0.500,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,0.500,0.500,,,,,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,,,,3400000.000,3300000.000,3300000.000,4100000.000
DepreciationDepletionAndAmortization,458052000.000,485701000.000,508929000.000,548823000.000,588975000.000,616696000.000,658796000.000
DepreciationNonproduction,,490600000.000,515900000.000,555800000.000,595600000.000,622000000.000,664500000.000
DerivativeGainLossOnDerivativeNet,,,,26606000.000,32917000.000,17615000.000,-16402000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,-5484000.000,,,,
DerivativeInstrumentsLossRecognizedInIncome,-3047000.000,8520000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,-49291000.000,,,,,
DividendsCommonStockCash,239003000.000,288035000.000,336214000.000,413134000.000,483280000.000,564586000.000,680183000.000
EarningsPerShareBasic,3.360,1.970,2.600,3.000,3.200,3.380,3.510
EarningsPerShareDiluted,3.300,1.930,2.550,2.940,3.150,3.330,3.460
EffectOfExchangeRateOnCashAndCashEquivalents,22204000.000,-3920000.000,11666000.000,-73106000.000,-150161000.000,-96675000.000,9272000.000
EffectiveIncomeTaxRateContinuingOperations,0.381,0.380,0.380,0.356,0.376,0.377,0.383
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.005,-0.006,-0.009,-0.008,-0.009,-0.007,-0.002
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.005,-0.005,-0.003,-0.022,-0.001,-0.001,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.041,0.041,0.042,0.036,0.036,0.035,0.035
EffectiveIncomeTaxRateReconciliationTaxSettlements,,,,-0.014,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,21100000.000,,,,,,70000000.000
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,2.000,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,28095000.000,46143000.000,62472000.000,82546000.000,95063000.000,64680000.000,70999000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,28095000.000,46143000.000,62472000.000,82546000.000,95063000.000,64680000.000,70999000.000
GainLossOnSaleOfDerivatives,,,,10700000.000,24300000.000,28500000.000,-6100000.000
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,,-7914000.000,-3897000.000,-3383000.000,-5207000.000
GainsLossesOnExtinguishmentOfDebt,,,,,-16830000.000,,-51773000.000
GoodwillAcquiredDuringPeriod,,,,,,25233000.000,
GoodwillAndIntangibleAssetImpairment,,,0.000,0.000,0.000,0.000,0.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,1960000.000
GoodwillImpairmentLoss,0.000,,,,,,
GoodwillTranslationAdjustments,,,,,,-344000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,2943745000.000,3102304000.000,3196370000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,3658300000.000,3723043000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,319400000.000,559700000.000,572600000.000,606139000.000,555996000.000,526673000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2164092000.000,2411414000.000,3077351000.000,3319489000.000,3549884000.000,3658300000.000,3723043000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,1339530000.000,1496090000.000,1906687000.000,2137396000.000,,,
IncomeLossFromContinuingOperationsPerBasicShare,3.350,1.970,2.600,3.000,,,
IncomeLossFromContinuingOperationsPerDilutedShare,3.300,1.930,2.550,2.940,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,3611000.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.010,,,,,,
IncomeTaxExpenseBenefit,824562000.000,915324000.000,1170664000.000,1182093000.000,1334756000.000,1380642000.000,1424809000.000
IncomeTaxesPaid,787273000.000,781170000.000,971732000.000,1240377000.000,1091128000.000,1301122000.000,1282172000.000
IncreaseDecreaseInAccountsPayable,163823000.000,-36553000.000,211689000.000,-152271000.000,285223000.000,216265000.000,48253000.000
IncreaseDecreaseInAccountsReceivable,23587000.000,4410000.000,18418000.000,-11979000.000,9052000.000,27357000.000,23235000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-11801000.000,-3097000.000,176076000.000,10994000.000,144977000.000,68014000.000,146766000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,284929000.000,389399000.000
IncreaseDecreaseInIncomeTaxesReceivable,,,,,12475000.000,-1416000.000,
IncreaseDecreaseInInventories,211823000.000,187157000.000,-27186000.000,-35233000.000,332271000.000,506633000.000,-11862000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,-29590000.000,20800000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,-2912000.000,3931000.000,8816000.000,22562000.000,12403000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-495000.000,20709000.000,53705000.000,3354000.000,-3719000.000,41519000.000,9600000.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,0.000,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,6268000.000,12663000.000,13967000.000,12906000.000,10854000.000,9767000.000,8785000.000
InterestCostsCapitalized,,-2593000.000,7750000.000,10993000.000,9403000.000,7984000.000,7548000.000
InterestExpense,49014000.000,49276000.000,48582000.000,57084000.000,64783000.000,68253000.000,69219000.000
InterestIncomeExpenseNet,,-35648000.000,29175000.000,,,,
InterestOnConvertibleDebtNetOfTax,0.000,,,,,,
InterestPaid,48501000.000,46691000.000,45653000.000,52196000.000,66265000.000,64188000.000,72619000.000
InterestRevenueExpenseNet,,-35648000.000,-29175000.000,-31081000.000,-39787000.000,-46400000.000,-43534000.000
InvestmentIncomeInterest,9877000.000,11035000.000,11657000.000,15010000.000,15593000.000,13869000.000,18137000.000
LeaseAndRentalExpense,1031400000.000,1086000000.000,1171600000.000,1238200000.000,1321600000.000,1365600000.000,1435200000.000
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,,,,,0.001
NetCashProvidedByUsedInFinancingActivities,-1223928000.000,-1335712000.000,-1475587000.000,-1143803000.000,-1559542000.000,-2175855000.000,-1561912000.000
