,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,115050.000,,,
AmortizationOfDebtDiscountPremium,,30716.000,0.000,47327.000,51825.000
AmortizationOfFinancingCosts,,84334.000,30716.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-139.000,12498.000,43042.000,-25368.000,-18453.000
CurrentFederalTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
CurrentStateAndLocalTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
DebtInstrumentConvertibleBeneficialConversionFeature,,65050.000,,,
DebtInstrumentConvertibleInterestExpense,,9629.000,15129.000,,
DeferredFederalIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
Depreciation,1817.000,3195.000,6964.000,7149.000,7148.000
DepreciationAndAmortization,,3195.000,6964.000,7149.000,
DepreciationExpense,1817.000,,,,
DerivativeLossOnDerivative,,,,-141893.000,
EarningsPerShareBasic,,,,,0.260
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.040,-0.030,
EarningsPerShareDiluted,,,,,0.130
FairValueAssumptionsExpectedVolatilityRate,,,,2.400,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,,,,94566.000,94566.000
GainLossOnSaleOfDerivatives,,,,,10944813.000
GeneralAndAdministrativeExpense,13402.000,20538.000,60166.000,39465.000,62169.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-432900.000,3764470.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefitContinuingOperations,-102500.000,-129600.000,-465200.000,,
IncomeTaxReconciliationDeductionsOther,,,,55300.000,643662.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,0.000,0.000,0.000,0.000,0.000
IncomeTaxReconciliationNondeductibleExpenseAmortization,,32900.000,12000.000,1800.000,20211.000
IncomeTaxReconciliationNondeductibleExpenseDepreciation,-3600.000,-200.000,-1100.000,-100.000,2788.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,,,,100.000,0.000
IncomeTaxReconciliationNondeductibleExpenseOther,0.000,1200.000,4300.000,200.000,270.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,19800.000,-25500.000,378400.000,255800.000,398648.000
IncomeTaxReconciliationOtherAdjustments,,,,,-901403.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,10587.000,-10470.000,-116.000,6405.000,-1340.000
IncreaseDecreaseInAccruedLiabilities,7400.000,13962.000,15867.000,15909.000,13443.000
IncreaseDecreaseInDeferredLiabilities,,,,196893.000,4083787.000
IncreaseDecreaseInDerivativeLiabilities,,,,196893.000,7773278.000
IncreaseDecreaseInDueToRelatedParties,,,,,4000.000
IncreaseDecreaseInPrepaidExpense,75000.000,25000.000,0.000,105642.000,14811.000
InterestExpense,4535.000,-98655.000,-46624.000,-16950.000,-15908.000
InterestOnConvertibleDebtNetOfTax,,,,4583.000,
InterestPaid,0.000,0.000,0.000,0.000,0.000
InvestmentIncomeInterest,18.000,1.000,13.000,7.000,7.000
IssuanceOfStockAndWarrantsForServicesOrClaims,50755.000,72602.000,970139.000,,1000000.000
LeaseAndRentalExpense,14492.000,16656.000,16656.000,15880.000,17658.000
NetCashProvidedByUsedInFinancingActivities,122846.000,181900.000,202400.000,304015.000,161811.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,122846.000,181900.000,202400.000,304015.000,161811.000
NetCashProvidedByUsedInInvestingActivities,-18800.000,-28919.000,-1101.000,0.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-18800.000,-28919.000,-1101.000,0.000,0.000
NetCashProvidedByUsedInOperatingActivities,-104185.000,-140483.000,-158257.000,-329383.000,-180264.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-104185.000,-140483.000,-158257.000,-329383.000,-180264.000
NetIncomeLoss,-262744.000,-332290.000,-1192732.000,-1109897.000,9652488.000
OfficersCompensation,3600.000,3550.000,,,
OperatingCostsAndExpenses,258227.000,,,,
OperatingExpenses,,233636.000,1146121.000,951061.000,1224599.000
OperatingIncomeLoss,-258227.000,-233636.000,-1146121.000,-951061.000,-1224599.000
OtherIncome,4517.000,-98654.000,-46611.000,-158836.000,10877087.000
OtherNoncashExpense,,,,,0.000
OtherNoncashIncomeExpense,,,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,18800.000,28919.000,1101.000,0.000,
ProceedsFromIssuanceOfCommonStock,86046.000,40300.000,202400.000,102539.000,107001.000
ProceedsFromIssuanceOfPrivatePlacement,87563.000,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,2500.000
ProceedsFromNotesPayable,38708.000,141600.000,0.000,55000.000,79810.000
ProfessionalAndContractServicesExpense,170246.000,143676.000,1005448.000,839758.000,1088061.000
RelatedPartyTransactionAmountsOfTransaction,,50000.000,50000.000,,
RepaymentsOfConvertibleDebt,,,,-50417.000,-27500.000
RepaymentsOfNotesPayable,1908.000,0.000,,,
ResearchAndDevelopmentExpense,,66214.000,,,
Revenues,0.000,0.000,0.000,0.000,0.000
SalariesAndWages,58270.000,49571.000,56887.000,48809.000,49563.000
SaleOfStockNumberOfSharesIssuedInTransaction,,,,,672500.000
SalesRevenueNet,-4517.000,98654.000,46611.000,158836.000,-10877087.000
ShareBasedCompensation,0.000,3184.000,10905.000,409.000,0.000
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,13000.000,0.000,0.000,,
StockIssuedDuringPeriodSharesIssuedForCash,,,809001.000,,
StockIssuedDuringPeriodSharesIssuedForNoncashConsideration,,168334.000,,,
StockIssuedDuringPeriodSharesIssuedForServices,7860512.000,3000000.000,3500000.000,1900000.000,2500000.000
StockIssuedDuringPeriodSharesNewIssues,13000000.000,,,292897.000,
StockIssuedDuringPeriodSharesOther,,,,,267500.000
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,,,,,-2000000.000
StockIssuedDuringPeriodValueIssuedForCash,,,202400.000,,
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,50500.000,,,
StockIssuedDuringPeriodValueIssuedForServices,117907.000,45000.000,1050000.000,645000.000,1000000.000
StockIssuedDuringPeriodValueNewIssues,13000.000,,,102539.000,
StockRepurchasedAndRetiredDuringPeriodShares,,,,,2000000.000
StockRepurchasedDuringPeriodValue,,,,,2000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,86300.000,121200.000,71600.000,119800.000,-3928648.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,82600.000,140600.000,70600.000,42800.000,8413617.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,75030231.000
WeightedAverageNumberOfSharesOutstandingBasic,22635331.000,27819829.000,32787397.000,35397266.000,37219360.000
