,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,583036.000,628473.000,915048.000,886726.000,914515.000,898075.000,1048277.000,1154071.000,873222.000,1634173.000,1281928.000,1605169.000,3647671.000
AmortizationOfDebtDiscountPremium,,,,,24917.000,,,,35204.000,,,,
AmortizationOfFinancingCosts,,,,,69307.000,,,,8501.000,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,658929.000,,,,1019734.000,,,,2381502.000
CapitalLeaseObligationsIncurred,,,,,2508488.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,18474926.000,,,,-8193505.000,,,,7681261.000,,,,-41835577.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-10007033.000,-11977267.000,-15113591.000,-16230357.000,-17554081.000,-19599082.000,-20085567.000,-17563195.000,-12811961.000,-12606064.000,-12247699.000,-15358349.000,-24078756.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,,,,,,457582.000,,,,
ConversionOfStockAmountConverted1,114527695.000,,,,,,,,,,,,
DebtInstrumentIncreaseAccruedInterest,175657.000,,,,169464.000,,,,,,,,
DepreciationDepletionAndAmortization,130151.000,135997.000,146388.000,153581.000,166432.000,181530.000,171064.000,161418.000,201742.000,237996.000,257992.000,254611.000,244495.000
EarningsPerShareBasicAndDiluted,-1.050,-0.610,-0.770,-0.690,-0.890,-0.950,-0.970,-0.850,-0.570,-0.480,-0.320,-0.290,-0.580
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-1437.000,,,,-12709.000,,,,7856.000,,,,1309.000
FairValueAdjustmentOfWarrants,,,,,,,,,,,-385394.000,,-20357323.000
GainLossOnSaleOfPropertyPlantEquipment,710.000,,,,,,,,,,,,-13347.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,249458.000
GeneralAndAdministrativeExpense,1933476.000,1865822.000,2320036.000,2480025.000,2371201.000,2909358.000,2689398.000,3041054.000,2975024.000,3389479.000,3010518.000,4828280.000,3962891.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,,,,27204349.000
IncomeTaxExpenseBenefit,0.000,,,,,0.000,0.000,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayable,1654479.000,,,,1426815.000,,,,983980.000,,,,75197.000
IncreaseDecreaseInAccruedLiabilities,-310615.000,,,,221463.000,,,,1327441.000,,,,-3194392.000
IncreaseDecreaseInDeferredCharges,87550.000,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,169464.000,,,,-227754.000,,,,351102.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,-55000.000,,,,-27500.000
IncreaseDecreaseInOtherOperatingAssets,,,,,381034.000,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,377720.000,,,,108760.000,,,,90340.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,327337.000,,,,9441.000,,,,64203.000,,,,594525.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,,,,,,,,,,,1701752.000
IncreaseDecreaseInRestructuringReserve,,,,,,,,,,,,,2492557.000
InterestExpense,174832.000,171604.000,179808.000,597335.000,594915.000,725522.000,324871.000,618291.000,491193.000,543462.000,448288.000,291797.000,728433.000
InterestPaid,1641.000,,,,290345.000,,,,384445.000,,,,468839.000
InvestmentIncomeInterest,16410.000,21260.000,14285.000,14625.000,10088.000,8327.000,4757.000,2210.000,1576.000,2237.000,20586.000,32927.000,30576.000
InvestmentTaxCredit,,-140556.000,,,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,79981.000,,,,
NetCashProvidedByUsedInFinancingActivities,45029076.000,,,,177706.000,,,,19906651.000,,,,-23668931.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,45029076.000,,,,177706.000,,,,19906651.000,,,,-23668931.000
NetCashProvidedByUsedInInvestingActivities,-18193187.000,,,,6207555.000,,,,-2684932.000,,,,-2081982.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-18193187.000,,,,6207555.000,,,,-2684932.000,,,,-2081982.000
NetCashProvidedByUsedInOperatingActivities,-8359526.000,,,,-14566057.000,,,,-9548314.000,,,,-16085973.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-8359526.000,,,,-14566057.000,,,,-9548314.000,,,,-16085973.000
NetIncomeLoss,-10000980.000,-11983531.000,-15101017.000,-16220410.000,-17546215.000,-19604818.000,-20078568.000,-17558920.000,-12820188.000,-12606245.000,-12246841.000,-15354836.000,-24080081.000
NetIncomeLossAvailableToCommonStockholdersBasic,-10864206.000,-11983531.000,-15101017.000,-16220410.000,-17546215.000,-19604818.000,-20078568.000,-17558920.000,,,,,
NonoperatingIncomeExpense,-394097.000,-21738.000,-181187.000,-584660.000,-586803.000,-718017.000,-320114.000,-616082.000,-489617.000,-541225.000,-43061.000,351976.000,19904021.000
OperatingExpenses,10405671.000,12434956.000,15318445.000,15939203.000,17138183.000,18994192.000,19916803.000,17016656.000,12477000.000,12553663.000,12350536.000,15870452.000,44089361.000
OperatingIncomeLoss,-9606883.000,-11961793.000,-14919830.000,-15635750.000,-16959412.000,-18886801.000,-19758454.000,-16942838.000,-12330571.000,-12065020.000,-12203780.000,-15706812.000,-43984102.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-1503.000,6014.000,-8069.000,-6824.000,-933.000,3368.000,-11320.000,-16176.000,7956.000,181.000,-858.000,-3513.000,1325.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-4550.000,250.000,-4505.000,-3123.000,-6933.000,2368.000,4321.000,11901.000,271.000,,,,
OtherIncome,,140556.000,,,,,,,,,,,
OtherNonoperatingExpense,235675.000,11950.000,15664.000,1950.000,1976.000,822.000,,,,,753.000,,4905.000
OtherResearchAndDevelopmentExpense,8472195.000,,,,,,,,,,,,
PaymentsForRestructuring,,,,,,,,,,,,,148227.000
PaymentsOfStockIssuanceCosts,4787854.000,,,,,,,,8454.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,238190.000,,,,2669462.000,,,,3688363.000,,,,3542597.000
PaymentsToAcquireShortTermInvestments,17955997.000,,,,2772983.000,,,,,,,,
PreferredStockAccretionOfRedemptionDiscount,863226.000,,,,,,,,,,,,
ProceedsFromIssuanceInitialPublicOffering,49829800.000,,,,,,,,19882916.000,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,,,,,100084.000,,,,,,,,8369.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,,,,11650000.000,,,,1003431.000,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,1000.000,,,,,,,,,,,,1460615.000
ProceedsFromStockOptionsExercised,,,,,90492.000,,,,,,,,
ProfitLoss,-10000980.000,-11983531.000,-15101017.000,-16220410.000,-17546215.000,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,,,100000.000,,,,
RepaymentsOfNotesPayable,12870.000,,,,12870.000,,,,4769.000,,,,23643786.000
ResearchAndDevelopmentExpense,8472195.000,10569134.000,12998409.000,13459178.000,14766982.000,16084834.000,17227405.000,13975602.000,9501976.000,9164184.000,9340018.000,10301058.000,7913829.000
RestructuringCharges,,,,,,,,,,,,,5008292.000
Revenues,798788.000,473163.000,398615.000,303453.000,178771.000,107391.000,158349.000,73818.000,146429.000,488643.000,146756.000,163640.000,105259.000
SalesRevenueNet,798788.000,332607.000,398615.000,303453.000,178771.000,107391.000,158349.000,73818.000,146429.000,488643.000,146756.000,163640.000,105259.000
ShareBasedCompensation,583036.000,,,,914515.000,,,,873222.000,,,,3647671.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost,,,,,,,,,,600000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000,0.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.960,0.960,0.980,-1.940,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.024,0.023,0.022,-0.046,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,23260.000,,,,16629.000,,,,26758.000,,,,31873.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,5.070,,,,8.270,,,,6.330,,,,6.370
