,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,4000000.000,4000000.000
AdvertisingExpense,,8000000.000
AllocatedShareBasedCompensationExpense,,4000000.000
AmortizationOfIntangibleAssets,,131000000.000
ComprehensiveIncomeNetOfTax,,323000000.000
CostOfRevenue,408000000.000,325000000.000
CostsAndExpenses,2238000000.000,914000000.000
CurrentFederalTaxExpenseBenefit,,104000000.000
CurrentIncomeTaxExpenseBenefit,,120000000.000
CurrentStateAndLocalTaxExpenseBenefit,,16000000.000
DeferredFederalIncomeTaxExpenseBenefit,,-21000000.000
DeferredIncomeTaxExpenseBenefit,17000000.000,-23000000.000
DeferredOtherTaxExpenseBenefit,,7000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-2000000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,14000000.000
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,,-129000000.000
DefinedBenefitPlanPlanAmendments,,257000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,1000000.000
DefinedContributionPlanCostRecognized,,7000000.000
Depreciation,,26000000.000
DepreciationAndAmortization,172000000.000,157000000.000
EarningsPerShareBasicAndDiluted,-51.040,14.280
EffectiveIncomeTaxRateContinuingOperations,,0.303
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,-0.027
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.024
EffectiveIncomeTaxRateReconciliationTaxContingencies,,0.010
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,0.055
FairValueInputsDiscountRate,,0.170
GainsLossesOnExtinguishmentOfDebt,116000000.000,51000000.000
GeneralAndAdministrativeExpense,220000000.000,87000000.000
GoodwillAndIntangibleAssetImpairment,1003000000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-709000000.000,320000000.000
IncomeTaxExpenseBenefit,62000000.000,97000000.000
IncomeTaxExpenseBenefitContinuingOperations,,97000000.000
IncomeTaxesPaidNet,,90000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-166000000.000,-6000000.000
IncreaseDecreaseInAccountsReceivable,1000000.000,-16000000.000
IncreaseDecreaseInDeferredCharges,-44000000.000,-27000000.000
IncreaseDecreaseInOtherCurrentAssets,-2000000.000,
InterestIncomeExpenseNonoperatingNet,-227000000.000,-170000000.000
InterestPaid,,174000000.000
NetCashProvidedByUsedInContinuingOperations,-84000000.000,15000000.000
NetCashProvidedByUsedInFinancingActivities,-310000000.000,-260000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-310000000.000,-260000000.000
NetCashProvidedByUsedInInvestingActivities,-18000000.000,-13000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-18000000.000,-13000000.000
NetCashProvidedByUsedInOperatingActivities,244000000.000,288000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,244000000.000,288000000.000
NetIncomeLoss,-771000000.000,223000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,218000000.000
OperatingIncomeLoss,-596000000.000,440000000.000
OperatingLeasesRentExpenseNet,,16000000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax,,-24000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,,-160000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,-9000000.000,-100000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,-25000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,-15000000.000
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,,-60000000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax,,-64000000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,-40000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,,-40000000.000
OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,2000000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax,,6000000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,4000000.000
OtherOperatingActivitiesCashFlowStatement,-22000000.000,-16000000.000
OtherTaxExpenseBenefit,,-6000000.000
PaymentsForPostemploymentBenefits,,3000000.000
PaymentsToAcquireProductiveAssets,19000000.000,13000000.000
PensionAndOtherPostretirementBenefitExpense,14000000.000,-62000000.000
ProceedsFromPaymentsForOtherFinancingActivities,-2000000.000,-9000000.000
ProceedsFromSaleOfProductiveAssets,1000000.000,
ProvisionForDoubtfulAccounts,64000000.000,19000000.000
ReorganizationItems,2000000.000,1000000.000
RepaymentsOfLongTermDebt,308000000.000,251000000.000
Revenues,1642000000.000,1354000000.000
SalesRevenueNet,1642000000.000,1354000000.000
SellingAndMarketingExpense,435000000.000,345000000.000
SeveranceCosts,,2000000.000
ShareBasedCompensation,4000000.000,4000000.000
UndistributedEarningsAllocatedToParticipatingSecurities,,5000000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,5000000.000
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,,2000000.000
ValuationAllowancesAndReservesDeductions,,61000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,15100000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,15300000.000
WeightedAverageNumberOfSharesOutstandingBasic,15100000.000,
